index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
32050,Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery,"Treatment costs remain a barrier for having timely cataract surgery in Vietnam, particularly for females and the poor, despite significant progress in achieving universal health coverage (UHC). This study evaluated the potential impact, on health and financial protection, of eliminating medical and non-medical out-of-pocket costs associated with cataract surgery. An extended cost-effectiveness analysis (ECEA) was conducted with a societal perspective. The ECEA modelled how many more disability-adjusted life years (DALYs) and cases of catastrophic health expenditure (CHE) and medical impoverishment could be averted across income quintiles and between males and females. Two programmes were evaluated: (1) eliminating medical out-of-pocket costs for small incision cataract surgery and (2) Programme A plus a voucher programme covering non-medical out-of-pocket costs. Compared with current, the incremental cost per year of Programme A was estimated to be $833 396 and $1 641 835 for Programme B, each representing <0.01% of total health care spending in 2016. Males and females in the richest income quintiles would avert more DALYs than those in the poorest quintiles. For both programmes, most cases of CHE would be averted by individuals in the poorest income quintile. Programme B would avert the most CHE cases overall and females would have a greater share of benefits. All cases of impoverishing medical expenditure would be averted by individuals in the poorest quintile (A: 115 cases and B: 493 cases) for both programmes. The cost to avert each case of CHE with Programme A ranged from $67 to $292 and $100 to $232 for Programme B. We found a pro-rich health distribution and a pro-poor CHE distribution associated with eliminating out-of-pocket costs of cataract surgery in Vietnam. A programme that addressed both medical and non-medical out-of-pocket costs could have the greatest impact on improving financial protection in this population, particularly among the poorest income quintiles and for females. This study supports the concordance between the objectives of UHC and gender equity.",2020-99-36315,32031615,Health Policy Plan,Beverley M Essue,2020,35 / 4,399-407,No,32031615,"Beverley M Essue; Stephen Jan; Huynh Tan Phuc; Sarity Dodson; Kirsten Armstrong; Tracey-Lea Laba; Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery, Health Policy Plan, 2020 May 1; 35(4):0268-1080; 399-407",DALY,Viet Nam,Not Stated,"Legislation / Regulation, Surgical",eliminate medical out-of-pocket costs of cataract surgery vs. Standard/Usual Care- patients pay cataract surgery out-of-pocket costs,lowest income quintile,Not Stated,41 Years,Female,Full,Not Stated / None,Not Stated,3.00,4149,United States,2016,4474.06
32051,Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery,"Treatment costs remain a barrier for having timely cataract surgery in Vietnam, particularly for females and the poor, despite significant progress in achieving universal health coverage (UHC). This study evaluated the potential impact, on health and financial protection, of eliminating medical and non-medical out-of-pocket costs associated with cataract surgery. An extended cost-effectiveness analysis (ECEA) was conducted with a societal perspective. The ECEA modelled how many more disability-adjusted life years (DALYs) and cases of catastrophic health expenditure (CHE) and medical impoverishment could be averted across income quintiles and between males and females. Two programmes were evaluated: (1) eliminating medical out-of-pocket costs for small incision cataract surgery and (2) Programme A plus a voucher programme covering non-medical out-of-pocket costs. Compared with current, the incremental cost per year of Programme A was estimated to be $833 396 and $1 641 835 for Programme B, each representing <0.01% of total health care spending in 2016. Males and females in the richest income quintiles would avert more DALYs than those in the poorest quintiles. For both programmes, most cases of CHE would be averted by individuals in the poorest income quintile. Programme B would avert the most CHE cases overall and females would have a greater share of benefits. All cases of impoverishing medical expenditure would be averted by individuals in the poorest quintile (A: 115 cases and B: 493 cases) for both programmes. The cost to avert each case of CHE with Programme A ranged from $67 to $292 and $100 to $232 for Programme B. We found a pro-rich health distribution and a pro-poor CHE distribution associated with eliminating out-of-pocket costs of cataract surgery in Vietnam. A programme that addressed both medical and non-medical out-of-pocket costs could have the greatest impact on improving financial protection in this population, particularly among the poorest income quintiles and for females. This study supports the concordance between the objectives of UHC and gender equity.",2020-99-36315,32031615,Health Policy Plan,Beverley M Essue,2020,35 / 4,399-407,No,32031615,"Beverley M Essue; Stephen Jan; Huynh Tan Phuc; Sarity Dodson; Kirsten Armstrong; Tracey-Lea Laba; Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery, Health Policy Plan, 2020 May 1; 35(4):0268-1080; 399-407",DALY,Viet Nam,Not Stated,"Legislation / Regulation, Surgical",eliminate medical out-of-pocket costs of cataract surgery vs. Standard/Usual Care- patients pay cataract surgery out-of-pocket costs,Q2 income quintile,Not Stated,41 Years,Female,Full,Not Stated / None,Not Stated,3.00,3481,United States,2016,3753.73
32052,Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery,"Treatment costs remain a barrier for having timely cataract surgery in Vietnam, particularly for females and the poor, despite significant progress in achieving universal health coverage (UHC). This study evaluated the potential impact, on health and financial protection, of eliminating medical and non-medical out-of-pocket costs associated with cataract surgery. An extended cost-effectiveness analysis (ECEA) was conducted with a societal perspective. The ECEA modelled how many more disability-adjusted life years (DALYs) and cases of catastrophic health expenditure (CHE) and medical impoverishment could be averted across income quintiles and between males and females. Two programmes were evaluated: (1) eliminating medical out-of-pocket costs for small incision cataract surgery and (2) Programme A plus a voucher programme covering non-medical out-of-pocket costs. Compared with current, the incremental cost per year of Programme A was estimated to be $833 396 and $1 641 835 for Programme B, each representing <0.01% of total health care spending in 2016. Males and females in the richest income quintiles would avert more DALYs than those in the poorest quintiles. For both programmes, most cases of CHE would be averted by individuals in the poorest income quintile. Programme B would avert the most CHE cases overall and females would have a greater share of benefits. All cases of impoverishing medical expenditure would be averted by individuals in the poorest quintile (A: 115 cases and B: 493 cases) for both programmes. The cost to avert each case of CHE with Programme A ranged from $67 to $292 and $100 to $232 for Programme B. We found a pro-rich health distribution and a pro-poor CHE distribution associated with eliminating out-of-pocket costs of cataract surgery in Vietnam. A programme that addressed both medical and non-medical out-of-pocket costs could have the greatest impact on improving financial protection in this population, particularly among the poorest income quintiles and for females. This study supports the concordance between the objectives of UHC and gender equity.",2020-99-36315,32031615,Health Policy Plan,Beverley M Essue,2020,35 / 4,399-407,No,32031615,"Beverley M Essue; Stephen Jan; Huynh Tan Phuc; Sarity Dodson; Kirsten Armstrong; Tracey-Lea Laba; Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery, Health Policy Plan, 2020 May 1; 35(4):0268-1080; 399-407",DALY,Viet Nam,Not Stated,"Legislation / Regulation, Surgical",eliminate medical out-of-pocket costs of cataract surgery vs. Standard/Usual Care- patients pay cataract surgery out-of-pocket costs,Q3 income quintile,Not Stated,41 Years,Female,Full,Not Stated / None,Not Stated,3.00,3027,United States,2016,3264.16
32053,Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery,"Treatment costs remain a barrier for having timely cataract surgery in Vietnam, particularly for females and the poor, despite significant progress in achieving universal health coverage (UHC). This study evaluated the potential impact, on health and financial protection, of eliminating medical and non-medical out-of-pocket costs associated with cataract surgery. An extended cost-effectiveness analysis (ECEA) was conducted with a societal perspective. The ECEA modelled how many more disability-adjusted life years (DALYs) and cases of catastrophic health expenditure (CHE) and medical impoverishment could be averted across income quintiles and between males and females. Two programmes were evaluated: (1) eliminating medical out-of-pocket costs for small incision cataract surgery and (2) Programme A plus a voucher programme covering non-medical out-of-pocket costs. Compared with current, the incremental cost per year of Programme A was estimated to be $833 396 and $1 641 835 for Programme B, each representing <0.01% of total health care spending in 2016. Males and females in the richest income quintiles would avert more DALYs than those in the poorest quintiles. For both programmes, most cases of CHE would be averted by individuals in the poorest income quintile. Programme B would avert the most CHE cases overall and females would have a greater share of benefits. All cases of impoverishing medical expenditure would be averted by individuals in the poorest quintile (A: 115 cases and B: 493 cases) for both programmes. The cost to avert each case of CHE with Programme A ranged from $67 to $292 and $100 to $232 for Programme B. We found a pro-rich health distribution and a pro-poor CHE distribution associated with eliminating out-of-pocket costs of cataract surgery in Vietnam. A programme that addressed both medical and non-medical out-of-pocket costs could have the greatest impact on improving financial protection in this population, particularly among the poorest income quintiles and for females. This study supports the concordance between the objectives of UHC and gender equity.",2020-99-36315,32031615,Health Policy Plan,Beverley M Essue,2020,35 / 4,399-407,No,32031615,"Beverley M Essue; Stephen Jan; Huynh Tan Phuc; Sarity Dodson; Kirsten Armstrong; Tracey-Lea Laba; Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery, Health Policy Plan, 2020 May 1; 35(4):0268-1080; 399-407",DALY,Viet Nam,Not Stated,"Legislation / Regulation, Surgical",eliminate medical out-of-pocket costs of cataract surgery vs. Standard/Usual Care- patients pay cataract surgery out-of-pocket costs,Q4 income quintile,Not Stated,41 Years,Female,Full,Not Stated / None,Not Stated,3.00,2494,United States,2016,2689.4
32054,Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery,"Treatment costs remain a barrier for having timely cataract surgery in Vietnam, particularly for females and the poor, despite significant progress in achieving universal health coverage (UHC). This study evaluated the potential impact, on health and financial protection, of eliminating medical and non-medical out-of-pocket costs associated with cataract surgery. An extended cost-effectiveness analysis (ECEA) was conducted with a societal perspective. The ECEA modelled how many more disability-adjusted life years (DALYs) and cases of catastrophic health expenditure (CHE) and medical impoverishment could be averted across income quintiles and between males and females. Two programmes were evaluated: (1) eliminating medical out-of-pocket costs for small incision cataract surgery and (2) Programme A plus a voucher programme covering non-medical out-of-pocket costs. Compared with current, the incremental cost per year of Programme A was estimated to be $833 396 and $1 641 835 for Programme B, each representing <0.01% of total health care spending in 2016. Males and females in the richest income quintiles would avert more DALYs than those in the poorest quintiles. For both programmes, most cases of CHE would be averted by individuals in the poorest income quintile. Programme B would avert the most CHE cases overall and females would have a greater share of benefits. All cases of impoverishing medical expenditure would be averted by individuals in the poorest quintile (A: 115 cases and B: 493 cases) for both programmes. The cost to avert each case of CHE with Programme A ranged from $67 to $292 and $100 to $232 for Programme B. We found a pro-rich health distribution and a pro-poor CHE distribution associated with eliminating out-of-pocket costs of cataract surgery in Vietnam. A programme that addressed both medical and non-medical out-of-pocket costs could have the greatest impact on improving financial protection in this population, particularly among the poorest income quintiles and for females. This study supports the concordance between the objectives of UHC and gender equity.",2020-99-36315,32031615,Health Policy Plan,Beverley M Essue,2020,35 / 4,399-407,No,32031615,"Beverley M Essue; Stephen Jan; Huynh Tan Phuc; Sarity Dodson; Kirsten Armstrong; Tracey-Lea Laba; Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery, Health Policy Plan, 2020 May 1; 35(4):0268-1080; 399-407",DALY,Viet Nam,Not Stated,"Legislation / Regulation, Surgical",eliminate medical out-of-pocket costs of cataract surgery vs. Standard/Usual Care- patients pay cataract surgery out-of-pocket costs,highest income quintile,Not Stated,41 Years,Female,Full,Not Stated / None,Not Stated,3.00,3855,United States,2016,4157.03
32055,Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery,"Treatment costs remain a barrier for having timely cataract surgery in Vietnam, particularly for females and the poor, despite significant progress in achieving universal health coverage (UHC). This study evaluated the potential impact, on health and financial protection, of eliminating medical and non-medical out-of-pocket costs associated with cataract surgery. An extended cost-effectiveness analysis (ECEA) was conducted with a societal perspective. The ECEA modelled how many more disability-adjusted life years (DALYs) and cases of catastrophic health expenditure (CHE) and medical impoverishment could be averted across income quintiles and between males and females. Two programmes were evaluated: (1) eliminating medical out-of-pocket costs for small incision cataract surgery and (2) Programme A plus a voucher programme covering non-medical out-of-pocket costs. Compared with current, the incremental cost per year of Programme A was estimated to be $833 396 and $1 641 835 for Programme B, each representing <0.01% of total health care spending in 2016. Males and females in the richest income quintiles would avert more DALYs than those in the poorest quintiles. For both programmes, most cases of CHE would be averted by individuals in the poorest income quintile. Programme B would avert the most CHE cases overall and females would have a greater share of benefits. All cases of impoverishing medical expenditure would be averted by individuals in the poorest quintile (A: 115 cases and B: 493 cases) for both programmes. The cost to avert each case of CHE with Programme A ranged from $67 to $292 and $100 to $232 for Programme B. We found a pro-rich health distribution and a pro-poor CHE distribution associated with eliminating out-of-pocket costs of cataract surgery in Vietnam. A programme that addressed both medical and non-medical out-of-pocket costs could have the greatest impact on improving financial protection in this population, particularly among the poorest income quintiles and for females. This study supports the concordance between the objectives of UHC and gender equity.",2020-99-36315,32031615,Health Policy Plan,Beverley M Essue,2020,35 / 4,399-407,No,32031615,"Beverley M Essue; Stephen Jan; Huynh Tan Phuc; Sarity Dodson; Kirsten Armstrong; Tracey-Lea Laba; Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery, Health Policy Plan, 2020 May 1; 35(4):0268-1080; 399-407",DALY,Viet Nam,Not Stated,"Legislation / Regulation, Surgical",eliminate medical out-of-pocket costs of cataract surgery + voucher to cover non-medical costs vs. Standard/Usual Care- patients pay cataract surgery out-of-pocket medical and non-medical costs,lowest income quintile,Not Stated,41 Years,Male,Full,Not Stated / None,Not Stated,3.00,4909,United States,2016,5293.61
32056,Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery,"Treatment costs remain a barrier for having timely cataract surgery in Vietnam, particularly for females and the poor, despite significant progress in achieving universal health coverage (UHC). This study evaluated the potential impact, on health and financial protection, of eliminating medical and non-medical out-of-pocket costs associated with cataract surgery. An extended cost-effectiveness analysis (ECEA) was conducted with a societal perspective. The ECEA modelled how many more disability-adjusted life years (DALYs) and cases of catastrophic health expenditure (CHE) and medical impoverishment could be averted across income quintiles and between males and females. Two programmes were evaluated: (1) eliminating medical out-of-pocket costs for small incision cataract surgery and (2) Programme A plus a voucher programme covering non-medical out-of-pocket costs. Compared with current, the incremental cost per year of Programme A was estimated to be $833 396 and $1 641 835 for Programme B, each representing <0.01% of total health care spending in 2016. Males and females in the richest income quintiles would avert more DALYs than those in the poorest quintiles. For both programmes, most cases of CHE would be averted by individuals in the poorest income quintile. Programme B would avert the most CHE cases overall and females would have a greater share of benefits. All cases of impoverishing medical expenditure would be averted by individuals in the poorest quintile (A: 115 cases and B: 493 cases) for both programmes. The cost to avert each case of CHE with Programme A ranged from $67 to $292 and $100 to $232 for Programme B. We found a pro-rich health distribution and a pro-poor CHE distribution associated with eliminating out-of-pocket costs of cataract surgery in Vietnam. A programme that addressed both medical and non-medical out-of-pocket costs could have the greatest impact on improving financial protection in this population, particularly among the poorest income quintiles and for females. This study supports the concordance between the objectives of UHC and gender equity.",2020-99-36315,32031615,Health Policy Plan,Beverley M Essue,2020,35 / 4,399-407,No,32031615,"Beverley M Essue; Stephen Jan; Huynh Tan Phuc; Sarity Dodson; Kirsten Armstrong; Tracey-Lea Laba; Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery, Health Policy Plan, 2020 May 1; 35(4):0268-1080; 399-407",DALY,Viet Nam,Not Stated,"Legislation / Regulation, Surgical",eliminate medical out-of-pocket costs of cataract surgery + voucher to cover non-medical costs vs. Standard/Usual Care- patients pay cataract surgery out-of-pocket medical and non-medical costs,Q2 income quintile,Not Stated,41 Years,Male,Full,Not Stated / None,Not Stated,3.00,8444,United States,2016,9105.57
32057,Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery,"Treatment costs remain a barrier for having timely cataract surgery in Vietnam, particularly for females and the poor, despite significant progress in achieving universal health coverage (UHC). This study evaluated the potential impact, on health and financial protection, of eliminating medical and non-medical out-of-pocket costs associated with cataract surgery. An extended cost-effectiveness analysis (ECEA) was conducted with a societal perspective. The ECEA modelled how many more disability-adjusted life years (DALYs) and cases of catastrophic health expenditure (CHE) and medical impoverishment could be averted across income quintiles and between males and females. Two programmes were evaluated: (1) eliminating medical out-of-pocket costs for small incision cataract surgery and (2) Programme A plus a voucher programme covering non-medical out-of-pocket costs. Compared with current, the incremental cost per year of Programme A was estimated to be $833 396 and $1 641 835 for Programme B, each representing <0.01% of total health care spending in 2016. Males and females in the richest income quintiles would avert more DALYs than those in the poorest quintiles. For both programmes, most cases of CHE would be averted by individuals in the poorest income quintile. Programme B would avert the most CHE cases overall and females would have a greater share of benefits. All cases of impoverishing medical expenditure would be averted by individuals in the poorest quintile (A: 115 cases and B: 493 cases) for both programmes. The cost to avert each case of CHE with Programme A ranged from $67 to $292 and $100 to $232 for Programme B. We found a pro-rich health distribution and a pro-poor CHE distribution associated with eliminating out-of-pocket costs of cataract surgery in Vietnam. A programme that addressed both medical and non-medical out-of-pocket costs could have the greatest impact on improving financial protection in this population, particularly among the poorest income quintiles and for females. This study supports the concordance between the objectives of UHC and gender equity.",2020-99-36315,32031615,Health Policy Plan,Beverley M Essue,2020,35 / 4,399-407,No,32031615,"Beverley M Essue; Stephen Jan; Huynh Tan Phuc; Sarity Dodson; Kirsten Armstrong; Tracey-Lea Laba; Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery, Health Policy Plan, 2020 May 1; 35(4):0268-1080; 399-407",DALY,Viet Nam,Not Stated,"Legislation / Regulation, Surgical",eliminate medical out-of-pocket costs of cataract surgery + voucher to cover non-medical costs vs. Standard/Usual Care- patients pay cataract surgery out-of-pocket medical and non-medical costs,Q3 income quintile,Not Stated,41 Years,Male,Full,Not Stated / None,Not Stated,3.00,5778,United States,2016,6230.69
32058,Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery,"Treatment costs remain a barrier for having timely cataract surgery in Vietnam, particularly for females and the poor, despite significant progress in achieving universal health coverage (UHC). This study evaluated the potential impact, on health and financial protection, of eliminating medical and non-medical out-of-pocket costs associated with cataract surgery. An extended cost-effectiveness analysis (ECEA) was conducted with a societal perspective. The ECEA modelled how many more disability-adjusted life years (DALYs) and cases of catastrophic health expenditure (CHE) and medical impoverishment could be averted across income quintiles and between males and females. Two programmes were evaluated: (1) eliminating medical out-of-pocket costs for small incision cataract surgery and (2) Programme A plus a voucher programme covering non-medical out-of-pocket costs. Compared with current, the incremental cost per year of Programme A was estimated to be $833 396 and $1 641 835 for Programme B, each representing <0.01% of total health care spending in 2016. Males and females in the richest income quintiles would avert more DALYs than those in the poorest quintiles. For both programmes, most cases of CHE would be averted by individuals in the poorest income quintile. Programme B would avert the most CHE cases overall and females would have a greater share of benefits. All cases of impoverishing medical expenditure would be averted by individuals in the poorest quintile (A: 115 cases and B: 493 cases) for both programmes. The cost to avert each case of CHE with Programme A ranged from $67 to $292 and $100 to $232 for Programme B. We found a pro-rich health distribution and a pro-poor CHE distribution associated with eliminating out-of-pocket costs of cataract surgery in Vietnam. A programme that addressed both medical and non-medical out-of-pocket costs could have the greatest impact on improving financial protection in this population, particularly among the poorest income quintiles and for females. This study supports the concordance between the objectives of UHC and gender equity.",2020-99-36315,32031615,Health Policy Plan,Beverley M Essue,2020,35 / 4,399-407,No,32031615,"Beverley M Essue; Stephen Jan; Huynh Tan Phuc; Sarity Dodson; Kirsten Armstrong; Tracey-Lea Laba; Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery, Health Policy Plan, 2020 May 1; 35(4):0268-1080; 399-407",DALY,Viet Nam,Not Stated,"Legislation / Regulation, Surgical",eliminate medical out-of-pocket costs of cataract surgery + voucher to cover non-medical costs vs. Standard/Usual Care- patients pay cataract surgery out-of-pocket medical and non-medical costs,Q4 income quintile,Not Stated,41 Years,Male,Full,Not Stated / None,Not Stated,3.00,3479,United States,2016,3751.57
32059,Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery,"Treatment costs remain a barrier for having timely cataract surgery in Vietnam, particularly for females and the poor, despite significant progress in achieving universal health coverage (UHC). This study evaluated the potential impact, on health and financial protection, of eliminating medical and non-medical out-of-pocket costs associated with cataract surgery. An extended cost-effectiveness analysis (ECEA) was conducted with a societal perspective. The ECEA modelled how many more disability-adjusted life years (DALYs) and cases of catastrophic health expenditure (CHE) and medical impoverishment could be averted across income quintiles and between males and females. Two programmes were evaluated: (1) eliminating medical out-of-pocket costs for small incision cataract surgery and (2) Programme A plus a voucher programme covering non-medical out-of-pocket costs. Compared with current, the incremental cost per year of Programme A was estimated to be $833 396 and $1 641 835 for Programme B, each representing <0.01% of total health care spending in 2016. Males and females in the richest income quintiles would avert more DALYs than those in the poorest quintiles. For both programmes, most cases of CHE would be averted by individuals in the poorest income quintile. Programme B would avert the most CHE cases overall and females would have a greater share of benefits. All cases of impoverishing medical expenditure would be averted by individuals in the poorest quintile (A: 115 cases and B: 493 cases) for both programmes. The cost to avert each case of CHE with Programme A ranged from $67 to $292 and $100 to $232 for Programme B. We found a pro-rich health distribution and a pro-poor CHE distribution associated with eliminating out-of-pocket costs of cataract surgery in Vietnam. A programme that addressed both medical and non-medical out-of-pocket costs could have the greatest impact on improving financial protection in this population, particularly among the poorest income quintiles and for females. This study supports the concordance between the objectives of UHC and gender equity.",2020-99-36315,32031615,Health Policy Plan,Beverley M Essue,2020,35 / 4,399-407,No,32031615,"Beverley M Essue; Stephen Jan; Huynh Tan Phuc; Sarity Dodson; Kirsten Armstrong; Tracey-Lea Laba; Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery, Health Policy Plan, 2020 May 1; 35(4):0268-1080; 399-407",DALY,Viet Nam,Not Stated,Legislation / Regulation,eliminate medical out-of-pocket costs of cataract surgery + voucher to cover non-medical costs vs. Standard/Usual Care- patients pay cataract surgery out-of-pocket medical and non-medical costs,"visually impaired, Q5 income quintile",Not Stated,41 Years,Male,Full,Not Stated / None,Not Stated,3.00,6130,United States,2016,6610.27
32060,Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery,"Treatment costs remain a barrier for having timely cataract surgery in Vietnam, particularly for females and the poor, despite significant progress in achieving universal health coverage (UHC). This study evaluated the potential impact, on health and financial protection, of eliminating medical and non-medical out-of-pocket costs associated with cataract surgery. An extended cost-effectiveness analysis (ECEA) was conducted with a societal perspective. The ECEA modelled how many more disability-adjusted life years (DALYs) and cases of catastrophic health expenditure (CHE) and medical impoverishment could be averted across income quintiles and between males and females. Two programmes were evaluated: (1) eliminating medical out-of-pocket costs for small incision cataract surgery and (2) Programme A plus a voucher programme covering non-medical out-of-pocket costs. Compared with current, the incremental cost per year of Programme A was estimated to be $833 396 and $1 641 835 for Programme B, each representing <0.01% of total health care spending in 2016. Males and females in the richest income quintiles would avert more DALYs than those in the poorest quintiles. For both programmes, most cases of CHE would be averted by individuals in the poorest income quintile. Programme B would avert the most CHE cases overall and females would have a greater share of benefits. All cases of impoverishing medical expenditure would be averted by individuals in the poorest quintile (A: 115 cases and B: 493 cases) for both programmes. The cost to avert each case of CHE with Programme A ranged from $67 to $292 and $100 to $232 for Programme B. We found a pro-rich health distribution and a pro-poor CHE distribution associated with eliminating out-of-pocket costs of cataract surgery in Vietnam. A programme that addressed both medical and non-medical out-of-pocket costs could have the greatest impact on improving financial protection in this population, particularly among the poorest income quintiles and for females. This study supports the concordance between the objectives of UHC and gender equity.",2020-99-36315,32031615,Health Policy Plan,Beverley M Essue,2020,35 / 4,399-407,No,32031615,"Beverley M Essue; Stephen Jan; Huynh Tan Phuc; Sarity Dodson; Kirsten Armstrong; Tracey-Lea Laba; Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery, Health Policy Plan, 2020 May 1; 35(4):0268-1080; 399-407",DALY,Viet Nam,Not Stated,"Legislation / Regulation, Surgical",eliminate medical out-of-pocket costs of cataract surgery + voucher to cover non-medical costs vs. Standard/Usual Care- patients pay cataract surgery out-of-pocket medical and non-medical costs,lowest income quintile,Not Stated,41 Years,Female,Full,Not Stated / None,Not Stated,3.00,7396,United States,2016,7975.46
32061,Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery,"Treatment costs remain a barrier for having timely cataract surgery in Vietnam, particularly for females and the poor, despite significant progress in achieving universal health coverage (UHC). This study evaluated the potential impact, on health and financial protection, of eliminating medical and non-medical out-of-pocket costs associated with cataract surgery. An extended cost-effectiveness analysis (ECEA) was conducted with a societal perspective. The ECEA modelled how many more disability-adjusted life years (DALYs) and cases of catastrophic health expenditure (CHE) and medical impoverishment could be averted across income quintiles and between males and females. Two programmes were evaluated: (1) eliminating medical out-of-pocket costs for small incision cataract surgery and (2) Programme A plus a voucher programme covering non-medical out-of-pocket costs. Compared with current, the incremental cost per year of Programme A was estimated to be $833 396 and $1 641 835 for Programme B, each representing <0.01% of total health care spending in 2016. Males and females in the richest income quintiles would avert more DALYs than those in the poorest quintiles. For both programmes, most cases of CHE would be averted by individuals in the poorest income quintile. Programme B would avert the most CHE cases overall and females would have a greater share of benefits. All cases of impoverishing medical expenditure would be averted by individuals in the poorest quintile (A: 115 cases and B: 493 cases) for both programmes. The cost to avert each case of CHE with Programme A ranged from $67 to $292 and $100 to $232 for Programme B. We found a pro-rich health distribution and a pro-poor CHE distribution associated with eliminating out-of-pocket costs of cataract surgery in Vietnam. A programme that addressed both medical and non-medical out-of-pocket costs could have the greatest impact on improving financial protection in this population, particularly among the poorest income quintiles and for females. This study supports the concordance between the objectives of UHC and gender equity.",2020-99-36315,32031615,Health Policy Plan,Beverley M Essue,2020,35 / 4,399-407,No,32031615,"Beverley M Essue; Stephen Jan; Huynh Tan Phuc; Sarity Dodson; Kirsten Armstrong; Tracey-Lea Laba; Who benefits most from extending financial protection for cataract surgery in Vietnam? An extended cost-effectiveness analysis of small incision surgery, Health Policy Plan, 2020 May 1; 35(4):0268-1080; 399-407",DALY,Viet Nam,Not Stated,"Legislation / Regulation, Surgical",eliminate medical out-of-pocket costs of cataract surgery + voucher to cover non-medical costs vs. Standard/Usual Care- patients pay cataract surgery out-of-pocket medical and non-medical costs,Q2 income quintile,Not Stated,41 Years,Female,Full,Not Stated / None,Not Stated,3.00,6944,United States,2016,7488.05
