index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
19355,Cost-effectiveness analysis of iStent trabecular micro-bypass stent for patients with open-angle glaucoma in Colombia,"OBJECTIVE: To estimate the cost-effectiveness of trabecular micro bypass stent vs laser trabeculoplasty or medications only, for patients with open-angle glaucoma in a setting of the Colombian System Health. METHODS: This is a cost-effectiveness analysis that based its assumptions in external data sources, used to extrapolate the quality-of-life related to health, survival, and costs. A Markov model, with stages from 0 (ocular hypertension without glaucoma) to 5 and bilateral blindness, was developed inclusive of Colombians older than 40 years in 2018, from a societal perspective, comparing trabecular micro-bypass stents vs laser trabeculoplasty, timolol + dorzolamide + brimonidine, timolol + dorzolamide + latanoprost, or timolol + dorzolamide + brimatoprost, in terms of clinical and economic outcomes over a lifetime horizon. Both costs and health outcomes had an annual rate discount of 5%. Health outcomes were evaluated in terms of QALYs related with loss of visual acuity. Trabecular micro-bypass costs include the joint use of timolol, and the costs of laser trabeculoplasty include the combined use of timolol + dorzolamide. RESULTS: Trabecular micro-bypass stents were estimated to have 127,971 more discounted QALYs vs laser trabeculoplasty; 405,982 vs timolol + dorzolamide + brimonidine; and 378,287 vs timolol + dorzolamide + latanoprost or timolol + dorzolamide + brimatoprost. Cumulative costs with trabecular micro-bypass stents at 40 years was $13,252,318 lower than laser trabeculoplasty; $6,403,534, lower than timolol + dorzolamide + brimonidine; $22,311,064, lower than timolol + dorzolamide + latanoprost; and $29,156,113 lower than timolol + dorzolamide + brimatoprost. CONCLUSIONS: The trabecular micro-bypass stent is a highly cost-saving strategy due to more QALYs related to a lower rate of the population with loss of visual acuity in the long-term, and because the costs associated with additional medications and complications are lower with trabecular micro-bypass stents.",2018-01-26663,30049226,Curr Med Res Opin,Jaime E Ordonez,2018,/,1-12,No,30049226,"Jaime E Ordonez; Angelica Ordonez; Urpy M Osorio; Cost-effectiveness analysis of iStent trabecular micro-bypass stent for patients with open-angle glaucoma in Colombia, Curr Med Res Opin, 2018 Jan 25; ():0300-7995; 1-12",QALY,Colombia,Not Stated,"Medical Device, Medical Procedure, Pharmaceutical",Micro-bypass trabecular stent plus Timolol vs. Travoprost plus Timolol plus Dorzolamide,Not Stated,Not Stated,40 Years,"Female, Male",Full,Lifetime,5.00,5.00,-90.19,United States,2016,-97.25
19356,Cost-effectiveness analysis of ribotype-guided fecal microbiota transplantation in Chinese patients with severe Clostridium difficile infection,"BACKGROUND: Clostridium difficile infection (CDI) caused by ribotype 002 strain is associated with poor outcomes in Chinese patients. Fecal microbiota transplantation (FMT) is an effective but costly treatment for CDI. We aimed to examine potential cost-effectiveness of ribotype-guided FMT in Chinese patients with severe CDI. METHODS: A decision-analytic model was designed to simulate outcomes of ribotype 002-guided FMT versus vancomycin treatment in Chinese patients with severe CDI in the hospital setting. Outcome measures included mortality rate; direct medical cost; and quality-adjusted life year (QALY) loss for CDI. Sensitivity analysis was performed to examine robustness of base-case results. RESULTS: Comparing to vancomycin treatment, ribotype-guided FMT group reduced mortality (11.6% versus 17.1%), cost (USD8,807 versus USD9,790), and saved 0.472 QALYs in base-case analysis. One-way sensitivity analysis found the ribotype-guided FMT group to remain cost-effective when patient acceptance rate of FMT was >0.6% and ribotype 002 prevalence was >0.07%. In probabilistic sensitivity analysis, ribotype-guided FMT gained higher QALYs at 100% of simulations with mean QALY gain of 0.405 QALYs (95%CI: 0.400-0.410; p<0.001). The ribotype-guided group was less costly in 97.9% of time, and mean cost-saving was USA679 (95%CI: 670-688; p<0.001). CONCLUSIONS: In the present model, ribotype-guided FMT appears to be a potential option to save QALYs and cost when comparing with vancomycin. The cost-effectiveness of ribotype-guided FMT is subject to the patient acceptance to FMT and prevalence of ribotype 002.",2018-01-26664,30048534,PLoS One,Minghuan Jiang,2018,13 / 7,e0201539,No,30048534,"Minghuan Jiang; Nok-Hang Leung; Margaret Ip; Joyce H S You; Cost-effectiveness analysis of ribotype-guided fecal microbiota transplantation in Chinese patients with severe Clostridium difficile infection, PLoS One , 2018; 13(7):1932-6203; e0201539",QALY,China,Not Stated,Medical Procedure,Ribotype-guided fecal microbiota transplantation vs. Standard/Usual Care- Vancomycin 125mg four times per day by mouth,Not Stated,72 Years,72 Years,"Female, Male",Full,1 Month,Not Stated,Not Stated,-2082.63,United States,2018,-2146.53
19357,Cost-effectiveness of pharmaceutical care on patients undergoing maintenance hemodialysis - a multicenter randomized controlled study,"OBJECTIVES: The aim of the study is to assess the cost-effectiveness of pharmaceutical care versus usual care on the treatment costs in patients undergoing maintenance hemodialysis (HD) in the outpatient HD centers of academic, government, and corporate hospitals. METHODS: An open-labeled randomized controlled study was registered under clinical trial registry of India (Ref. no. CTRI/2014/004900). The study was conducted for a period of 12-month follow-up in patients undergoing maintenance HD. The patients were randomized into Usual Care (UC) group and Pharmaceutical Care (PC) group by the block design method. The UC group received the usual care provided by the hospital staff like physicians, nurses, and technicians whereas, the PC group received the usual care along with the pharmaceutical care delivered by a qualified registered pharmacist. The patient perspective ''out-of-pocket expenditures'' was considered for calculating the annual cost incurred for the treatment of HD patients. RESULTS: Out of 153 patients, academic hospital (n = 83), government hospital (n = 18), and corporate hospital (n = 52). The incremental cost-effectiveness ratio for academic, government, and corporate hospitals HD patients of PC group compared with UC group were 86,230 Indian Rupee (INR)/Quality-adjusted life year (QALY), 231,016.66 INR/QALY, and 87,430 INR/QALY, respectively. Our study results revealed that PC group was costlier and more effective compared to the UC group. CONCLUSIONS: It depends upon the policymakers and regulators to take the decision, if they believe that the extra cost is worth the extra QALY.",2018-01-26666,30047816,Postgrad Med,Uday Venkat Mateti,2018,/,1-6,No,30047816,"Uday Venkat Mateti; Anantha Naik Nagappa; Ravindra Prabhu Attur; Shankar Prasad Nagaraju; Dharshan Rangaswamy; Cost-effectiveness of pharmaceutical care on patients undergoing maintenance hemodialysis - a multicenter randomized controlled study, Postgrad Med, 2018 Aug 2; ():1941-9260; 1-6",QALY,India,Not Stated,"Health Education or Behavior, Pharmaceutical",Pharmaceutical care group: pharmaceutical education designed by trained pharmacist vs. Standard/Usual Care- Usual care for hemodialysis patients,Academic hospital patients,Not Stated,19 Years,"Female, Male",Full,1 Year,Not Stated,Not Stated,86230,India,2016,1382.7
19358,Cost-effectiveness of pharmaceutical care on patients undergoing maintenance hemodialysis - a multicenter randomized controlled study,"OBJECTIVES: The aim of the study is to assess the cost-effectiveness of pharmaceutical care versus usual care on the treatment costs in patients undergoing maintenance hemodialysis (HD) in the outpatient HD centers of academic, government, and corporate hospitals. METHODS: An open-labeled randomized controlled study was registered under clinical trial registry of India (Ref. no. CTRI/2014/004900). The study was conducted for a period of 12-month follow-up in patients undergoing maintenance HD. The patients were randomized into Usual Care (UC) group and Pharmaceutical Care (PC) group by the block design method. The UC group received the usual care provided by the hospital staff like physicians, nurses, and technicians whereas, the PC group received the usual care along with the pharmaceutical care delivered by a qualified registered pharmacist. The patient perspective ''out-of-pocket expenditures'' was considered for calculating the annual cost incurred for the treatment of HD patients. RESULTS: Out of 153 patients, academic hospital (n = 83), government hospital (n = 18), and corporate hospital (n = 52). The incremental cost-effectiveness ratio for academic, government, and corporate hospitals HD patients of PC group compared with UC group were 86,230 Indian Rupee (INR)/Quality-adjusted life year (QALY), 231,016.66 INR/QALY, and 87,430 INR/QALY, respectively. Our study results revealed that PC group was costlier and more effective compared to the UC group. CONCLUSIONS: It depends upon the policymakers and regulators to take the decision, if they believe that the extra cost is worth the extra QALY.",2018-01-26666,30047816,Postgrad Med,Uday Venkat Mateti,2018,/,1-6,No,30047816,"Uday Venkat Mateti; Anantha Naik Nagappa; Ravindra Prabhu Attur; Shankar Prasad Nagaraju; Dharshan Rangaswamy; Cost-effectiveness of pharmaceutical care on patients undergoing maintenance hemodialysis - a multicenter randomized controlled study, Postgrad Med, 2018 Aug 2; ():1941-9260; 1-6",QALY,India,Not Stated,"Health Education or Behavior, Pharmaceutical",Pharmaceutical care group: pharmaceutical education designed by trained pharmacist vs. Standard/Usual Care- Usual care for hemodialysis patients,Government hospital patients,Not Stated,19 Years,"Female, Male",Full,1 Year,Not Stated,Not Stated,231017,India,2016,3704.36
19359,Cost-effectiveness of pharmaceutical care on patients undergoing maintenance hemodialysis - a multicenter randomized controlled study,"OBJECTIVES: The aim of the study is to assess the cost-effectiveness of pharmaceutical care versus usual care on the treatment costs in patients undergoing maintenance hemodialysis (HD) in the outpatient HD centers of academic, government, and corporate hospitals. METHODS: An open-labeled randomized controlled study was registered under clinical trial registry of India (Ref. no. CTRI/2014/004900). The study was conducted for a period of 12-month follow-up in patients undergoing maintenance HD. The patients were randomized into Usual Care (UC) group and Pharmaceutical Care (PC) group by the block design method. The UC group received the usual care provided by the hospital staff like physicians, nurses, and technicians whereas, the PC group received the usual care along with the pharmaceutical care delivered by a qualified registered pharmacist. The patient perspective ''out-of-pocket expenditures'' was considered for calculating the annual cost incurred for the treatment of HD patients. RESULTS: Out of 153 patients, academic hospital (n = 83), government hospital (n = 18), and corporate hospital (n = 52). The incremental cost-effectiveness ratio for academic, government, and corporate hospitals HD patients of PC group compared with UC group were 86,230 Indian Rupee (INR)/Quality-adjusted life year (QALY), 231,016.66 INR/QALY, and 87,430 INR/QALY, respectively. Our study results revealed that PC group was costlier and more effective compared to the UC group. CONCLUSIONS: It depends upon the policymakers and regulators to take the decision, if they believe that the extra cost is worth the extra QALY.",2018-01-26666,30047816,Postgrad Med,Uday Venkat Mateti,2018,/,1-6,No,30047816,"Uday Venkat Mateti; Anantha Naik Nagappa; Ravindra Prabhu Attur; Shankar Prasad Nagaraju; Dharshan Rangaswamy; Cost-effectiveness of pharmaceutical care on patients undergoing maintenance hemodialysis - a multicenter randomized controlled study, Postgrad Med, 2018 Aug 2; ():1941-9260; 1-6",QALY,India,Not Stated,"Health Education or Behavior, Pharmaceutical",Pharmaceutical care group: pharmaceutical education designed by trained pharmacist vs. Standard/Usual Care- Usual care for hemodialysis patients,Corporate hospital patients,Not Stated,19 Years,"Female, Male",Full,1 Year,Not Stated,Not Stated,87430,India,2016,1401.94
19360,Estimating the cost-effectiveness of an infant 13-valent pneumococcal conjugate vaccine national immunization program in China,"BACKGROUND: The burden of pneumococcal disease in China is high, and a 13-valent pneumococcal conjugate vaccine (PCV13) recently received regulatory approval and is available to Chinese infants. PCV13 protects against the most prevalent serotypes causing invasive pneumococcal disease (IPD) in China, but will not provide full societal benefits until made broadly available through a national immunization program (NIP). OBJECTIVE: To estimate clinical and economic benefits of introducing PCV13 into a NIP in China using local cost estimates and accounting for variability in vaccine uptake and indirect (herd protection) effects. METHODS: We developed a population model to estimate the effect of PCV13 introduction in China. Modeled health states included meningitis, bacteremia, pneumonia (PNE), acute otitis media, death and sequelae, and no disease. Direct healthcare costs and disease incidence data for IPD and PNE were derived from the China Health Insurance and Research Association database; all other parameters were derived from published literature. We estimated total disease cases and associated costs, quality-adjusted life years (QALYs), and deaths for three scenarios from a Chinese Payer Perspective: (1) direct effects only, (2) direct+indirect effects for IPD only, and (3) direct+indirect effects for IPD and inpatient PNE. RESULTS: Scenario (1) resulted in 370.3 thousand QALYs gained and 12.8 thousand deaths avoided versus no vaccination. In scenarios (2) and (3), the PCV13 NIP gained 383.2 thousand and 3,580 thousand QALYs, and avoided 13.1 thousand and 147.5 thousand deaths versus no vaccination, respectively. In all three scenarios, the vaccination cost was offset by cost reductions from prevented disease yielding net costs of yen29,362.32 million, yen29,334.29 million, and yen13,524.72 million, respectively. All resulting incremental cost-effectiveness ratios fell below a 2x China GDP cost-effectiveness threshold across a range of potential vaccine prices. DISCUSSION: Initiation of a PCV13 NIP in China incurs large upfront costs but is good value for money, and is likely to prevent substantial cases of disease among children and non-vaccinated individuals.",2018-01-26676,30044865,PLoS One,Kunling Shen,2018,13 / 7,e0201245,No,30044865,"Kunling Shen; Matthew Wasserman; Dongdong Liu; Yong-Hong Yang; Junfeng Yang; Greg F Guzauskas; Bruce C M Wang; Betsy Hilton; Raymond Farkouh; Estimating the cost-effectiveness of an infant 13-valent pneumococcal conjugate vaccine national immunization program in China, PLoS One , 2018; 13(7):1932-6203; e0201245",QALY,China,Not Stated,Immunization,13-valent pneumococcal conjugate vaccine immunization program (including direct effects only) vs. None,Not Stated,Not Stated,19 Years,"Female, Male",Full,Lifetime,3.00,3.00,79304,China,2016,12879.07
19361,Estimating the cost-effectiveness of an infant 13-valent pneumococcal conjugate vaccine national immunization program in China,"BACKGROUND: The burden of pneumococcal disease in China is high, and a 13-valent pneumococcal conjugate vaccine (PCV13) recently received regulatory approval and is available to Chinese infants. PCV13 protects against the most prevalent serotypes causing invasive pneumococcal disease (IPD) in China, but will not provide full societal benefits until made broadly available through a national immunization program (NIP). OBJECTIVE: To estimate clinical and economic benefits of introducing PCV13 into a NIP in China using local cost estimates and accounting for variability in vaccine uptake and indirect (herd protection) effects. METHODS: We developed a population model to estimate the effect of PCV13 introduction in China. Modeled health states included meningitis, bacteremia, pneumonia (PNE), acute otitis media, death and sequelae, and no disease. Direct healthcare costs and disease incidence data for IPD and PNE were derived from the China Health Insurance and Research Association database; all other parameters were derived from published literature. We estimated total disease cases and associated costs, quality-adjusted life years (QALYs), and deaths for three scenarios from a Chinese Payer Perspective: (1) direct effects only, (2) direct+indirect effects for IPD only, and (3) direct+indirect effects for IPD and inpatient PNE. RESULTS: Scenario (1) resulted in 370.3 thousand QALYs gained and 12.8 thousand deaths avoided versus no vaccination. In scenarios (2) and (3), the PCV13 NIP gained 383.2 thousand and 3,580 thousand QALYs, and avoided 13.1 thousand and 147.5 thousand deaths versus no vaccination, respectively. In all three scenarios, the vaccination cost was offset by cost reductions from prevented disease yielding net costs of yen29,362.32 million, yen29,334.29 million, and yen13,524.72 million, respectively. All resulting incremental cost-effectiveness ratios fell below a 2x China GDP cost-effectiveness threshold across a range of potential vaccine prices. DISCUSSION: Initiation of a PCV13 NIP in China incurs large upfront costs but is good value for money, and is likely to prevent substantial cases of disease among children and non-vaccinated individuals.",2018-01-26676,30044865,PLoS One,Kunling Shen,2018,13 / 7,e0201245,No,30044865,"Kunling Shen; Matthew Wasserman; Dongdong Liu; Yong-Hong Yang; Junfeng Yang; Greg F Guzauskas; Bruce C M Wang; Betsy Hilton; Raymond Farkouh; Estimating the cost-effectiveness of an infant 13-valent pneumococcal conjugate vaccine national immunization program in China, PLoS One , 2018; 13(7):1932-6203; e0201245",QALY,China,Not Stated,Immunization,13-valent pneumococcal conjugate vaccine immunization program (includes direct and indirect effects) vs. None,Not Stated,Not Stated,19 Years,"Female, Male",Full,Lifetime,3.00,3.00,76551,China,2016,12431.98
19362,Estimating the cost-effectiveness of an infant 13-valent pneumococcal conjugate vaccine national immunization program in China,"BACKGROUND: The burden of pneumococcal disease in China is high, and a 13-valent pneumococcal conjugate vaccine (PCV13) recently received regulatory approval and is available to Chinese infants. PCV13 protects against the most prevalent serotypes causing invasive pneumococcal disease (IPD) in China, but will not provide full societal benefits until made broadly available through a national immunization program (NIP). OBJECTIVE: To estimate clinical and economic benefits of introducing PCV13 into a NIP in China using local cost estimates and accounting for variability in vaccine uptake and indirect (herd protection) effects. METHODS: We developed a population model to estimate the effect of PCV13 introduction in China. Modeled health states included meningitis, bacteremia, pneumonia (PNE), acute otitis media, death and sequelae, and no disease. Direct healthcare costs and disease incidence data for IPD and PNE were derived from the China Health Insurance and Research Association database; all other parameters were derived from published literature. We estimated total disease cases and associated costs, quality-adjusted life years (QALYs), and deaths for three scenarios from a Chinese Payer Perspective: (1) direct effects only, (2) direct+indirect effects for IPD only, and (3) direct+indirect effects for IPD and inpatient PNE. RESULTS: Scenario (1) resulted in 370.3 thousand QALYs gained and 12.8 thousand deaths avoided versus no vaccination. In scenarios (2) and (3), the PCV13 NIP gained 383.2 thousand and 3,580 thousand QALYs, and avoided 13.1 thousand and 147.5 thousand deaths versus no vaccination, respectively. In all three scenarios, the vaccination cost was offset by cost reductions from prevented disease yielding net costs of yen29,362.32 million, yen29,334.29 million, and yen13,524.72 million, respectively. All resulting incremental cost-effectiveness ratios fell below a 2x China GDP cost-effectiveness threshold across a range of potential vaccine prices. DISCUSSION: Initiation of a PCV13 NIP in China incurs large upfront costs but is good value for money, and is likely to prevent substantial cases of disease among children and non-vaccinated individuals.",2018-01-26676,30044865,PLoS One,Kunling Shen,2018,13 / 7,e0201245,No,30044865,"Kunling Shen; Matthew Wasserman; Dongdong Liu; Yong-Hong Yang; Junfeng Yang; Greg F Guzauskas; Bruce C M Wang; Betsy Hilton; Raymond Farkouh; Estimating the cost-effectiveness of an infant 13-valent pneumococcal conjugate vaccine national immunization program in China, PLoS One , 2018; 13(7):1932-6203; e0201245",QALY,China,Not Stated,Immunization,13-valent pneumococcal conjugate vaccine immunization program (includes direct and indirect effects) vs. None,Not Stated,Not Stated,19 Years,"Female, Male",Full,Lifetime,3.00,3.00,3777,China,2016,613.39
19363,Cost-effectiveness analysis of pertussis vaccination during pregnancy in Japan,"BACKGROUND: Both re-emergence of pertussis outbreak among adolescents/adults and recent approval of the extended use of DTaP vaccine for boosting adolescents/adults against pertussis in Japan, have raised the possibility of using aP-containing vaccine in pregnant women to protect neonates and unvaccinated infants. There is a need, therefore, to evaluate the value for money of such possibility. METHODS: We evaluated the cost-effectiveness of conducting antepartum maternal vaccination (AMV) strategy in Japan. Considering the duration of vaccine effectiveness for infant (single year) and for mother (multiple years), the decision tree model and Markov model was adapted for infant and mother, respectively. Incremental cost-effectiveness ratio (ICER) compared with current no AMV strategy from societal perspective were calculated. The transition probabilities, utility weights to estimate quality-adjusted life year (QALY), and disease treatment costs were either calculated or extracted from literature. Costs per vaccination was assumed at yen6000/US$54.5. Markov model for mothers with one-year cycle runs up to year four after vaccination, based on the waning of vaccine effectiveness. Infant who survived from pertussis was assumed to live until to his/her life expectancy. RESULTS: AMV strategy reduces disease treatment costs, while the reduction cannot offset the vaccination cost. Incremental QALYs were at 0.0002802, among them 79.5% were from infants, and others from mothers. ICER was yen9,149,317/US$83,176 per QALY gained. One-way sensitivity analyses identified that the incidence rate and costs per shot were the two main key variables to impact the ICER. CONCLUSION: We found that vaccinating pregnant women with aP-containing vaccine to prevent neonatal and unvaccinated infants from pertussis-associated disease in Japan can be cost-effective from societal perspective, under the WHO-suggested ""cost-effective"" criteria (1 to 3 times of GDP). Pertussis is expected be designated as a notifiable disease in 2018, re-analysis should be conducted when straightforward incidence data is available.",2018-01-26684,30041878,Vaccine,Shu-Ling Hoshi,2018,36 / 34,5133-5140,Yes,30041878,"Shu-Ling Hoshi; Xerxes Seposo; Ichiro Okubo; Masahide Kondo; Cost-effectiveness analysis of pertussis vaccination during pregnancy in Japan, Vaccine, 2018 Aug 16; 36(34):1873-2518; 5133-5140",QALY,Japan,Not Stated,Immunization,Antepartum maternal pertussis vaccination vs. None,Mothers and infants,Not Stated,19 Years,"Female, Male",Full,"4 Years, 4 years",3.00,3.00,83175.6,United States,2017,87821.31
19364,Cost-effectiveness analysis of pertussis vaccination during pregnancy in Japan,"BACKGROUND: Both re-emergence of pertussis outbreak among adolescents/adults and recent approval of the extended use of DTaP vaccine for boosting adolescents/adults against pertussis in Japan, have raised the possibility of using aP-containing vaccine in pregnant women to protect neonates and unvaccinated infants. There is a need, therefore, to evaluate the value for money of such possibility. METHODS: We evaluated the cost-effectiveness of conducting antepartum maternal vaccination (AMV) strategy in Japan. Considering the duration of vaccine effectiveness for infant (single year) and for mother (multiple years), the decision tree model and Markov model was adapted for infant and mother, respectively. Incremental cost-effectiveness ratio (ICER) compared with current no AMV strategy from societal perspective were calculated. The transition probabilities, utility weights to estimate quality-adjusted life year (QALY), and disease treatment costs were either calculated or extracted from literature. Costs per vaccination was assumed at yen6000/US$54.5. Markov model for mothers with one-year cycle runs up to year four after vaccination, based on the waning of vaccine effectiveness. Infant who survived from pertussis was assumed to live until to his/her life expectancy. RESULTS: AMV strategy reduces disease treatment costs, while the reduction cannot offset the vaccination cost. Incremental QALYs were at 0.0002802, among them 79.5% were from infants, and others from mothers. ICER was yen9,149,317/US$83,176 per QALY gained. One-way sensitivity analyses identified that the incidence rate and costs per shot were the two main key variables to impact the ICER. CONCLUSION: We found that vaccinating pregnant women with aP-containing vaccine to prevent neonatal and unvaccinated infants from pertussis-associated disease in Japan can be cost-effective from societal perspective, under the WHO-suggested ""cost-effective"" criteria (1 to 3 times of GDP). Pertussis is expected be designated as a notifiable disease in 2018, re-analysis should be conducted when straightforward incidence data is available.",2018-01-26684,30041878,Vaccine,Shu-Ling Hoshi,2018,36 / 34,5133-5140,Yes,30041878,"Shu-Ling Hoshi; Xerxes Seposo; Ichiro Okubo; Masahide Kondo; Cost-effectiveness analysis of pertussis vaccination during pregnancy in Japan, Vaccine, 2018 Aug 16; 36(34):1873-2518; 5133-5140",QALY,Japan,Not Stated,Immunization,Antepartum maternal pertussis vaccination vs. None,Mothers only,Not Stated,19 Years,Female,Full,"4 Years, 4 years",3.00,3.00,524000.03,United States,2017,553267.67
19365,Cost-effectiveness analysis of pertussis vaccination during pregnancy in Japan,"BACKGROUND: Both re-emergence of pertussis outbreak among adolescents/adults and recent approval of the extended use of DTaP vaccine for boosting adolescents/adults against pertussis in Japan, have raised the possibility of using aP-containing vaccine in pregnant women to protect neonates and unvaccinated infants. There is a need, therefore, to evaluate the value for money of such possibility. METHODS: We evaluated the cost-effectiveness of conducting antepartum maternal vaccination (AMV) strategy in Japan. Considering the duration of vaccine effectiveness for infant (single year) and for mother (multiple years), the decision tree model and Markov model was adapted for infant and mother, respectively. Incremental cost-effectiveness ratio (ICER) compared with current no AMV strategy from societal perspective were calculated. The transition probabilities, utility weights to estimate quality-adjusted life year (QALY), and disease treatment costs were either calculated or extracted from literature. Costs per vaccination was assumed at yen6000/US$54.5. Markov model for mothers with one-year cycle runs up to year four after vaccination, based on the waning of vaccine effectiveness. Infant who survived from pertussis was assumed to live until to his/her life expectancy. RESULTS: AMV strategy reduces disease treatment costs, while the reduction cannot offset the vaccination cost. Incremental QALYs were at 0.0002802, among them 79.5% were from infants, and others from mothers. ICER was yen9,149,317/US$83,176 per QALY gained. One-way sensitivity analyses identified that the incidence rate and costs per shot were the two main key variables to impact the ICER. CONCLUSION: We found that vaccinating pregnant women with aP-containing vaccine to prevent neonatal and unvaccinated infants from pertussis-associated disease in Japan can be cost-effective from societal perspective, under the WHO-suggested ""cost-effective"" criteria (1 to 3 times of GDP). Pertussis is expected be designated as a notifiable disease in 2018, re-analysis should be conducted when straightforward incidence data is available.",2018-01-26684,30041878,Vaccine,Shu-Ling Hoshi,2018,36 / 34,5133-5140,Yes,30041878,"Shu-Ling Hoshi; Xerxes Seposo; Ichiro Okubo; Masahide Kondo; Cost-effectiveness analysis of pertussis vaccination during pregnancy in Japan, Vaccine, 2018 Aug 16; 36(34):1873-2518; 5133-5140",QALY,Japan,Not Stated,Immunization,Antenatal maternal pertussis vaccination vs. None,Infant cohort only,18 Years,Not Stated,"Female, Male",Full,"4 Years, 4 years",3.00,3.00,-13043.5,United States,2017,-13772.04
19366,Cost-Effectiveness of PCSK9 Inhibitor Plus Statin in Patients With Triple-Vessel Coronary Artery Disease in Japan,"BACKGROUND: The addition of a proprotein convertase subtilisin/kexin type 9 (PCSK9) inhibitor to statin therapy reduces the rate of cardiovascular events. This study examined the cost-effectiveness of PCSK9 inhibitor+statin compared with standard therapy (statin monotherapy) in the treatment of triple-vessel coronary artery disease (CAD) in Japan.Methods and Results:A Markov model was applied to assess the costs and benefits associated with PCSK9 inhibitor+statin over a projected 30-year period from the perspective of a public healthcare payer in Japan. The incremental cost-effectiveness ratio (ICER), expressed as the quality-adjusted life-years (QALYs), was estimated. The effects on survival and numbers of events were based on the FOURIER trial and the CREDO Kyoto registry. The ICER of PCSK9 inhibitor+statin over standard therapy was 13.5 million (95% confidence interval 7.6-23.5 million) Japanese Yen (JPY) per QALY gained for triple-vessel CAD. The probability of the cost-effectiveness of PCSK9 inhibitor+statin vs. standard therapy was 0.0008% at a cost-effectiveness threshold of 5 million JPY. In patients with poorly controlled familial hypercholesterolemia (FH) with triple-vessel CAD, the ICER was 3.4 million JPY per QALY gained. CONCLUSIONS: PCSK9 inhibitor plus statin did not show good cost-effectiveness for triple-vessel CAD; however, it showed good cost-effectiveness for patients with triple-vessel CAD and poorly controlled FH in Japan.",2018-01-26695,30033948,Circ J,Satoshi Kodera,2018,/,,No,30033948,"Satoshi Kodera; Hiroyuki Morita; Arihiro Kiyosue; Jiro Ando; Tomoyuki Takura; Issei Komuro; Cost-Effectiveness of PCSK9 Inhibitor Plus Statin in Patients With Triple-Vessel Coronary Artery Disease in Japan, Circ J, 2018 Jan 23; ():1346-9843",QALY,Japan,Not Stated,Pharmaceutical,PCSK9 inhibitor + statin vs. Standard/Usual Care- Statin monotherapy,Not Stated,Not Stated,19 Years,"Female, Male",Full,30 Years,2.00,2.00,13454800,Japan,2016,133729.02
19367,Probabilistic cost-effectiveness analysis of controlled ovarian stimulation with recombinant FSH plus recombinant LH vs. human menopausal gonadotropin for women undergoing IVF,"BACKGROUND: The association of recombinant FSH plus recombinant LH in 2:1 ratio may be used not only to induce ovulation in anovulatory women with hypogonadotropic hypogonadism but also to achieve multiple follicular developments in human IVF. The aim of this analysis was to estimate the cost-effectiveness of Controlled Ovarian Stimulation (COS) with recombinant FSH (rFSH) plus recombinant LH (rLH) in comparison with highly purified human menopausal gonadotropin (HP-hMG) in the woman undergoing in vitro fertilization (IVF) in Italy. METHODS: A probabilistic decision tree was developed to simulate patients undergoing IVF, either using r-FSH + r-LH or HP-hMG to obtain COS. The model considers the National Health System (NHS) perspective and a time horizon equal to two years. Simulations were reported considering the number of retrieved oocytes (5-9, 10-15 and > 15) and transition probabilities were estimated through specific analyses carried out on the population of 848 women enrolled in the real-life. RESULTS: The model estimated that patients undertaking therapeutic protocol with r-FSH + r-LH increase the general success rate (+ 6.6% for pregnancy). The incremental cost-effectiveness ratio (ICER) per quality-adjusted life year (QALY) of r-FSH + r-LH was below the willingness to pay set at euro20,000 for all the considered scenarios. CONCLUSIONS: The cost-utility analysis demonstrated that the r-FSH + r-LH is a cost-effective option for the Italian National Health System (NHS).",2018-01-26719,30021630,Reprod Biol Endocrinol,F S Mennini,2018,16 / 1,68,No,30021630,"F S Mennini; A Marcellusi; R Viti; C Bini; A Carosso; A Revelli; C Benedetto; Probabilistic cost-effectiveness analysis of controlled ovarian stimulation with recombinant FSH plus recombinant LH vs. human menopausal gonadotropin for women undergoing IVF, Reprod Biol Endocrinol, 2018 Jul 18; 16(1):1477-7827; 68",QALY,Italy,Not Stated,Pharmaceutical,Recombinant follicle-stimulating hormone + recombinant luteinising hormone vs. Highly purified human Menopausal Gonadotropin,Not Stated,Not Stated,19 Years,Female,Full,2 Years,Not Stated,Not Stated,9720,Euro,2016,11598.45
