index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
27301,"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe","OBJECTIVE: To estimate the costs and effects of alternative strategies for annual screening of school children for refractive errors, and the provision of spectacles, in different WHO sub-regions in Africa, Asia, America and Europe. METHODS: We developed a mathematical simulation model for uncorrected refractive error, using prevailing prevalence and incidence rates. Remission rates reflected the absence or presence of screening strategies for school children. All screening strategies were implemented for a period of 10 years and were compared to a situation were no screening was implemented. Outcome measures were life years adjusted for disability (DALYs), costs of screening and provision of spectacles and follow-up for six different screening strategies, and cost-effectiveness in international dollars per DALY averted. Epidemiological information was derived from the burden of disease study from the World Health Organization (WHO). Cost data were derived from large databases from the WHO. Both univariate and multivariate sensitivity analyses were performed on key parameters to determine the robustness of the model results. RESULTS: In all regions, screening of 5-15 years old children yields most health effects, followed by screening of 11-15 years old, 5-10 years old, and screening of 8 and 13 years old. Screening of broad-age intervals is always more costly than screening of single-age intervals, and there are important economies of scale for simultaneous screening of both 5-10 and 11-15-year-old children. In all regions, screening of 11-15 years old is the most cost-effective intervention, with the cost per DALY averted ranging from I$67 per DALY averted in the Asian sub-region to I$458 per DALY averted in the European sub-region. The incremental cost per DALY averted of screening 5-15 years old ranges between I$111 in the Asian sub-region to I$672 in the European sub-region. CONCLUSIONS: Considering the conservative study assumptions and the robustness of study conclusions towards changes in these assumptions, screening of school children for refractive error is economically attractive in all regions in the world.",2009-XX-04684,18621429,Health Policy,Rob Baltussen,2008,89 / 2,201-15,No,18621429,"Rob Baltussen; Jeroen Naus; Hans Limburg; Jeroen Naus; Hans Limburg; Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe, Health Policy, 2009-Feb; 89(2):0168-8510; 201-15",DALY,Not Stated,Not Stated,Screening,Annual screening of school children for refractive errors and provision of spectacles for eligible children vs. None,Amr-D,18 Years,6 Years,"Female, Male",Full,,3.00,3.00,100.35,United States,2000,150.82
27354,"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe","OBJECTIVE: To estimate the costs and effects of alternative strategies for annual screening of school children for refractive errors, and the provision of spectacles, in different WHO sub-regions in Africa, Asia, America and Europe. METHODS: We developed a mathematical simulation model for uncorrected refractive error, using prevailing prevalence and incidence rates. Remission rates reflected the absence or presence of screening strategies for school children. All screening strategies were implemented for a period of 10 years and were compared to a situation were no screening was implemented. Outcome measures were life years adjusted for disability (DALYs), costs of screening and provision of spectacles and follow-up for six different screening strategies, and cost-effectiveness in international dollars per DALY averted. Epidemiological information was derived from the burden of disease study from the World Health Organization (WHO). Cost data were derived from large databases from the WHO. Both univariate and multivariate sensitivity analyses were performed on key parameters to determine the robustness of the model results. RESULTS: In all regions, screening of 5-15 years old children yields most health effects, followed by screening of 11-15 years old, 5-10 years old, and screening of 8 and 13 years old. Screening of broad-age intervals is always more costly than screening of single-age intervals, and there are important economies of scale for simultaneous screening of both 5-10 and 11-15-year-old children. In all regions, screening of 11-15 years old is the most cost-effective intervention, with the cost per DALY averted ranging from I$67 per DALY averted in the Asian sub-region to I$458 per DALY averted in the European sub-region. The incremental cost per DALY averted of screening 5-15 years old ranges between I$111 in the Asian sub-region to I$672 in the European sub-region. CONCLUSIONS: Considering the conservative study assumptions and the robustness of study conclusions towards changes in these assumptions, screening of school children for refractive error is economically attractive in all regions in the world.",2009-XX-04684,18621429,Health Policy,Rob Baltussen,2008,89 / 2,201-15,No,18621429,"Rob Baltussen; Jeroen Naus; Hans Limburg; Jeroen Naus; Hans Limburg; Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe, Health Policy, 2009-Feb; 89(2):0168-8510; 201-15",DALY,Not Stated,Not Stated,Screening,Annual screening of school children for refractive errors and provision of spectacles for eligible children vs. None,Wpr-B,11 Years,6 Years,"Female, Male",Full,,3.00,3.00,124,United States,2000,186.37
27355,"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe","OBJECTIVE: To estimate the costs and effects of alternative strategies for annual screening of school children for refractive errors, and the provision of spectacles, in different WHO sub-regions in Africa, Asia, America and Europe. METHODS: We developed a mathematical simulation model for uncorrected refractive error, using prevailing prevalence and incidence rates. Remission rates reflected the absence or presence of screening strategies for school children. All screening strategies were implemented for a period of 10 years and were compared to a situation were no screening was implemented. Outcome measures were life years adjusted for disability (DALYs), costs of screening and provision of spectacles and follow-up for six different screening strategies, and cost-effectiveness in international dollars per DALY averted. Epidemiological information was derived from the burden of disease study from the World Health Organization (WHO). Cost data were derived from large databases from the WHO. Both univariate and multivariate sensitivity analyses were performed on key parameters to determine the robustness of the model results. RESULTS: In all regions, screening of 5-15 years old children yields most health effects, followed by screening of 11-15 years old, 5-10 years old, and screening of 8 and 13 years old. Screening of broad-age intervals is always more costly than screening of single-age intervals, and there are important economies of scale for simultaneous screening of both 5-10 and 11-15-year-old children. In all regions, screening of 11-15 years old is the most cost-effective intervention, with the cost per DALY averted ranging from I$67 per DALY averted in the Asian sub-region to I$458 per DALY averted in the European sub-region. The incremental cost per DALY averted of screening 5-15 years old ranges between I$111 in the Asian sub-region to I$672 in the European sub-region. CONCLUSIONS: Considering the conservative study assumptions and the robustness of study conclusions towards changes in these assumptions, screening of school children for refractive error is economically attractive in all regions in the world.",2009-XX-04684,18621429,Health Policy,Rob Baltussen,2008,89 / 2,201-15,No,18621429,"Rob Baltussen; Jeroen Naus; Hans Limburg; Jeroen Naus; Hans Limburg; Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe, Health Policy, 2009-Feb; 89(2):0168-8510; 201-15",DALY,Not Stated,Not Stated,Screening,Annual screening of school children for refractive errors and provision of spectacles for eligible children vs. None,Wpr-B,18 Years,6 Years,"Female, Male",Full,,3.00,3.00,102,United States,2000,153.3
27356,"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe","OBJECTIVE: To estimate the costs and effects of alternative strategies for annual screening of school children for refractive errors, and the provision of spectacles, in different WHO sub-regions in Africa, Asia, America and Europe. METHODS: We developed a mathematical simulation model for uncorrected refractive error, using prevailing prevalence and incidence rates. Remission rates reflected the absence or presence of screening strategies for school children. All screening strategies were implemented for a period of 10 years and were compared to a situation were no screening was implemented. Outcome measures were life years adjusted for disability (DALYs), costs of screening and provision of spectacles and follow-up for six different screening strategies, and cost-effectiveness in international dollars per DALY averted. Epidemiological information was derived from the burden of disease study from the World Health Organization (WHO). Cost data were derived from large databases from the WHO. Both univariate and multivariate sensitivity analyses were performed on key parameters to determine the robustness of the model results. RESULTS: In all regions, screening of 5-15 years old children yields most health effects, followed by screening of 11-15 years old, 5-10 years old, and screening of 8 and 13 years old. Screening of broad-age intervals is always more costly than screening of single-age intervals, and there are important economies of scale for simultaneous screening of both 5-10 and 11-15-year-old children. In all regions, screening of 11-15 years old is the most cost-effective intervention, with the cost per DALY averted ranging from I$67 per DALY averted in the Asian sub-region to I$458 per DALY averted in the European sub-region. The incremental cost per DALY averted of screening 5-15 years old ranges between I$111 in the Asian sub-region to I$672 in the European sub-region. CONCLUSIONS: Considering the conservative study assumptions and the robustness of study conclusions towards changes in these assumptions, screening of school children for refractive error is economically attractive in all regions in the world.",2009-XX-04684,18621429,Health Policy,Rob Baltussen,2008,89 / 2,201-15,No,18621429,"Rob Baltussen; Jeroen Naus; Hans Limburg; Jeroen Naus; Hans Limburg; Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe, Health Policy, 2009-Feb; 89(2):0168-8510; 201-15",DALY,Not Stated,Not Stated,Screening,Annual screening of school children for refractive errors and provision of spectacles for eligible children vs. None,Wpr-B,18 Years,6 Years,"Female, Male",Full,,3.00,3.00,110,United States,2000,165.33
27357,"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe","OBJECTIVE: To estimate the costs and effects of alternative strategies for annual screening of school children for refractive errors, and the provision of spectacles, in different WHO sub-regions in Africa, Asia, America and Europe. METHODS: We developed a mathematical simulation model for uncorrected refractive error, using prevailing prevalence and incidence rates. Remission rates reflected the absence or presence of screening strategies for school children. All screening strategies were implemented for a period of 10 years and were compared to a situation were no screening was implemented. Outcome measures were life years adjusted for disability (DALYs), costs of screening and provision of spectacles and follow-up for six different screening strategies, and cost-effectiveness in international dollars per DALY averted. Epidemiological information was derived from the burden of disease study from the World Health Organization (WHO). Cost data were derived from large databases from the WHO. Both univariate and multivariate sensitivity analyses were performed on key parameters to determine the robustness of the model results. RESULTS: In all regions, screening of 5-15 years old children yields most health effects, followed by screening of 11-15 years old, 5-10 years old, and screening of 8 and 13 years old. Screening of broad-age intervals is always more costly than screening of single-age intervals, and there are important economies of scale for simultaneous screening of both 5-10 and 11-15-year-old children. In all regions, screening of 11-15 years old is the most cost-effective intervention, with the cost per DALY averted ranging from I$67 per DALY averted in the Asian sub-region to I$458 per DALY averted in the European sub-region. The incremental cost per DALY averted of screening 5-15 years old ranges between I$111 in the Asian sub-region to I$672 in the European sub-region. CONCLUSIONS: Considering the conservative study assumptions and the robustness of study conclusions towards changes in these assumptions, screening of school children for refractive error is economically attractive in all regions in the world.",2009-XX-04684,18621429,Health Policy,Rob Baltussen,2008,89 / 2,201-15,No,18621429,"Rob Baltussen; Jeroen Naus; Hans Limburg; Jeroen Naus; Hans Limburg; Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe, Health Policy, 2009-Feb; 89(2):0168-8510; 201-15",DALY,Not Stated,Not Stated,Screening,Annual screening of school children for refractive errors and provision of spectacles for eligible children vs. None,Wpr-B,8 Years,8 Years,"Female, Male",Full,,3.00,3.00,141,United States,2000,211.92
27358,"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe","OBJECTIVE: To estimate the costs and effects of alternative strategies for annual screening of school children for refractive errors, and the provision of spectacles, in different WHO sub-regions in Africa, Asia, America and Europe. METHODS: We developed a mathematical simulation model for uncorrected refractive error, using prevailing prevalence and incidence rates. Remission rates reflected the absence or presence of screening strategies for school children. All screening strategies were implemented for a period of 10 years and were compared to a situation were no screening was implemented. Outcome measures were life years adjusted for disability (DALYs), costs of screening and provision of spectacles and follow-up for six different screening strategies, and cost-effectiveness in international dollars per DALY averted. Epidemiological information was derived from the burden of disease study from the World Health Organization (WHO). Cost data were derived from large databases from the WHO. Both univariate and multivariate sensitivity analyses were performed on key parameters to determine the robustness of the model results. RESULTS: In all regions, screening of 5-15 years old children yields most health effects, followed by screening of 11-15 years old, 5-10 years old, and screening of 8 and 13 years old. Screening of broad-age intervals is always more costly than screening of single-age intervals, and there are important economies of scale for simultaneous screening of both 5-10 and 11-15-year-old children. In all regions, screening of 11-15 years old is the most cost-effective intervention, with the cost per DALY averted ranging from I$67 per DALY averted in the Asian sub-region to I$458 per DALY averted in the European sub-region. The incremental cost per DALY averted of screening 5-15 years old ranges between I$111 in the Asian sub-region to I$672 in the European sub-region. CONCLUSIONS: Considering the conservative study assumptions and the robustness of study conclusions towards changes in these assumptions, screening of school children for refractive error is economically attractive in all regions in the world.",2009-XX-04684,18621429,Health Policy,Rob Baltussen,2008,89 / 2,201-15,No,18621429,"Rob Baltussen; Jeroen Naus; Hans Limburg; Jeroen Naus; Hans Limburg; Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe, Health Policy, 2009-Feb; 89(2):0168-8510; 201-15",DALY,Not Stated,Not Stated,Screening,Annual screening of school children for refractive errors and provision of spectacles for eligible children vs. None,Wpr-B,13 Years,13 Years,"Female, Male",Full,,3.00,3.00,106,United States,2000,159.31
27359,"Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe","OBJECTIVE: To estimate the costs and effects of alternative strategies for annual screening of school children for refractive errors, and the provision of spectacles, in different WHO sub-regions in Africa, Asia, America and Europe. METHODS: We developed a mathematical simulation model for uncorrected refractive error, using prevailing prevalence and incidence rates. Remission rates reflected the absence or presence of screening strategies for school children. All screening strategies were implemented for a period of 10 years and were compared to a situation were no screening was implemented. Outcome measures were life years adjusted for disability (DALYs), costs of screening and provision of spectacles and follow-up for six different screening strategies, and cost-effectiveness in international dollars per DALY averted. Epidemiological information was derived from the burden of disease study from the World Health Organization (WHO). Cost data were derived from large databases from the WHO. Both univariate and multivariate sensitivity analyses were performed on key parameters to determine the robustness of the model results. RESULTS: In all regions, screening of 5-15 years old children yields most health effects, followed by screening of 11-15 years old, 5-10 years old, and screening of 8 and 13 years old. Screening of broad-age intervals is always more costly than screening of single-age intervals, and there are important economies of scale for simultaneous screening of both 5-10 and 11-15-year-old children. In all regions, screening of 11-15 years old is the most cost-effective intervention, with the cost per DALY averted ranging from I$67 per DALY averted in the Asian sub-region to I$458 per DALY averted in the European sub-region. The incremental cost per DALY averted of screening 5-15 years old ranges between I$111 in the Asian sub-region to I$672 in the European sub-region. CONCLUSIONS: Considering the conservative study assumptions and the robustness of study conclusions towards changes in these assumptions, screening of school children for refractive error is economically attractive in all regions in the world.",2009-XX-04684,18621429,Health Policy,Rob Baltussen,2008,89 / 2,201-15,No,18621429,"Rob Baltussen; Jeroen Naus; Hans Limburg; Jeroen Naus; Hans Limburg; Cost-effectiveness of screening and correcting refractive errors in school children in Africa, Asia, America and Europe, Health Policy, 2009-Feb; 89(2):0168-8510; 201-15",DALY,Not Stated,Not Stated,Screening,Annual screening of school children for refractive errors and provision of spectacles for eligible children vs. None,Wpr-B,18 Years,6 Years,"Female, Male",Full,,3.00,3.00,115,United States,2000,172.84
27360,The valuation of prenatal life in economic evaluations of perinatal interventions,"Perinatal interventions delivered during the prenatal period have the potential to directly impact prenatal life. The decision on when to begin 'counting' the life of an infant in the calculus has received little attention in previous economic evaluations of perinatal interventions. We illustrate, using data from a recent trial-based economic evaluation of magnesium sulphate given to women with pre-eclampsia to prevent eclampsia, how different definitions of when human life commences can have a significant impact upon cost-effectiveness estimates based on composite outcome measures such as life years or quality-adjusted life years gained or disability-adjusted life years averted. Further, we suggest ways in which methods in this area can be improved. Copyright (c) 2008 John Wiley & Sons, Ltd.",2008-XX-04692,18615854,Health Econ,Judit Simon,2008,/,,No,18615854,"Judit Simon; Stavros Petrou; Alastair Gray; Stavros Petrou; Alastair Gray; The valuation of prenatal life in economic evaluations of perinatal interventions, Health Econ, 2008-Jul-10; ():1879-1646",DALY,"Albania, Argentina, Australia, Bangladesh, Brazil, Canada, Colombia, Cuba, Denmark, Egypt, Ghana, India, Israel, Italy, Jordan, Malawi, Malaysia, Mexico, Netherlands, Nigeria, Pakistan, Sierra Leone, Singapore, South Africa, Sri Lanka, Thailand, Uganda, United Arab Emirates, United Kingdom, Venezuela, Yemen, Zimbabwe",Not Stated,Maternal / Neonatal / Reproductive Care,"Magnesium sulphate, starting from the birth vs. Placebo",pregnant women,Not Stated,19 Years,Female,Full,Not Stated / None,Not Stated,3.00,6800,United States,2001,9937.41
27361,The valuation of prenatal life in economic evaluations of perinatal interventions,"Perinatal interventions delivered during the prenatal period have the potential to directly impact prenatal life. The decision on when to begin 'counting' the life of an infant in the calculus has received little attention in previous economic evaluations of perinatal interventions. We illustrate, using data from a recent trial-based economic evaluation of magnesium sulphate given to women with pre-eclampsia to prevent eclampsia, how different definitions of when human life commences can have a significant impact upon cost-effectiveness estimates based on composite outcome measures such as life years or quality-adjusted life years gained or disability-adjusted life years averted. Further, we suggest ways in which methods in this area can be improved. Copyright (c) 2008 John Wiley & Sons, Ltd.",2008-XX-04692,18615854,Health Econ,Judit Simon,2008,/,,No,18615854,"Judit Simon; Stavros Petrou; Alastair Gray; Stavros Petrou; Alastair Gray; The valuation of prenatal life in economic evaluations of perinatal interventions, Health Econ, 2008-Jul-10; ():1879-1646",DALY,"Albania, Argentina, Australia, Bangladesh, Brazil, Canada, Colombia, Cuba, Denmark, Egypt, Ghana, India, Israel, Italy, Jordan, Malawi, Malaysia, Mexico, Netherlands, Nigeria, Pakistan, Sierra Leone, Singapore, South Africa, Sri Lanka, Thailand, Uganda, United Arab Emirates, United Kingdom, Venezuela, Yemen, Zimbabwe",Not Stated,Maternal / Neonatal / Reproductive Care,"Magnesium sulphate, starting from the birth vs. Placebo",pregnant women,Not Stated,19 Years,Female,Full,Not Stated / None,Not Stated,3.00,-35.29,United States,2001,-51.58
27362,The valuation of prenatal life in economic evaluations of perinatal interventions,"Perinatal interventions delivered during the prenatal period have the potential to directly impact prenatal life. The decision on when to begin 'counting' the life of an infant in the calculus has received little attention in previous economic evaluations of perinatal interventions. We illustrate, using data from a recent trial-based economic evaluation of magnesium sulphate given to women with pre-eclampsia to prevent eclampsia, how different definitions of when human life commences can have a significant impact upon cost-effectiveness estimates based on composite outcome measures such as life years or quality-adjusted life years gained or disability-adjusted life years averted. Further, we suggest ways in which methods in this area can be improved. Copyright (c) 2008 John Wiley & Sons, Ltd.",2008-XX-04692,18615854,Health Econ,Judit Simon,2008,/,,No,18615854,"Judit Simon; Stavros Petrou; Alastair Gray; Stavros Petrou; Alastair Gray; The valuation of prenatal life in economic evaluations of perinatal interventions, Health Econ, 2008-Jul-10; ():1879-1646",DALY,"Albania, Argentina, Australia, Bangladesh, Brazil, Canada, Colombia, Cuba, Denmark, Egypt, Ghana, India, Israel, Italy, Jordan, Malawi, Malaysia, Mexico, Netherlands, Nigeria, Pakistan, Sierra Leone, Singapore, South Africa, Sri Lanka, Thailand, Uganda, United Arab Emirates, United Kingdom, Venezuela, Yemen, Zimbabwe",Not Stated,Maternal / Neonatal / Reproductive Care,"Magnesium sulphate, starting from the birth vs. Placebo",pregnant women,Not Stated,19 Years,Female,Full,Not Stated / None,Not Stated,3.00,285,United States,2001,416.49
27366,Cost-effectiveness of using HAART in prevention of mother-to-child transmission in the DREAM-Project Malawi,"Cost-effectiveness analysis are crucial in the management of the HIV/AIDS epidemic, particularly in resource-limited settings. Such analyses have not been performed in the use of highly active antiretroviral therapy (HAART) for prevention of mother-to-child transmission (PMTCT).Cost-effectiveness analysis of HAART approach in Malawi for PMTCT.In 2 health centres in Malawi 6500 pregnant women were tested; 1118 pregnant women completed the entire Drug Resource Enhancement against Aids and Malnutrition-Project Malawi (DREAM - PM) PMTCT protocol. The costs of the intervention were calculated using the ingredients method. Outcomes estimated were cost for infection averted and cost for DALY saved compared with no intervention.From a private perspective cost for HIV infection averted was US $998 and cost per DALY saved was US $35.36. From a public perspective, the result became negative as follows: -261 and -16.55, respectively (lower cost than the cost of the therapy for an HIV+ child). The univariate sensitivity analysis showed that the cost for DALY saved always remained under the threshold of US $50, largely under the threshold given by the per capita yearly income in Malawi (US $667 PPD).Administration of HAART in a PMTCT programme in resource-limited settings is cost-effective. Drugs and laboratory tests are the most significant costs, but further reduction of these expenses is possible.",2010-01-01264,21934555,J Acquir Immune Defic Syndr,Stefano Orlando,2010,55 / 5,631-4,No,21934555,"Stefano Orlando; Maria Cristina Marazzi; Sandro Mancinelli; Giuseppe Liotta; Susanna Ceffa; Pietro Giglio; Ellard Alumando; Isabelle Ziegler; Mary Shawa; Leonardo Palombi; Penny Taylor; Lynne Pezzullo; Suzanne J. Grant; Alan Bensoussan; Cost-effectiveness of using HAART in prevention of mother-to-child transmission in the DREAM-Project Malawi, J Acquir Immune Defic Syndr, ; 55(5):1525-4135; 631-4",DALY,Malawi,Not Stated,"Maternal / Neonatal / Reproductive Care, Pharmaceutical","Pregnant women counseled, tested, and given highly active antiretroviral therapy for prevention of mother to child transmission of HIV vs. None",Pregnant women,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,-9.26,United States,2007,-11.56
27367,"Cost-effectiveness of pre-referral antimalarial, antibacterial, and combined rectal formulations for severe febrile illness","Malaria and bacterial infections account for most infectious disease deaths in developing countries. Prompt treatment saves lives, but rapid deterioration often prevents the use of oral therapies; delays in reaching health facilities providing parenteral interventions are common. Rapidly and reliably absorbed antimalarial/antibacterial rectal formulations used in the community could prevent deaths and disabilities. Rectal antimalarial treatments are currently available; rectal antibacterial treatments are yet to be developed. Assessment of the likely cost-effectiveness of these interventions will inform research priorities and implementation.The burden of malaria and bacterial infections worldwide and in Sub-Saharan and Southern Africa (SSA) and South and South-East Asia (SEA) was summarised using published data. The additional healthcare costs (US$) per death and per Disability Adjusted Life Year (DALY) avoided following pre-referral treatment of severe febrile illness with rectal antimalarials, antibacterials or combined antimalarial/antibacterials in populations at malaria risk in SSA/SEA were assessed. 46 million severe malaria and bacterial infections and 5 million deaths occur worldwide each year, mostly in SSA/SEA. At annual delivery costs of $0.02/capita and 100% coverage, rectal antimalarials ($2 per dose) would avert 240,000 deaths in SSA and 7,000 deaths in SEA at $5 and $177 per DALY avoided, respectively; rectal antibacterials ($2 per dose) would avert 130,000 deaths in SSA and 27,000 deaths in SEA at $19 and $97 per DALY avoided, respectively. Combined rectal formulations ($2.50 per dose) would avert 370,000 deaths in SSA and 33,000 deaths in SEA at $8 and $79 per DALY avoided, respectively, and are a cost-effective alternative to rectal antimalarials or antibacterials alone.Antimalarial, antibacterial and combined rectal formulations are likely to be cost-effective interventions for severe febrile illness in the community. Attention should focus on developing effective rectal antibacterials and ensuring that these lifesaving treatments are used in a cost-effective manner.",2010-99-12070,21206901,PLoS One,James Buchanan,2010,5 / 12,e14446,No,21206901,"James Buchanan; Borislava Mihaylova; Alastair Gray; Nicholas White; Cost-effectiveness of pre-referral antimalarial, antibacterial, and combined rectal formulations for severe febrile illness, PLoS One , ; 5(12):1932-6203; e14446",DALY,"Angola, Benin, Botswana, Burkina Faso, Burundi, Cabo Verde, Cameroon, Central African Republic, Chad, Congo Democratic Republic, Comoros, Congo, Côte d'Ivoire, Djibouti, Equatorial Guinea, Eritrea, Ethiopia, Gabon, Gambia, Ghana, Guinea, Guinea-Bissau, Kenya, Liberia, Madagascar, Malawi, Mali, Mauritania, Mozambique, Namibia, Niger, Nigeria, Rwanda, Sao Tome and Principe, Senegal, Somalia, South Africa, Sudan, Swaziland, Tanzania, Togo, Uganda, Zambia, Zimbabwe",Not Stated,Pharmaceutical,Rectal antimalarial treatment added to usual practice vs. Standard/Usual Care,Not Stated,5 Years,Not Stated,Not Stated,Full,,Not Stated,3.00,3.45,United States,2005,4.57
27368,"Cost-effectiveness of pre-referral antimalarial, antibacterial, and combined rectal formulations for severe febrile illness","Malaria and bacterial infections account for most infectious disease deaths in developing countries. Prompt treatment saves lives, but rapid deterioration often prevents the use of oral therapies; delays in reaching health facilities providing parenteral interventions are common. Rapidly and reliably absorbed antimalarial/antibacterial rectal formulations used in the community could prevent deaths and disabilities. Rectal antimalarial treatments are currently available; rectal antibacterial treatments are yet to be developed. Assessment of the likely cost-effectiveness of these interventions will inform research priorities and implementation.The burden of malaria and bacterial infections worldwide and in Sub-Saharan and Southern Africa (SSA) and South and South-East Asia (SEA) was summarised using published data. The additional healthcare costs (US$) per death and per Disability Adjusted Life Year (DALY) avoided following pre-referral treatment of severe febrile illness with rectal antimalarials, antibacterials or combined antimalarial/antibacterials in populations at malaria risk in SSA/SEA were assessed. 46 million severe malaria and bacterial infections and 5 million deaths occur worldwide each year, mostly in SSA/SEA. At annual delivery costs of $0.02/capita and 100% coverage, rectal antimalarials ($2 per dose) would avert 240,000 deaths in SSA and 7,000 deaths in SEA at $5 and $177 per DALY avoided, respectively; rectal antibacterials ($2 per dose) would avert 130,000 deaths in SSA and 27,000 deaths in SEA at $19 and $97 per DALY avoided, respectively. Combined rectal formulations ($2.50 per dose) would avert 370,000 deaths in SSA and 33,000 deaths in SEA at $8 and $79 per DALY avoided, respectively, and are a cost-effective alternative to rectal antimalarials or antibacterials alone.Antimalarial, antibacterial and combined rectal formulations are likely to be cost-effective interventions for severe febrile illness in the community. Attention should focus on developing effective rectal antibacterials and ensuring that these lifesaving treatments are used in a cost-effective manner.",2010-99-12070,21206901,PLoS One,James Buchanan,2010,5 / 12,e14446,No,21206901,"James Buchanan; Borislava Mihaylova; Alastair Gray; Nicholas White; Cost-effectiveness of pre-referral antimalarial, antibacterial, and combined rectal formulations for severe febrile illness, PLoS One , ; 5(12):1932-6203; e14446",DALY,"Angola, Benin, Botswana, Burkina Faso, Burundi, Cabo Verde, Cameroon, Central African Republic, Chad, Congo Democratic Republic, Comoros, Congo, Côte d'Ivoire, Djibouti, Equatorial Guinea, Eritrea, Ethiopia, Gabon, Gambia, Ghana, Guinea, Guinea-Bissau, Kenya, Liberia, Madagascar, Malawi, Mali, Mauritania, Mozambique, Namibia, Niger, Nigeria, Rwanda, Sao Tome and Principe, Senegal, Somalia, South Africa, Sudan, Swaziland, Tanzania, Togo, Uganda, Zambia, Zimbabwe",Not Stated,Pharmaceutical,Rectal antimalarial treatment added to usual practice vs. Standard/Usual Care,Not Stated,Not Stated,6 Years,Not Stated,Full,,Not Stated,3.00,12,United States,2005,15.9
