index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
13551,Cost-effectiveness analysis of transnasal fentanyl citrate for the treatment of breakthrough cancer pain,"INTRODUCTION: Pain is a symptom of cancer and is categorized in two forms: background pain to be treated with analgesics, and breakthrough cancer pain (BTcP), which needs drug treatment on demand. We present a cost-effectiveness analysis of transnasal fentanyl citrate as an alternative to morphine. METHODS: A Markov model considers a cohort of 100 patients on a daily basis. Effectiveness was included by selecting three clinical studies. Side effects, hospitalizations and visits were valued by referring to national formularies. Utility data were used to differentiate the health status inherent to BTcP. RESULTS: The incremental cost-effectiveness ratio of transnasal fentanyl citrate is 10,140 euros/QALY. Sensitivity analysis shows that with a threshold of 30,000 euros/QALY, the treatment of BTcP with transnasal fentanyl citrate would have an 86% probability of being cost-effective. CONCLUSION: Transnasal Fentanyl citrate is cost-effective, therefore represents a good investment in health.",2014-01-16771,24702061,Expert Rev Pharmacoecon Outcomes Res,Matteo Ruggeri,2014,14 / 3,459-64,No,24702061,"Matteo Ruggeri; Adriana Turriziani; Marco Oradei; Cost-effectiveness analysis of transnasal fentanyl citrate for the treatment of breakthrough cancer pain, Expert Rev Pharmacoecon Outcomes Res, ; 14(3):1744-8379; 459-64",QALY,Italy,Not Stated,Not Stated,Transnasal fentanyl citrate (Instanyl) for treatment of breakthrough cancer pain vs. Placebo,Not Stated,Not Stated,Not Stated,Not Stated,Full,7 Years,Not Stated,Not Stated,10140,Euro,2012,14698.01
13552,Clinical outcomes and cost-effectiveness of continuous positive airway pressure to manage obstructive sleep apnea in patients with type 2 diabetes in the U.K,"OBJECTIVE: To assess clinical outcomes and cost-effectiveness of using continuous positive airway pressure (CPAP) to manage obstructive sleep apnea (OSA) in patients with type 2 diabetes (T2D) from the perspective of the U.K.'s National Health Service (NHS). RESEARCH DESIGN AND METHODS: Using a case-control design, 150 CPAP-treated patients with OSA and T2D were randomly selected from The Health Improvement Network (THIN) database (a nationally representative database of patients registered with general practitioners in the U.K.) and matched with 150 OSA and T2D patients from the same database who were not treated with CPAP. The total NHS cost and outcomes of patient management in both groups over 5 years and the cost-effectiveness of CPAP compared with no CPAP treatment were estimated. RESULTS: Using CPAP was associated with significantly lower blood pressure at 5 years and increasingly lower HbA1c levels over 5 consecutive years compared with untreated OSA patients. At 5 years, the HbA1c level in the CPAP-treated group was 8.2% (66.0 mmol/mol) vs. 12.1% (108.4 mmol/mol) in the control group (P < 0.03). Use of CPAP significantly increased patients' health status by 0.27 quality-adjusted life years (QALYs) per patient over 5 years (P < 0.001) and NHS management costs by pound4,141 per patient over 5 years; the cost per QALY gained with CPAP was pound15,337. CONCLUSIONS: Initiating treatment with CPAP in OSA patients with T2D leads to significantly lower blood pressure and better controlled diabetes and affords a cost-effective use of NHS resources. These observations have the potential for treatment modification if confirmed in a prospective study.",2014-01-16776,24705611,Diabetes Care,Julian F Guest,2014,37 / 5,1263-71,No,24705611,"Julian F Guest; Monica Panca; Erikas Sladkevicius; Shahrad Taheri; John Stradling; Clinical outcomes and cost-effectiveness of continuous positive airway pressure to manage obstructive sleep apnea in patients with type 2 diabetes in the U.K, Diabetes Care, ; 37(5):0149-5992; 1263-71",QALY,United Kingdom,Not Stated,Not Stated,Continuous positive airway pressure (CPAP) vs. None,type 2 diabetes,55 Years,53 Years,"Female, Male",Full,5 Years,Not Stated,Not Stated,15337,United Kingdom,2012,27408.21
13553,Cost-effectiveness of metformin plus vildagliptin compared with metformin plus sulphonylurea for the treatment of patients with type 2 diabetes mellitus: a Portuguese healthcare system perspective,"OBJECTIVE: To evaluate the cost-effectiveness of vildagliptin plus metformin vs generic sulphonylurea plus metformin in patients with type 2 diabetes mellitus, not controlled with metformin, from a Portuguese healthcare system perspective. METHODS: A cost-effectiveness model was constructed using risk equations from the UK Prospective Diabetes Study Outcomes Model with a 10,000-patient cohort and a lifetime horizon. The model predicted microvascular and macrovascular complications and mortality in yearly cycles. Patients entered the model as metformin monotherapy failures and switched to alternative treatments (metformin plus basal-bolus insulin and subsequently metformin plus intensive insulin) when glycated hemoglobin A1c >7.5% was reached. Baseline patient characteristics and clinical variables were derived from a Portuguese epidemiological study. Cost estimates were based on direct medical costs only. One-way and probabilistic sensitivity analyses were conducted to test the robustness of the model. RESULTS: There were fewer non-fatal diabetes-related adverse events (AEs) in patients treated with metformin plus vildagliptin compared with patients treated with metformin plus sulphonylurea (6752 vs 6815). Addition of vildagliptin compared with sulphonylurea led to increased drug acquisition costs but reduced costs of AEs, managing morbidities, and monitoring patients. Treatment with metformin plus vildagliptin yielded a mean per-patient gain of 0.1279 quality-adjusted life years (QALYs) and a mean per-patient increase in total cost of euro1161, giving an incremental cost-effectiveness ratio (ICER) of euro9072 per QALY. Univariate analyses showed that ICER values were robust and ranged from euro4195 to euro16,052 per QALY when different parameters were varied. LIMITATIONS: The model excluded several diabetes-related morbidities, such as peripheral neuropathy and ulceration, and did not model second events. Patients were presumed to enter the model with no diabetes-related complications. CONCLUSION: Treatment with metformin plus vildagliptin compared with metformin plus sulphonylurea is expected to result in a lower incidence of diabetes-related AEs and to be a cost-effective treatment strategy.",2014-01-16777,24708176,J Med Econ,Daniel Viriato,2014,17 / 7,499-507,Yes,24708176,"Daniel Viriato; Frederico Calado; Jean-Bernard Gruenberger; Siew Hwa Ong; Davide Carvalho; Jose Silva-Nunes; Sukhvinder Johal; Ricardo Viana; Cost-effectiveness of metformin plus vildagliptin compared with metformin plus sulphonylurea for the treatment of patients with type 2 diabetes mellitus: a Portuguese healthcare system perspective, J Med Econ, ; 17(7):1369-6998; 499-507",QALY,Portugal,Not Stated,Not Stated,Metformin + vildagliptin vs. metformin + sulphonylurea,Not Stated,Not Stated,41 Years,"Female, Male",Full,Lifetime,5.00,5.00,9072,Euro,2013,13386.09
13554,Cost-effectiveness of a 14-gene risk score assay to target adjuvant chemotherapy in early stage non-squamous non-small cell lung cancer,"Life Technologies has developed a 14-gene molecular assay that provides information about the risk of death in early stage non-squamous non-small cell lung cancer patients after surgery. The assay can be used to identify patients at highest risk of mortality, informing subsequent treatments. The objective of this study was to evaluate the cost-effectiveness of this novel assay. Patients and Methods. We developed a Markov model to estimate life expectancy, quality-adjusted life years (QALYs), and costs for testing versus standard care. Risk-group classification was based on assay-validation studies, and chemotherapy uptake was based on pre- and post-testing recommendations from a study of 58 physicians. We evaluated three chemotherapy-benefit scenarios: moderately predictive (base case), nonpredictive (i.e., the same benefit for each risk group), and strongly predictive. We calculated the incremental cost-effectiveness ratio (ICER) and performed one-way and probabilistic sensitivity analyses. Results. In the base case, testing and standard-care strategies resulted in 6.81 and 6.66 life years, 3.76 and 3.68 QALYs, and $122,400 and $118,800 in costs, respectively. The ICER was $23,200 per QALY (stage I: $29,200 per QALY; stage II: $12,200 per QALY). The ICER ranged from ""dominant"" to $92,100 per QALY in the strongly predictive and nonpredictive scenarios. The model was most sensitive to the proportion of high-risk patients receiving chemotherapy and the high-risk hazard ratio. The 14-gene risk score assay strategy was cost-effective in 68% of simulations. Conclusion. Our results suggest that the 14-gene risk score assay may be a cost-effective alternative to standard guideline-based adjuvant chemotherapy decision making in early stage non-small cell lung cancer.",2014-01-16783,24710309,Oncologist,Joshua A Roth,2014,19 / 5,466-76,No,24710309,"Joshua A Roth; Paul Billings; Scott D Ramsey; Robert Dumanois; Josh J Carlson; Cost-effectiveness of a 14-gene risk score assay to target adjuvant chemotherapy in early stage non-squamous non-small cell lung cancer, Oncologist, ; 19(5):1083-7159; 466-76",QALY,United States of America,Not Stated,Not Stated,14-gene risk score strategy to target adjuvant chemotherapy vs. Standard/Usual Care,Not Stated,Not Stated,68 Years,"Female, Male",Full,Lifetime,3.00,3.00,23200,United States,2013,25774.78
13555,Cost-effectiveness of prolonged exposure therapy versus pharmacotherapy and treatment choice in posttraumatic stress disorder (the Optimizing PTSD Treatment Trial): a doubly randomized preference trial,"OBJECTIVE: Cost-effectiveness of treatment for posttraumatic stress disorder (PTSD) may depend on type of treatment (eg, pharmacotherapy vs psychotherapy) and patient choice of treatment. We examined the cost-effectiveness of treatment with prolonged exposure therapy versus pharmacotherapy with sertraline, overall treatment preference, preference for choosing prolonged exposure therapy, and preference for choosing pharmacotherapy with sertraline from the US societal perspective. METHOD: Two hundred patients aged 18 to 65 years with PTSD diagnosis based on DSM-IV criteria enrolled in a doubly randomized preference trial. Patients were randomized to receive their treatment of choice (n = 97) or to be randomly assigned treatment (n = 103). In the choice arm, patients chose either prolonged exposure therapy (n = 61) or pharmacotherapy with sertraline (n = 36). In the no-choice arm, patients were randomized to either prolonged exposure therapy (n = 48) or pharmacotherapy with sertraline (n = 55). The total costs, including direct medical costs, direct nonmedical costs, and indirect costs, were estimated in 2012 US dollars; and total quality-adjusted life-year (QALY) was assessed using the EuroQoL Questionnaire-5 dimensions (EQ-5D) instrument in a 12-month period. This study was conducted from July 2004 to January 2009. RESULTS: Relative to pharmacotherapy with sertraline, prolonged exposure therapy was less costly (-$262; 95% CI, -$5,068 to $4,946) and produced more QALYs (0.056; 95% CI, 0.014 to 0.100) when treatment was assigned, with 93.2% probability of being cost-effective at $100,000/QALY. Independently, giving a choice of treatment also yielded lower cost (-$1,826; 95% CI, -$4,634 to $749) and more QALYs (0.010; 95% CI, -0.019 to 0.044) over no choice of treatment, with 87.0% probability of cost-effectiveness at $100,000/QALY. CONCLUSIONS: Giving PTSD patients a choice of treatment appears to be cost-effective. When choice is not possible, prolonged exposure therapy may provide a cost-effective option over pharmacotherapy with sertraline. TRIAL REGISTRATION: ClinicalTrials.gov identifier: NCT00127673.",2014-01-16789,24717377,J Clin Psychiatry,Quang A Le,2014,75 / 3,222-30,No,24717377,"Quang A Le; Jason N Doctor; Lori A Zoellner; Norah C Feeny; Cost-effectiveness of prolonged exposure therapy versus pharmacotherapy and treatment choice in posttraumatic stress disorder (the Optimizing PTSD Treatment Trial): a doubly randomized preference trial, J Clin Psychiatry, ; 75(3):0160-6689; 222-30",QALY,United States of America,Not Stated,Not Stated,Prolonged exposure therapy vs. pharmacotherapy with sertraline,Not Stated,65 Years,18 Years,"Female, Male",Full,1 Year,Not Stated,Not Stated,-4678.57,United States,2012,-5273.94
13556,Cost-effectiveness of prolonged exposure therapy versus pharmacotherapy and treatment choice in posttraumatic stress disorder (the Optimizing PTSD Treatment Trial): a doubly randomized preference trial,"OBJECTIVE: Cost-effectiveness of treatment for posttraumatic stress disorder (PTSD) may depend on type of treatment (eg, pharmacotherapy vs psychotherapy) and patient choice of treatment. We examined the cost-effectiveness of treatment with prolonged exposure therapy versus pharmacotherapy with sertraline, overall treatment preference, preference for choosing prolonged exposure therapy, and preference for choosing pharmacotherapy with sertraline from the US societal perspective. METHOD: Two hundred patients aged 18 to 65 years with PTSD diagnosis based on DSM-IV criteria enrolled in a doubly randomized preference trial. Patients were randomized to receive their treatment of choice (n = 97) or to be randomly assigned treatment (n = 103). In the choice arm, patients chose either prolonged exposure therapy (n = 61) or pharmacotherapy with sertraline (n = 36). In the no-choice arm, patients were randomized to either prolonged exposure therapy (n = 48) or pharmacotherapy with sertraline (n = 55). The total costs, including direct medical costs, direct nonmedical costs, and indirect costs, were estimated in 2012 US dollars; and total quality-adjusted life-year (QALY) was assessed using the EuroQoL Questionnaire-5 dimensions (EQ-5D) instrument in a 12-month period. This study was conducted from July 2004 to January 2009. RESULTS: Relative to pharmacotherapy with sertraline, prolonged exposure therapy was less costly (-$262; 95% CI, -$5,068 to $4,946) and produced more QALYs (0.056; 95% CI, 0.014 to 0.100) when treatment was assigned, with 93.2% probability of being cost-effective at $100,000/QALY. Independently, giving a choice of treatment also yielded lower cost (-$1,826; 95% CI, -$4,634 to $749) and more QALYs (0.010; 95% CI, -0.019 to 0.044) over no choice of treatment, with 87.0% probability of cost-effectiveness at $100,000/QALY. CONCLUSIONS: Giving PTSD patients a choice of treatment appears to be cost-effective. When choice is not possible, prolonged exposure therapy may provide a cost-effective option over pharmacotherapy with sertraline. TRIAL REGISTRATION: ClinicalTrials.gov identifier: NCT00127673.",2014-01-16789,24717377,J Clin Psychiatry,Quang A Le,2014,75 / 3,222-30,No,24717377,"Quang A Le; Jason N Doctor; Lori A Zoellner; Norah C Feeny; Cost-effectiveness of prolonged exposure therapy versus pharmacotherapy and treatment choice in posttraumatic stress disorder (the Optimizing PTSD Treatment Trial): a doubly randomized preference trial, J Clin Psychiatry, ; 75(3):0160-6689; 222-30",QALY,United States of America,Not Stated,Not Stated,Choice of treatment of prolonged exposure therapy or sertraline vs. None,Not Stated,65 Years,18 Years,"Female, Male",Full,1 Year,Not Stated,Not Stated,-182600,United States,2012,-205836.78
13557,Cost-effectiveness of prolonged exposure therapy versus pharmacotherapy and treatment choice in posttraumatic stress disorder (the Optimizing PTSD Treatment Trial): a doubly randomized preference trial,"OBJECTIVE: Cost-effectiveness of treatment for posttraumatic stress disorder (PTSD) may depend on type of treatment (eg, pharmacotherapy vs psychotherapy) and patient choice of treatment. We examined the cost-effectiveness of treatment with prolonged exposure therapy versus pharmacotherapy with sertraline, overall treatment preference, preference for choosing prolonged exposure therapy, and preference for choosing pharmacotherapy with sertraline from the US societal perspective. METHOD: Two hundred patients aged 18 to 65 years with PTSD diagnosis based on DSM-IV criteria enrolled in a doubly randomized preference trial. Patients were randomized to receive their treatment of choice (n = 97) or to be randomly assigned treatment (n = 103). In the choice arm, patients chose either prolonged exposure therapy (n = 61) or pharmacotherapy with sertraline (n = 36). In the no-choice arm, patients were randomized to either prolonged exposure therapy (n = 48) or pharmacotherapy with sertraline (n = 55). The total costs, including direct medical costs, direct nonmedical costs, and indirect costs, were estimated in 2012 US dollars; and total quality-adjusted life-year (QALY) was assessed using the EuroQoL Questionnaire-5 dimensions (EQ-5D) instrument in a 12-month period. This study was conducted from July 2004 to January 2009. RESULTS: Relative to pharmacotherapy with sertraline, prolonged exposure therapy was less costly (-$262; 95% CI, -$5,068 to $4,946) and produced more QALYs (0.056; 95% CI, 0.014 to 0.100) when treatment was assigned, with 93.2% probability of being cost-effective at $100,000/QALY. Independently, giving a choice of treatment also yielded lower cost (-$1,826; 95% CI, -$4,634 to $749) and more QALYs (0.010; 95% CI, -0.019 to 0.044) over no choice of treatment, with 87.0% probability of cost-effectiveness at $100,000/QALY. CONCLUSIONS: Giving PTSD patients a choice of treatment appears to be cost-effective. When choice is not possible, prolonged exposure therapy may provide a cost-effective option over pharmacotherapy with sertraline. TRIAL REGISTRATION: ClinicalTrials.gov identifier: NCT00127673.",2014-01-16789,24717377,J Clin Psychiatry,Quang A Le,2014,75 / 3,222-30,No,24717377,"Quang A Le; Jason N Doctor; Lori A Zoellner; Norah C Feeny; Cost-effectiveness of prolonged exposure therapy versus pharmacotherapy and treatment choice in posttraumatic stress disorder (the Optimizing PTSD Treatment Trial): a doubly randomized preference trial, J Clin Psychiatry, ; 75(3):0160-6689; 222-30",QALY,United States of America,Not Stated,Not Stated,Preference effect of choosing prolonged exposure therapy vs. preferring pharmacotherapy with sertraline,Not Stated,65 Years,18 Years,"Female, Male",Full,1 Year,Not Stated,Not Stated,29020.83,United States,2012,32713.88
13558,Cost-effectiveness of prolonged exposure therapy versus pharmacotherapy and treatment choice in posttraumatic stress disorder (the Optimizing PTSD Treatment Trial): a doubly randomized preference trial,"OBJECTIVE: Cost-effectiveness of treatment for posttraumatic stress disorder (PTSD) may depend on type of treatment (eg, pharmacotherapy vs psychotherapy) and patient choice of treatment. We examined the cost-effectiveness of treatment with prolonged exposure therapy versus pharmacotherapy with sertraline, overall treatment preference, preference for choosing prolonged exposure therapy, and preference for choosing pharmacotherapy with sertraline from the US societal perspective. METHOD: Two hundred patients aged 18 to 65 years with PTSD diagnosis based on DSM-IV criteria enrolled in a doubly randomized preference trial. Patients were randomized to receive their treatment of choice (n = 97) or to be randomly assigned treatment (n = 103). In the choice arm, patients chose either prolonged exposure therapy (n = 61) or pharmacotherapy with sertraline (n = 36). In the no-choice arm, patients were randomized to either prolonged exposure therapy (n = 48) or pharmacotherapy with sertraline (n = 55). The total costs, including direct medical costs, direct nonmedical costs, and indirect costs, were estimated in 2012 US dollars; and total quality-adjusted life-year (QALY) was assessed using the EuroQoL Questionnaire-5 dimensions (EQ-5D) instrument in a 12-month period. This study was conducted from July 2004 to January 2009. RESULTS: Relative to pharmacotherapy with sertraline, prolonged exposure therapy was less costly (-$262; 95% CI, -$5,068 to $4,946) and produced more QALYs (0.056; 95% CI, 0.014 to 0.100) when treatment was assigned, with 93.2% probability of being cost-effective at $100,000/QALY. Independently, giving a choice of treatment also yielded lower cost (-$1,826; 95% CI, -$4,634 to $749) and more QALYs (0.010; 95% CI, -0.019 to 0.044) over no choice of treatment, with 87.0% probability of cost-effectiveness at $100,000/QALY. CONCLUSIONS: Giving PTSD patients a choice of treatment appears to be cost-effective. When choice is not possible, prolonged exposure therapy may provide a cost-effective option over pharmacotherapy with sertraline. TRIAL REGISTRATION: ClinicalTrials.gov identifier: NCT00127673.",2014-01-16789,24717377,J Clin Psychiatry,Quang A Le,2014,75 / 3,222-30,No,24717377,"Quang A Le; Jason N Doctor; Lori A Zoellner; Norah C Feeny; Cost-effectiveness of prolonged exposure therapy versus pharmacotherapy and treatment choice in posttraumatic stress disorder (the Optimizing PTSD Treatment Trial): a doubly randomized preference trial, J Clin Psychiatry, ; 75(3):0160-6689; 222-30",QALY,United States of America,Not Stated,Not Stated,Preferring and receiving pharmacotherapy with sertraline vs. preferring prolonged exposure therapy but receiving pharmacotherapy with sertraline,Not Stated,65 Years,18 Years,"Female, Male",Full,1 Year,Not Stated,Not Stated,26444,United States,2012,29809.13
13559,Cost-effectiveness of prophylaxis treatment strategies for febrile neutropenia in patients with recurrent ovarian cancer,"OBJECTIVE: Evaluate the cost-effectiveness of primary prophylaxis (PP) or secondary prophylaxis (SP) with pegfilgrastim, filgrastim (6-day and 11-day), or no prophylaxis to reduce the risk of febrile neutropenia (FN) in patients with recurrent ovarian cancer receiving docetaxel or topotecan. METHODS: A Markov model was used to evaluate the cost-effectiveness of PP vs SP from a US payer perspective. Model inputs, including the efficacy of each strategy (relative risk of FN with prophylaxis compared to no prophylaxis) and mortality, costs, and utility values were estimated from public sources and peer-reviewed publications. Incremental cost-effectiveness was evaluated in terms of net cost per FN event avoided, incremental cost per life-year saved (LYS), and incremental cost per quality-adjusted life-year (QALY) gained over a lifetime horizon. Deterministic and probabilistic sensitivity analyses (DSA and PSA) were conducted. RESULTS: For patients receiving docetaxel, the incremental cost-effectiveness ratio (ICER) for PP vs SP with pegfilgrastim was $7900 per QALY gained, and PP with pegfilgrastim dominated all other comparators. For patients receiving topotecan, PP with pegfilgrastim dominated all comparators. Model results were most sensitive to baseline FN risk. PP vs SP with pegfilgrastim was cost effective in 68% and 83% of simulations for docetaxel and in >99% of simulations for topotecan at willingness-to-pay thresholds of $50,000 and $100,000 per QALY. CONCLUSIONS: PP with pegfilgrastim should be considered cost effective compared to other prophylaxis strategies in patients with recurrent ovarian cancer receiving docetaxel or topotecan with a high risk of FN.",2014-01-16790,24657302,Gynecol Oncol,Kelly Fust,2014,133 / 3,446-53,No,24657302,"Kelly Fust; Xiaoyan Li; Michael Maschio; Richard Barron; Milton C Weinstein; Anju Parthan; Marjan Walli-Attaei; David B Chandler; Gary H Lyman; Cost-effectiveness of prophylaxis treatment strategies for febrile neutropenia in patients with recurrent ovarian cancer, Gynecol Oncol, ; 133(3):0090-8258; 446-53",QALY,United States of America,Not Stated,Not Stated,Primary prophylaxis with pegfilgrastim vs. Secondary prophylaxis with pegfilgrastim,recurrent ovarian cancer receiving docetaxel,59 Years,59 Years,Female,Full,Lifetime,Not Stated,3.00,7900,United States,2012,8905.32
13560,The Cost Effectiveness of Polyetheretheketone (PEEK) Cages for Anterior Cervical Discectomy and Fusion,"STUDY DESIGN: Cost-effectiveness analysis using a Markov model with inputs from published literature. OBJECTIVE: To learn which graft or hardware option used in a single-level anterior cervical discectomy and fusion (ACDF) is most beneficial in terms of cost, quality of life, and overall cost effectiveness. Options studied were autograft, allograft, and polyetheretherketone (PEEK) cages for cervical fusion. SUMMARY OF BACKGROUND DATA: ACDF is commonly used to treat cervical myelopathy and/or radiculopathy. No study has compared the cost effectiveness of autograft, allograft, and PEEK in 1-level ACDF. MATERIALS AND METHODS: A literature review provided inputs into a Markov decision model to determine the most effective graft or hardware option for 1-level ACDF. Data regarding rate of complications, quality-adjusted life years (QALYs) gained, and cost for each procedure type was collected. The Markov model was first run in a base case, using all currently available data. The model was then tested using 1-way and 2-way sensitivity analyses to determine the validity of the model''s conclusions if specific aspects of model were changed. This model was run for 10 years postoperatively. RESULTS: The cost per QALY for each option in the base case analysis was $3328/QALY for PEEK, $2492/QALY for autograft, and $2492/QALY for allograft. All graft/hardware options are cost effective ways to improve outcomes for patients living with chronic neck pain. For graft/hardware options the most cost-effective option was allograft. The incremental cost-effectiveness ratio for PEEK compared with autograft or allograft was >$100,000/QALY. CONCLUSIONS: Allograft is the most cost-effective graft/hardware option for ACDF. Compared with living with cervical myelopathy and/or radiculopathy, ACDF using any graft or hardware option is a cost-effective method of improving the quality of life of patients. PEEK is not a cost-effective option compared with allograft or autograft for use in ACDF.",2014-01-16795,24662283,J Spinal Disord Tech,Sohrab S Virk,2015,28 / 8,,No,24662283,"Sohrab S Virk; J Bradley Elder; Harvinder S Sandhu; Safdar N Khan; The Cost Effectiveness of Polyetheretheketone (PEEK) Cages for Anterior Cervical Discectomy and Fusion, J Spinal Disord Tech , 2015 Oct; 28(8):1539-2465",QALY,United States of America,Not Stated,Not Stated,Polyetheretheketone size 40mmx200mmx40mm for Anterior Cervical Disectomy and Fusion vs. None,Not Stated,60 Years,60 Years,Not Stated,Full,10 Years,Not Stated,3.00,4251,United States,2012,4791.96
13561,The Cost Effectiveness of Polyetheretheketone (PEEK) Cages for Anterior Cervical Discectomy and Fusion,"STUDY DESIGN: Cost-effectiveness analysis using a Markov model with inputs from published literature. OBJECTIVE: To learn which graft or hardware option used in a single-level anterior cervical discectomy and fusion (ACDF) is most beneficial in terms of cost, quality of life, and overall cost effectiveness. Options studied were autograft, allograft, and polyetheretherketone (PEEK) cages for cervical fusion. SUMMARY OF BACKGROUND DATA: ACDF is commonly used to treat cervical myelopathy and/or radiculopathy. No study has compared the cost effectiveness of autograft, allograft, and PEEK in 1-level ACDF. MATERIALS AND METHODS: A literature review provided inputs into a Markov decision model to determine the most effective graft or hardware option for 1-level ACDF. Data regarding rate of complications, quality-adjusted life years (QALYs) gained, and cost for each procedure type was collected. The Markov model was first run in a base case, using all currently available data. The model was then tested using 1-way and 2-way sensitivity analyses to determine the validity of the model''s conclusions if specific aspects of model were changed. This model was run for 10 years postoperatively. RESULTS: The cost per QALY for each option in the base case analysis was $3328/QALY for PEEK, $2492/QALY for autograft, and $2492/QALY for allograft. All graft/hardware options are cost effective ways to improve outcomes for patients living with chronic neck pain. For graft/hardware options the most cost-effective option was allograft. The incremental cost-effectiveness ratio for PEEK compared with autograft or allograft was >$100,000/QALY. CONCLUSIONS: Allograft is the most cost-effective graft/hardware option for ACDF. Compared with living with cervical myelopathy and/or radiculopathy, ACDF using any graft or hardware option is a cost-effective method of improving the quality of life of patients. PEEK is not a cost-effective option compared with allograft or autograft for use in ACDF.",2014-01-16795,24662283,J Spinal Disord Tech,Sohrab S Virk,2015,28 / 8,,No,24662283,"Sohrab S Virk; J Bradley Elder; Harvinder S Sandhu; Safdar N Khan; The Cost Effectiveness of Polyetheretheketone (PEEK) Cages for Anterior Cervical Discectomy and Fusion, J Spinal Disord Tech , 2015 Oct; 28(8):1539-2465",QALY,United States of America,Not Stated,Not Stated,Autograft for Anterior Cervical Disectomy and Fusion vs. None,Not Stated,60 Years,60 Years,Not Stated,Full,10 Years,Not Stated,3.00,3187,United States,2012,3592.56
13562,The Cost Effectiveness of Polyetheretheketone (PEEK) Cages for Anterior Cervical Discectomy and Fusion,"STUDY DESIGN: Cost-effectiveness analysis using a Markov model with inputs from published literature. OBJECTIVE: To learn which graft or hardware option used in a single-level anterior cervical discectomy and fusion (ACDF) is most beneficial in terms of cost, quality of life, and overall cost effectiveness. Options studied were autograft, allograft, and polyetheretherketone (PEEK) cages for cervical fusion. SUMMARY OF BACKGROUND DATA: ACDF is commonly used to treat cervical myelopathy and/or radiculopathy. No study has compared the cost effectiveness of autograft, allograft, and PEEK in 1-level ACDF. MATERIALS AND METHODS: A literature review provided inputs into a Markov decision model to determine the most effective graft or hardware option for 1-level ACDF. Data regarding rate of complications, quality-adjusted life years (QALYs) gained, and cost for each procedure type was collected. The Markov model was first run in a base case, using all currently available data. The model was then tested using 1-way and 2-way sensitivity analyses to determine the validity of the model''s conclusions if specific aspects of model were changed. This model was run for 10 years postoperatively. RESULTS: The cost per QALY for each option in the base case analysis was $3328/QALY for PEEK, $2492/QALY for autograft, and $2492/QALY for allograft. All graft/hardware options are cost effective ways to improve outcomes for patients living with chronic neck pain. For graft/hardware options the most cost-effective option was allograft. The incremental cost-effectiveness ratio for PEEK compared with autograft or allograft was >$100,000/QALY. CONCLUSIONS: Allograft is the most cost-effective graft/hardware option for ACDF. Compared with living with cervical myelopathy and/or radiculopathy, ACDF using any graft or hardware option is a cost-effective method of improving the quality of life of patients. PEEK is not a cost-effective option compared with allograft or autograft for use in ACDF.",2014-01-16795,24662283,J Spinal Disord Tech,Sohrab S Virk,2015,28 / 8,,No,24662283,"Sohrab S Virk; J Bradley Elder; Harvinder S Sandhu; Safdar N Khan; The Cost Effectiveness of Polyetheretheketone (PEEK) Cages for Anterior Cervical Discectomy and Fusion, J Spinal Disord Tech , 2015 Oct; 28(8):1539-2465",QALY,United States of America,Not Stated,Not Stated,Allograft for Anterior Cervical Disectomy and Fusion vs. None,Not Stated,60 Years,60 Years,Not Stated,Full,10 Years,Not Stated,3.00,3255.16,United States,2012,3669.4
