index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
23251,Age at Initiation and Frequency of Screening to Prevent Esophageal Squamous Cell Carcinoma in High-risk Regions: an Economic Evaluation,"The aim of this study was to identify the economic screening strategies for esophageal squamous cell carcinoma (ESCC) in high-risk regions. We used a validated ESCC health policy model for comparing different screening strategies for ESCC. Strategies varied in terms of age at initiation and frequency of screening. Model inputs were derived from parameter calibration and published literature. We estimated the effects of each strategy on the incidence of ESCC, costs, quality-adjusted life-year (QALY), and incremental cost-effectiveness ratios (ICERs). Compared with no screening, all competing screening strategies decreased the incidence of ESCC from 0.35% to 72.8%, and augmented the number of QALYs (0.002-0.086 QALYs per person) over a lifetime horizon. The screening strategies initiating at 40 years of age and repeated every 1–3 years, which gained over 70% of probabilities that was preferred in probabilistic sensitivity analysis at a $1,151/QALY willingness-to-pay threshold. Results were sensitive to the parameters related to the risks of developing basal cell hyperplasia/mild dysplasia. Endoscopy screening initiating at 40 years of age and repeated every 1–3 years could substantially reduce the disease burden and is cost-effective for the general population in high-risk regions. © 2020 American Association for Cancer Research.",2020-01-32832,32152149,Cancer Prev. Res.,B Wu,2020,13 / 6,543-550,No,32152149,"B Wu; Z Wang; Q Zhang; Age at Initiation and Frequency of Screening to Prevent Esophageal Squamous Cell Carcinoma in High-risk Regions: an Economic Evaluation, Cancer Prev. Res., 2020; 13(6):; 543-550",QALY,China,Not Stated,Screening,esophageal squamous cell carcinoma screening initiation at 30 years old vs. None,Not Stated,40 Years,19 Years,"Female, Male",Full,Lifetime,5.00,5.00,638,United States,2017,673.64
23252,Cost-effectiveness of an in-home respite care program to support informal caregivers of persons with dementia: A model-based analysis,"Objectives: To evaluate cost-effectiveness of an in-home respite care program in addition to standard community-based dementia care to support informal caregivers of persons with dementia compared with standard community-based dementia care. Methods: An age-dependent decision-analytic Markov model was applied from a third-party payer and a societal perspective projecting results of a quasi-experimental study over a time horizon of 5 years assuming a repetition of the program every 6 months. Additionally, to deal with uncertainty and to test robustness of the model scenario, one-way and probabilistic sensitivity analyses were conducted. Results: Implementing the program resulted in a quality-adjusted life year (QALY) gain of 0.14 in favor of the invention group compared with controls and an incremental cost of 1270€ from the third-party payer perspective and of 1220€ from the societal perspective. Next, an incremental cost-effectiveness ratio of 9042€/QALY and of 8690€/QALY was found in the base case, from the third-party payer perspective and the societal perspective, respectively. The scenario, one-way sensitivity, and probabilistic analyses demonstrated robustness of the base-case results. Conclusion: This cost-effectiveness analysis suggests that an in-home respite care program in addition to standard community-based dementia care is a cost-effective approach compared with standard community-based dementia care only. These findings provide more insight into the value of such services for the patient, the caregiver, and for society. © 2020 John Wiley & Sons Ltd",2020-01-32833,32011773,Int. J. Geriatr. Psychiatry,S Vandepitte,2020,35 / 6,601-609,No,32011773,"S Vandepitte; K Putman; Den Van; N Verhaeghe; L Annemans; Cost-effectiveness of an in-home respite care program to support informal caregivers of persons with dementia: A model-based analysis, Int. J. Geriatr. Psychiatry, 2020; 35(6):; 601-609",QALY,Belgium,Not Stated,Care Delivery,in-home respite care program + standard community-based dementia care vs. Standard/Usual Care- Standard community-based dementia care,Not Stated,Not Stated,19 Years,"Female, Male",Full,5 Years,3.00,1.50,9042,Euro,2018,11012.7
23253,Early cost-utility analysis of tissue-engineered heart valves compared to bioprostheses in the aortic position in elderly patients,"Objectives: Aortic valve disease is the most frequent indication for heart valve replacement with the highest prevalence in elderly. Tissue-engineered heart valves (TEHV) are foreseen to have important advantages over currently used bioprosthetic heart valve substitutes, most importantly reducing valve degeneration with subsequent reduction of re-intervention. We performed early Health Technology Assessment of hypothetical TEHV in elderly patients (= 70 years) requiring surgical (SAVR) or transcatheter aortic valve implantation (TAVI) to assess the potential of TEHV and to inform future development decisions. Methods: Using a patient-level simulation model, the potential cost-effectiveness of TEHV compared with bioprostheses was predicted from a societal perspective. Anticipated, but currently hypothetical improvements in performance of TEHV, divided in durability, thrombogenicity, and infection resistance, were explored in scenario analyses to estimate quality-adjusted life-year (QALY) gain, cost reduction, headroom, and budget impact. Results: Durability of TEHV had the highest impact on QALY gain and costs, followed by infection resistance. Improved TEHV performance (- 50% prosthetic valve-related events) resulted in lifetime QALY gains of 0.131 and 0.043, lifetime cost reductions of €639 and €368, translating to headrooms of €3255 and €2498 per hypothetical TEHV compared to SAVR and TAVI, respectively. National savings in the first decade after implementation varied between €2.8 and €11.2 million (SAVR) and €3.2–€12.8 million (TAVI) for TEHV substitution rates of 25–100%. Conclusions: Despite the relatively short life expectancy of elderly patients undergoing SAVR/TAVI, hypothetical TEHV are predicted to be cost-effective compared to bioprostheses, commercially viable and result in national cost savings when biomedical engineers succeed in realising improved durability and/or infection resistance of TEHV. © 2020, The Author(s).",2020-01-32834,31982976,Eur. J. Health Econ.,A Huygens,2020,21 / 4,557-572,No,31982976,"A Huygens; C Ramos; V Bouten; J Kluin; T Chiu; L Grunkemeier; J Takkenberg; Mölken Rutten-van; Early cost-utility analysis of tissue-engineered heart valves compared to bioprostheses in the aortic position in elderly patients, Eur. J. Health Econ., 2020; 21(4):1618-7598; 557-572",QALY,Netherlands,Not Stated,Medical Device,tissue-engineered heart valve replacement vs. Standard/Usual Care- Bioprosthetic heart valve substitutes via surgical aortic valve replacement,Not Stated,Not Stated,70 Years,"Female, Male",Full,Lifetime,4.00,1.50,-4877.86,Euro,2016,-5820.54
23254,Early cost-utility analysis of tissue-engineered heart valves compared to bioprostheses in the aortic position in elderly patients,"Objectives: Aortic valve disease is the most frequent indication for heart valve replacement with the highest prevalence in elderly. Tissue-engineered heart valves (TEHV) are foreseen to have important advantages over currently used bioprosthetic heart valve substitutes, most importantly reducing valve degeneration with subsequent reduction of re-intervention. We performed early Health Technology Assessment of hypothetical TEHV in elderly patients (= 70 years) requiring surgical (SAVR) or transcatheter aortic valve implantation (TAVI) to assess the potential of TEHV and to inform future development decisions. Methods: Using a patient-level simulation model, the potential cost-effectiveness of TEHV compared with bioprostheses was predicted from a societal perspective. Anticipated, but currently hypothetical improvements in performance of TEHV, divided in durability, thrombogenicity, and infection resistance, were explored in scenario analyses to estimate quality-adjusted life-year (QALY) gain, cost reduction, headroom, and budget impact. Results: Durability of TEHV had the highest impact on QALY gain and costs, followed by infection resistance. Improved TEHV performance (- 50% prosthetic valve-related events) resulted in lifetime QALY gains of 0.131 and 0.043, lifetime cost reductions of €639 and €368, translating to headrooms of €3255 and €2498 per hypothetical TEHV compared to SAVR and TAVI, respectively. National savings in the first decade after implementation varied between €2.8 and €11.2 million (SAVR) and €3.2–€12.8 million (TAVI) for TEHV substitution rates of 25–100%. Conclusions: Despite the relatively short life expectancy of elderly patients undergoing SAVR/TAVI, hypothetical TEHV are predicted to be cost-effective compared to bioprostheses, commercially viable and result in national cost savings when biomedical engineers succeed in realising improved durability and/or infection resistance of TEHV. © 2020, The Author(s).",2020-01-32834,31982976,Eur. J. Health Econ.,A Huygens,2020,21 / 4,557-572,No,31982976,"A Huygens; C Ramos; V Bouten; J Kluin; T Chiu; L Grunkemeier; J Takkenberg; Mölken Rutten-van; Early cost-utility analysis of tissue-engineered heart valves compared to bioprostheses in the aortic position in elderly patients, Eur. J. Health Econ., 2020; 21(4):1618-7598; 557-572",QALY,Netherlands,Not Stated,Medical Device,tissue-engineered heart valve replacement vs. Standard/Usual Care- Bioprosthetic heart valve substitutes via transcatheter aortic valve implantation,Not Stated,Not Stated,70 Years,"Female, Male",Full,Lifetime,4.00,1.50,-8558.14,Euro,2016,-10212.06
23255,Cost-Effectiveness of Pneumococcal Vaccination Policies and Uptake Programs in US Older Populations,"BACKGROUND/OBJECTIVES: Recently revised vaccination recommendations for US adults, aged 65 years and older, include both 23-valent pneumococcal polysaccharide vaccine (PPSV23) and 13-valent pneumococcal conjugate vaccine (PCV13), with PCV13 now recommended for immunocompetent older people based on shared decision making. The public health impact and cost-effectiveness of this recommendation or of pneumococcal vaccine uptake improvement interventions are unclear. DESIGN: Markov decision analysis. SETTING AND PARTICIPANTS: Hypothetical 65-year-old general and black population cohorts. INTERVENTION: Current pneumococcal vaccination recommendations for US older people, an alternative policy omitting PCV13 in immunocompetent older people, and vaccine uptake improvement programs. RESULTS: The current pneumococcal vaccination recommendation was the most effective strategy, but afforded slight public health benefits compared to an alternative (PPSV23 for all older people plus PCV13 for the immunocompromised) and cost greater than $750 000 per quality-adjusted life-year (QALY) gained in either population group with a vaccine uptake improvement program (absolute uptake increase = 12.3%; cost = $1.78/eligible patient) in place. The alternative strategy was more economically favorable, but cost greater than $100 000/QALY in either population, with or without an uptake intervention. Results were robust in sensitivity analyses; however, in black older people, the alternative strategy with an uptake program was most likely to be favored in probabilistic sensitivity analyses at a $150 000/QALY gained threshold. CONCLUSION: Current pneumococcal vaccination recommendations for US older people are economically unfavorable compared to an alternative strategy omitting PCV13 in the immunocompetent. The alternative recommendation with an uptake improvement program may be economically reasonable in black population analyses and could be worth considering as a population-wide recommendation if mitigating racial disparities is a priority. J Am Geriatr Soc 68:1271–1278, 2020. © 2020 The American Geriatrics Society",2020-01-32836,32086950,J. Am. Geriatr. Soc.,R Wateska,2020,68 / 6,1271-1278,No,32086950,"R Wateska; P Nowalk; J Lin; H Harrison; W Schaffner; K Zimmerman; J Smith; Cost-Effectiveness of Pneumococcal Vaccination Policies and Uptake Programs in US Older Populations, J. Am. Geriatr. Soc., 2020; 68(6):; 1271-1278",QALY,United States of America,Not Stated,Immunization,ppsv23 + pcv13 vs. None,Black population,Not Stated,65 Years,"Female, Male",Full,Lifetime,3.00,3.00,120685,United States,2014,131938.55
23256,Cost-Effectiveness of Pneumococcal Vaccination Policies and Uptake Programs in US Older Populations,"BACKGROUND/OBJECTIVES: Recently revised vaccination recommendations for US adults, aged 65 years and older, include both 23-valent pneumococcal polysaccharide vaccine (PPSV23) and 13-valent pneumococcal conjugate vaccine (PCV13), with PCV13 now recommended for immunocompetent older people based on shared decision making. The public health impact and cost-effectiveness of this recommendation or of pneumococcal vaccine uptake improvement interventions are unclear. DESIGN: Markov decision analysis. SETTING AND PARTICIPANTS: Hypothetical 65-year-old general and black population cohorts. INTERVENTION: Current pneumococcal vaccination recommendations for US older people, an alternative policy omitting PCV13 in immunocompetent older people, and vaccine uptake improvement programs. RESULTS: The current pneumococcal vaccination recommendation was the most effective strategy, but afforded slight public health benefits compared to an alternative (PPSV23 for all older people plus PCV13 for the immunocompromised) and cost greater than $750 000 per quality-adjusted life-year (QALY) gained in either population group with a vaccine uptake improvement program (absolute uptake increase = 12.3%; cost = $1.78/eligible patient) in place. The alternative strategy was more economically favorable, but cost greater than $100 000/QALY in either population, with or without an uptake intervention. Results were robust in sensitivity analyses; however, in black older people, the alternative strategy with an uptake program was most likely to be favored in probabilistic sensitivity analyses at a $150 000/QALY gained threshold. CONCLUSION: Current pneumococcal vaccination recommendations for US older people are economically unfavorable compared to an alternative strategy omitting PCV13 in the immunocompetent. The alternative recommendation with an uptake improvement program may be economically reasonable in black population analyses and could be worth considering as a population-wide recommendation if mitigating racial disparities is a priority. J Am Geriatr Soc 68:1271–1278, 2020. © 2020 The American Geriatrics Society",2020-01-32836,32086950,J. Am. Geriatr. Soc.,R Wateska,2020,68 / 6,1271-1278,No,32086950,"R Wateska; P Nowalk; J Lin; H Harrison; W Schaffner; K Zimmerman; J Smith; Cost-Effectiveness of Pneumococcal Vaccination Policies and Uptake Programs in US Older Populations, J. Am. Geriatr. Soc., 2020; 68(6):; 1271-1278",QALY,United States of America,Not Stated,Immunization,ppsv23 + pcv13 vs. PPSV23 for older people + PCV13 for immunocompromised,Black population,Not Stated,65 Years,"Female, Male",Full,Lifetime,3.00,3.00,156311,United States,2014,170886.58
23257,Cost-Effectiveness of Pneumococcal Vaccination Policies and Uptake Programs in US Older Populations,"BACKGROUND/OBJECTIVES: Recently revised vaccination recommendations for US adults, aged 65 years and older, include both 23-valent pneumococcal polysaccharide vaccine (PPSV23) and 13-valent pneumococcal conjugate vaccine (PCV13), with PCV13 now recommended for immunocompetent older people based on shared decision making. The public health impact and cost-effectiveness of this recommendation or of pneumococcal vaccine uptake improvement interventions are unclear. DESIGN: Markov decision analysis. SETTING AND PARTICIPANTS: Hypothetical 65-year-old general and black population cohorts. INTERVENTION: Current pneumococcal vaccination recommendations for US older people, an alternative policy omitting PCV13 in immunocompetent older people, and vaccine uptake improvement programs. RESULTS: The current pneumococcal vaccination recommendation was the most effective strategy, but afforded slight public health benefits compared to an alternative (PPSV23 for all older people plus PCV13 for the immunocompromised) and cost greater than $750 000 per quality-adjusted life-year (QALY) gained in either population group with a vaccine uptake improvement program (absolute uptake increase = 12.3%; cost = $1.78/eligible patient) in place. The alternative strategy was more economically favorable, but cost greater than $100 000/QALY in either population, with or without an uptake intervention. Results were robust in sensitivity analyses; however, in black older people, the alternative strategy with an uptake program was most likely to be favored in probabilistic sensitivity analyses at a $150 000/QALY gained threshold. CONCLUSION: Current pneumococcal vaccination recommendations for US older people are economically unfavorable compared to an alternative strategy omitting PCV13 in the immunocompetent. The alternative recommendation with an uptake improvement program may be economically reasonable in black population analyses and could be worth considering as a population-wide recommendation if mitigating racial disparities is a priority. J Am Geriatr Soc 68:1271–1278, 2020. © 2020 The American Geriatrics Society",2020-01-32836,32086950,J. Am. Geriatr. Soc.,R Wateska,2020,68 / 6,1271-1278,No,32086950,"R Wateska; P Nowalk; J Lin; H Harrison; W Schaffner; K Zimmerman; J Smith; Cost-Effectiveness of Pneumococcal Vaccination Policies and Uptake Programs in US Older Populations, J. Am. Geriatr. Soc., 2020; 68(6):; 1271-1278",QALY,United States of America,Not Stated,Immunization,ppsv23 + pcv13 vs. omit age-based PCV13 use in immunocompetent older people; program to increase ppsv23 and pcv13 uptake,black population,Not Stated,65 Years,"Female, Male",Full,Lifetime,3.00,3.00,813864,United States,2014,889754.65
23258,Cost-Effectiveness of Pneumococcal Vaccination Policies and Uptake Programs in US Older Populations,"BACKGROUND/OBJECTIVES: Recently revised vaccination recommendations for US adults, aged 65 years and older, include both 23-valent pneumococcal polysaccharide vaccine (PPSV23) and 13-valent pneumococcal conjugate vaccine (PCV13), with PCV13 now recommended for immunocompetent older people based on shared decision making. The public health impact and cost-effectiveness of this recommendation or of pneumococcal vaccine uptake improvement interventions are unclear. DESIGN: Markov decision analysis. SETTING AND PARTICIPANTS: Hypothetical 65-year-old general and black population cohorts. INTERVENTION: Current pneumococcal vaccination recommendations for US older people, an alternative policy omitting PCV13 in immunocompetent older people, and vaccine uptake improvement programs. RESULTS: The current pneumococcal vaccination recommendation was the most effective strategy, but afforded slight public health benefits compared to an alternative (PPSV23 for all older people plus PCV13 for the immunocompromised) and cost greater than $750 000 per quality-adjusted life-year (QALY) gained in either population group with a vaccine uptake improvement program (absolute uptake increase = 12.3%; cost = $1.78/eligible patient) in place. The alternative strategy was more economically favorable, but cost greater than $100 000/QALY in either population, with or without an uptake intervention. Results were robust in sensitivity analyses; however, in black older people, the alternative strategy with an uptake program was most likely to be favored in probabilistic sensitivity analyses at a $150 000/QALY gained threshold. CONCLUSION: Current pneumococcal vaccination recommendations for US older people are economically unfavorable compared to an alternative strategy omitting PCV13 in the immunocompetent. The alternative recommendation with an uptake improvement program may be economically reasonable in black population analyses and could be worth considering as a population-wide recommendation if mitigating racial disparities is a priority. J Am Geriatr Soc 68:1271–1278, 2020. © 2020 The American Geriatrics Society",2020-01-32836,32086950,J. Am. Geriatr. Soc.,R Wateska,2020,68 / 6,1271-1278,No,32086950,"R Wateska; P Nowalk; J Lin; H Harrison; W Schaffner; K Zimmerman; J Smith; Cost-Effectiveness of Pneumococcal Vaccination Policies and Uptake Programs in US Older Populations, J. Am. Geriatr. Soc., 2020; 68(6):; 1271-1278",QALY,United States of America,Not Stated,Immunization,ppsv23 + pcv13 vs. None,Not Stated,Not Stated,65 Years,"Female, Male",Full,Lifetime,3.00,3.00,224833.33,United States,2014,245798.44
23259,Cost-Effectiveness of Pneumococcal Vaccination Policies and Uptake Programs in US Older Populations,"BACKGROUND/OBJECTIVES: Recently revised vaccination recommendations for US adults, aged 65 years and older, include both 23-valent pneumococcal polysaccharide vaccine (PPSV23) and 13-valent pneumococcal conjugate vaccine (PCV13), with PCV13 now recommended for immunocompetent older people based on shared decision making. The public health impact and cost-effectiveness of this recommendation or of pneumococcal vaccine uptake improvement interventions are unclear. DESIGN: Markov decision analysis. SETTING AND PARTICIPANTS: Hypothetical 65-year-old general and black population cohorts. INTERVENTION: Current pneumococcal vaccination recommendations for US older people, an alternative policy omitting PCV13 in immunocompetent older people, and vaccine uptake improvement programs. RESULTS: The current pneumococcal vaccination recommendation was the most effective strategy, but afforded slight public health benefits compared to an alternative (PPSV23 for all older people plus PCV13 for the immunocompromised) and cost greater than $750 000 per quality-adjusted life-year (QALY) gained in either population group with a vaccine uptake improvement program (absolute uptake increase = 12.3%; cost = $1.78/eligible patient) in place. The alternative strategy was more economically favorable, but cost greater than $100 000/QALY in either population, with or without an uptake intervention. Results were robust in sensitivity analyses; however, in black older people, the alternative strategy with an uptake program was most likely to be favored in probabilistic sensitivity analyses at a $150 000/QALY gained threshold. CONCLUSION: Current pneumococcal vaccination recommendations for US older people are economically unfavorable compared to an alternative strategy omitting PCV13 in the immunocompetent. The alternative recommendation with an uptake improvement program may be economically reasonable in black population analyses and could be worth considering as a population-wide recommendation if mitigating racial disparities is a priority. J Am Geriatr Soc 68:1271–1278, 2020. © 2020 The American Geriatrics Society",2020-01-32836,32086950,J. Am. Geriatr. Soc.,R Wateska,2020,68 / 6,1271-1278,No,32086950,"R Wateska; P Nowalk; J Lin; H Harrison; W Schaffner; K Zimmerman; J Smith; Cost-Effectiveness of Pneumococcal Vaccination Policies and Uptake Programs in US Older Populations, J. Am. Geriatr. Soc., 2020; 68(6):; 1271-1278",QALY,United States of America,Not Stated,Immunization,ppsv23 + pcv13 vs. age-based pcv13 use in immunocompetent,Not Stated,Not Stated,65 Years,"Female, Male",Full,Lifetime,3.00,3.00,287328,United States,2014,314120.57
23260,Cost-Effectiveness of Pneumococcal Vaccination Policies and Uptake Programs in US Older Populations,"BACKGROUND/OBJECTIVES: Recently revised vaccination recommendations for US adults, aged 65 years and older, include both 23-valent pneumococcal polysaccharide vaccine (PPSV23) and 13-valent pneumococcal conjugate vaccine (PCV13), with PCV13 now recommended for immunocompetent older people based on shared decision making. The public health impact and cost-effectiveness of this recommendation or of pneumococcal vaccine uptake improvement interventions are unclear. DESIGN: Markov decision analysis. SETTING AND PARTICIPANTS: Hypothetical 65-year-old general and black population cohorts. INTERVENTION: Current pneumococcal vaccination recommendations for US older people, an alternative policy omitting PCV13 in immunocompetent older people, and vaccine uptake improvement programs. RESULTS: The current pneumococcal vaccination recommendation was the most effective strategy, but afforded slight public health benefits compared to an alternative (PPSV23 for all older people plus PCV13 for the immunocompromised) and cost greater than $750 000 per quality-adjusted life-year (QALY) gained in either population group with a vaccine uptake improvement program (absolute uptake increase = 12.3%; cost = $1.78/eligible patient) in place. The alternative strategy was more economically favorable, but cost greater than $100 000/QALY in either population, with or without an uptake intervention. Results were robust in sensitivity analyses; however, in black older people, the alternative strategy with an uptake program was most likely to be favored in probabilistic sensitivity analyses at a $150 000/QALY gained threshold. CONCLUSION: Current pneumococcal vaccination recommendations for US older people are economically unfavorable compared to an alternative strategy omitting PCV13 in the immunocompetent. The alternative recommendation with an uptake improvement program may be economically reasonable in black population analyses and could be worth considering as a population-wide recommendation if mitigating racial disparities is a priority. J Am Geriatr Soc 68:1271–1278, 2020. © 2020 The American Geriatrics Society",2020-01-32836,32086950,J. Am. Geriatr. Soc.,R Wateska,2020,68 / 6,1271-1278,No,32086950,"R Wateska; P Nowalk; J Lin; H Harrison; W Schaffner; K Zimmerman; J Smith; Cost-Effectiveness of Pneumococcal Vaccination Policies and Uptake Programs in US Older Populations, J. Am. Geriatr. Soc., 2020; 68(6):; 1271-1278",QALY,United States of America,Not Stated,Immunization,ppsv23 + pcv13 vs. age-based pcv13 use in immunocompetent older people; program to increase pneumococcal immunization uptake,Not Stated,Not Stated,65 Years,"Female, Male",Full,Lifetime,3.00,3.00,765018,United States,2014,836353.89
23261,Application of Discrete-Event Simulation in Health Technology Assessment: A Cost-Effectiveness Analysis of Alzheimer's Disease Treatment Using Real-World Evidence in Thailand,"Objectives: Decision-analytic models for Alzheimer''s disease (AD) have been advanced to a discrete-event simulation (DES), in which individual-level modeling of disease progression across continuous severity spectra become feasible. This study aimed to apply DES to perform cost-effectiveness analysis of AD treatment in Thailand. Methods: A data set of Thai AD patients, representing unique demographic and clinical characteristics, was bootstrapped to generate a baseline cohort of 50 000 patients. Each patient was cloned and assigned to donepezil, galantamine, rivastigmine, memantine, or no treatment. Correlated changes in cognitive and behavioral status over time were developed using patient-level data. Treatment effects were obtained from the most recent network meta-analysis. Treatment persistence; mortality; and predictive equations for functional status, costs (Thai baht in 2017), and quality-adjusted life-year (QALY) were derived from country-specific real-world data. Results: From a societal perspective, only the prescription of donepezil to AD patients with all disease-severity levels was found to be cost-effective (incremental cost-effectiveness ratio): 138 524 Thai baht/QALY ($4062/QALY)]. Regardless of whether the treatment-stopping rule when the mini-mental state examination score <10 was introduced, providing early treatment with donepezil to mild AD patients further reduced the incremental cost-effectiveness ratio. Extensive sensitivity analyses indicated robust simulation findings. Conclusions: Discrete-event simulation greatly enhances the real-world representativeness of decision-analytic models for AD. Donepezil is the most cost-effective treatment option for AD in Thailand and is worth being considered for universal financial coverage. Application of DES in heath technology assessment should be encouraged, especially when the validity of the model is questionable with classical modeling methods. © 2020 ISPOR–The Professional Society for Health Economics and Outcomes Research",2020-01-32837,32540228,Value Health,K Kongpakwattana,2020,23 / 6,710-718,Yes,32540228,"K Kongpakwattana; N Chaiyakunapruk; Application of Discrete-Event Simulation in Health Technology Assessment: A Cost-Effectiveness Analysis of Alzheimer's Disease Treatment Using Real-World Evidence in Thailand, Value Health, 2020; 23(6):1098-3015; 710-718",QALY,Thailand,Not Stated,Pharmaceutical,donepezil vs. None,Not Stated,Not Stated,61 Years,"Female, Male",Full,Lifetime,3.00,3.00,138524,Thailand,2017,4312.8
23262,Application of Discrete-Event Simulation in Health Technology Assessment: A Cost-Effectiveness Analysis of Alzheimer's Disease Treatment Using Real-World Evidence in Thailand,"Objectives: Decision-analytic models for Alzheimer''s disease (AD) have been advanced to a discrete-event simulation (DES), in which individual-level modeling of disease progression across continuous severity spectra become feasible. This study aimed to apply DES to perform cost-effectiveness analysis of AD treatment in Thailand. Methods: A data set of Thai AD patients, representing unique demographic and clinical characteristics, was bootstrapped to generate a baseline cohort of 50 000 patients. Each patient was cloned and assigned to donepezil, galantamine, rivastigmine, memantine, or no treatment. Correlated changes in cognitive and behavioral status over time were developed using patient-level data. Treatment effects were obtained from the most recent network meta-analysis. Treatment persistence; mortality; and predictive equations for functional status, costs (Thai baht in 2017), and quality-adjusted life-year (QALY) were derived from country-specific real-world data. Results: From a societal perspective, only the prescription of donepezil to AD patients with all disease-severity levels was found to be cost-effective (incremental cost-effectiveness ratio): 138 524 Thai baht/QALY ($4062/QALY)]. Regardless of whether the treatment-stopping rule when the mini-mental state examination score <10 was introduced, providing early treatment with donepezil to mild AD patients further reduced the incremental cost-effectiveness ratio. Extensive sensitivity analyses indicated robust simulation findings. Conclusions: Discrete-event simulation greatly enhances the real-world representativeness of decision-analytic models for AD. Donepezil is the most cost-effective treatment option for AD in Thailand and is worth being considered for universal financial coverage. Application of DES in heath technology assessment should be encouraged, especially when the validity of the model is questionable with classical modeling methods. © 2020 ISPOR–The Professional Society for Health Economics and Outcomes Research",2020-01-32837,32540228,Value Health,K Kongpakwattana,2020,23 / 6,710-718,Yes,32540228,"K Kongpakwattana; N Chaiyakunapruk; Application of Discrete-Event Simulation in Health Technology Assessment: A Cost-Effectiveness Analysis of Alzheimer's Disease Treatment Using Real-World Evidence in Thailand, Value Health, 2020; 23(6):1098-3015; 710-718",QALY,Thailand,Not Stated,Pharmaceutical,galantamine vs. None,Not Stated,Not Stated,61 Years,"Female, Male",Full,Lifetime,3.00,3.00,16821750,Thailand,2017,523727.94
23263,Application of Discrete-Event Simulation in Health Technology Assessment: A Cost-Effectiveness Analysis of Alzheimer's Disease Treatment Using Real-World Evidence in Thailand,"Objectives: Decision-analytic models for Alzheimer''s disease (AD) have been advanced to a discrete-event simulation (DES), in which individual-level modeling of disease progression across continuous severity spectra become feasible. This study aimed to apply DES to perform cost-effectiveness analysis of AD treatment in Thailand. Methods: A data set of Thai AD patients, representing unique demographic and clinical characteristics, was bootstrapped to generate a baseline cohort of 50 000 patients. Each patient was cloned and assigned to donepezil, galantamine, rivastigmine, memantine, or no treatment. Correlated changes in cognitive and behavioral status over time were developed using patient-level data. Treatment effects were obtained from the most recent network meta-analysis. Treatment persistence; mortality; and predictive equations for functional status, costs (Thai baht in 2017), and quality-adjusted life-year (QALY) were derived from country-specific real-world data. Results: From a societal perspective, only the prescription of donepezil to AD patients with all disease-severity levels was found to be cost-effective (incremental cost-effectiveness ratio): 138 524 Thai baht/QALY ($4062/QALY)]. Regardless of whether the treatment-stopping rule when the mini-mental state examination score <10 was introduced, providing early treatment with donepezil to mild AD patients further reduced the incremental cost-effectiveness ratio. Extensive sensitivity analyses indicated robust simulation findings. Conclusions: Discrete-event simulation greatly enhances the real-world representativeness of decision-analytic models for AD. Donepezil is the most cost-effective treatment option for AD in Thailand and is worth being considered for universal financial coverage. Application of DES in heath technology assessment should be encouraged, especially when the validity of the model is questionable with classical modeling methods. © 2020 ISPOR–The Professional Society for Health Economics and Outcomes Research",2020-01-32837,32540228,Value Health,K Kongpakwattana,2020,23 / 6,710-718,Yes,32540228,"K Kongpakwattana; N Chaiyakunapruk; Application of Discrete-Event Simulation in Health Technology Assessment: A Cost-Effectiveness Analysis of Alzheimer's Disease Treatment Using Real-World Evidence in Thailand, Value Health, 2020; 23(6):1098-3015; 710-718",QALY,Thailand,Not Stated,Pharmaceutical,rivastigmine vs. None,Not Stated,Not Stated,61 Years,"Female, Male",Full,Lifetime,3.00,3.00,3139476.19,Thailand,2017,97744.37
