index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
31150,The cost-effectiveness of multi-purpose HIV and pregnancy prevention technologies in South Africa,"INTRODUCTION: A number of antiretroviral HIV prevention products are efficacious in preventing HIV infection. However, the sexual and reproductive health needs of many women extend beyond HIV prevention, and research is ongoing to develop multi-purpose prevention technologies (MPTs) that offer dual HIV and pregnancy protection. We do not yet know if these products will be an efficient use of constrained health resources. In this paper, we estimate the cost-effectiveness of combinations of candidate multi-purpose prevention technologies (MPTs), in South Africa among general population women and female sex workers (FSWs). METHODS: We combined a cost model with a static model of product impact based on incidence data in South Africa to estimate the cost-effectiveness of five candidate co-formulated or co-provided MPTs: oral PrEP, intravaginal ring, injectable ARV, microbicide gel and SILCS diaphragm used in concert with gel. We accounted for the preferences of end-users by predicting uptake using a discrete choice experiment (DCE). Product availability and protection were systematically varied in five potential rollout scenarios. The impact model estimated the number of infections averted through decreased incidence due to product use over one year. The comparator for each scenario was current levels of male condom use, while a health system perspective was used to estimate discounted lifetime treatment costs averted per HIV infection. Product benefit was estimated in disability-adjusted life years (DALYs) averted. Benefits from contraception were incorporated through adjusting the uptake of these products based on the DCE and through estimating the costs averted from avoiding unwanted pregnancies. We explore the additional impact of STI protection through increased uptake in a sensitivity analysis. RESULTS: At central incidence rates, all single- and multi-purpose scenarios modelled were cost-effective among FSWs and women aged 16-24, at a governmental willingness-to-pay threshold of $1175/DALY averted (range: $214-$810/DALY averted among non-dominant scenarios), however, none were cost-effective among women aged 25-49 (minimum $1706/DALY averted). The cost-effectiveness of products improved with additional protection from pregnancy. Estimates were sensitive to variation in incidence assumptions, but robust to other parameters. CONCLUSIONS: To the best of our knowledge, this is the first study to estimate the cost-effectiveness of a range of potential MPTs; suggesting that MPTs will be cost-effective among higher incidence FSWs or young women, but not among lower incidence older women. More work is needed to make attractive MPTs available to potential users who could use them effectively.",2018-99-27731,29537654,J Int AIDS Soc,Matthew Quaife,2018,21 / 3,,No,29537654,"Matthew Quaife; Fern Terris-Prestholt; Robyn Eakle; Maria A Cabrera Escobar; Maggie Kilbourne-Brook; Mercy Mvundura; Gesine Meyer-Rath; Sinead Delany-Moretlwe; Peter Vickerman; The cost-effectiveness of multi-purpose HIV and pregnancy prevention technologies in South Africa, J Int AIDS Soc, 2018 Mar; 21(3):1758-2652",DALY,South Africa,Not Stated,"Maternal / Neonatal / Reproductive Care, Medical Device, Pharmaceutical",Pre-exposure prophylaxis plus vaginal ring and multi- purpose prevention technologies vs. Pre-exposure prophylaxis plus multi- purpose prevention technologies,Central HIV incidence,40 Years,12 Years,Female,Full,,Not Stated,Not Stated,Not Stated,United States,2016,Not Stated
31151,The cost-effectiveness of multi-purpose HIV and pregnancy prevention technologies in South Africa,"INTRODUCTION: A number of antiretroviral HIV prevention products are efficacious in preventing HIV infection. However, the sexual and reproductive health needs of many women extend beyond HIV prevention, and research is ongoing to develop multi-purpose prevention technologies (MPTs) that offer dual HIV and pregnancy protection. We do not yet know if these products will be an efficient use of constrained health resources. In this paper, we estimate the cost-effectiveness of combinations of candidate multi-purpose prevention technologies (MPTs), in South Africa among general population women and female sex workers (FSWs). METHODS: We combined a cost model with a static model of product impact based on incidence data in South Africa to estimate the cost-effectiveness of five candidate co-formulated or co-provided MPTs: oral PrEP, intravaginal ring, injectable ARV, microbicide gel and SILCS diaphragm used in concert with gel. We accounted for the preferences of end-users by predicting uptake using a discrete choice experiment (DCE). Product availability and protection were systematically varied in five potential rollout scenarios. The impact model estimated the number of infections averted through decreased incidence due to product use over one year. The comparator for each scenario was current levels of male condom use, while a health system perspective was used to estimate discounted lifetime treatment costs averted per HIV infection. Product benefit was estimated in disability-adjusted life years (DALYs) averted. Benefits from contraception were incorporated through adjusting the uptake of these products based on the DCE and through estimating the costs averted from avoiding unwanted pregnancies. We explore the additional impact of STI protection through increased uptake in a sensitivity analysis. RESULTS: At central incidence rates, all single- and multi-purpose scenarios modelled were cost-effective among FSWs and women aged 16-24, at a governmental willingness-to-pay threshold of $1175/DALY averted (range: $214-$810/DALY averted among non-dominant scenarios), however, none were cost-effective among women aged 25-49 (minimum $1706/DALY averted). The cost-effectiveness of products improved with additional protection from pregnancy. Estimates were sensitive to variation in incidence assumptions, but robust to other parameters. CONCLUSIONS: To the best of our knowledge, this is the first study to estimate the cost-effectiveness of a range of potential MPTs; suggesting that MPTs will be cost-effective among higher incidence FSWs or young women, but not among lower incidence older women. More work is needed to make attractive MPTs available to potential users who could use them effectively.",2018-99-27731,29537654,J Int AIDS Soc,Matthew Quaife,2018,21 / 3,,No,29537654,"Matthew Quaife; Fern Terris-Prestholt; Robyn Eakle; Maria A Cabrera Escobar; Maggie Kilbourne-Brook; Mercy Mvundura; Gesine Meyer-Rath; Sinead Delany-Moretlwe; Peter Vickerman; The cost-effectiveness of multi-purpose HIV and pregnancy prevention technologies in South Africa, J Int AIDS Soc, 2018 Mar; 21(3):1758-2652",DALY,South Africa,Not Stated,"Maternal / Neonatal / Reproductive Care, Medical Device, Pharmaceutical",Pre-exposure prophylaxis plus vaginal ring and multi- purpose prevention technologies vs. Pre-exposure prophylaxis plus multi- purpose prevention technologies,"Central HIV incidence, female sex workers",64 Years,12 Years,Female,Full,,Not Stated,Not Stated,Not Stated,United States,2016,Not Stated
31152,The investment case for hepatitis B and C in South Africa: adaptation and innovation in policy analysis for disease program scale-up,"Even though WHO has approved global goals for hepatitis elimination, most countries have yet to establish programs for hepatitis B and C, which account for 320 million infections and over a million deaths annually. One reason for this slow response is the paucity of robust, compelling analyses showing that national HBV/HCV programs could have a significant impact on these epidemics and save lives in a cost-effective, affordable manner. In this context, our team used an investment case approach to develop a national hepatitis action plan for South Africa, grounded in a process of intensive engagement of local stakeholders. Costs were estimated for each activity using an ingredients-based, bottom-up costing tool designed by the authors. The health impact and cost-effectiveness of the Action Plan were assessed by simulating its four priority interventions (HBV birth dose vaccination, PMTCT, HBV treatment and HCV treatment) using previously developed models calibrated to South Africa''s demographic and epidemic profile. The Action Plan is estimated to require ZAR3.8 billion (US$294 million) over 2017-2021, about 0.5% of projected government health spending. Treatment scale-up over the initial 5-year period would avert 13 000 HBV-related and 7000 HCV-related deaths. If scale up continues beyond 2021 in line with WHO goals, more than 670 000 new infections, 200 000 HBV-related deaths, and 30 000 HCV-related deaths could be averted. The incremental cost-effectiveness of the Action Plan is estimated at $3310 per DALY averted, less than the benchmark of half of per capita GDP. Our analysis suggests that the proposed scale-up can be accommodated within South Africa''s fiscal space and represents good use of scarce resources. Discussions are ongoing in South Africa on the allocation of budget to hepatitis. Our work illustrates the value and feasibility of using an investment case approach to assess the costs and relative priority of scaling up HBV/HCV services.",2018-01-04648,29529282,Prim. Health Care Res. Dev.,Robert Hecht,2018,33 / 4,528-538,No,29529282,"Robert Hecht; Emily I. McIntosh; K. Brent Smale; Lori Ann Vallis; Malin Kark; Finn Rasmussen; Sahar Ansari; Maryam Moshaverinia; Nima Roohpour; Winston W. L. Chee; Scott R. Schricker; Alireza Moshaverinia; Charu C Garg; Sarmila Mazumder; Sunita Taneja; Medha Shekhar; Sanjana Brahmawar Mohan; Anuradha Bose; Sharad D Iyengar; Rajiv Bahl; Jose Martines; Nita Bhandari; The investment case for hepatitis B and C in South Africa: adaptation and innovation in policy analysis for disease program scale-up, Prim. Health Care Res. Dev., 2018 May 1; 33(4):1463-4236; 528-538",DALY,South Africa,Not Stated,Immunization,Hepatitis B virus birth dose vaccination vs. Standard/Usual Care,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,Not Stated,329,United States,2016,354.78
31153,The investment case for hepatitis B and C in South Africa: adaptation and innovation in policy analysis for disease program scale-up,"Even though WHO has approved global goals for hepatitis elimination, most countries have yet to establish programs for hepatitis B and C, which account for 320 million infections and over a million deaths annually. One reason for this slow response is the paucity of robust, compelling analyses showing that national HBV/HCV programs could have a significant impact on these epidemics and save lives in a cost-effective, affordable manner. In this context, our team used an investment case approach to develop a national hepatitis action plan for South Africa, grounded in a process of intensive engagement of local stakeholders. Costs were estimated for each activity using an ingredients-based, bottom-up costing tool designed by the authors. The health impact and cost-effectiveness of the Action Plan were assessed by simulating its four priority interventions (HBV birth dose vaccination, PMTCT, HBV treatment and HCV treatment) using previously developed models calibrated to South Africa''s demographic and epidemic profile. The Action Plan is estimated to require ZAR3.8 billion (US$294 million) over 2017-2021, about 0.5% of projected government health spending. Treatment scale-up over the initial 5-year period would avert 13 000 HBV-related and 7000 HCV-related deaths. If scale up continues beyond 2021 in line with WHO goals, more than 670 000 new infections, 200 000 HBV-related deaths, and 30 000 HCV-related deaths could be averted. The incremental cost-effectiveness of the Action Plan is estimated at $3310 per DALY averted, less than the benchmark of half of per capita GDP. Our analysis suggests that the proposed scale-up can be accommodated within South Africa''s fiscal space and represents good use of scarce resources. Discussions are ongoing in South Africa on the allocation of budget to hepatitis. Our work illustrates the value and feasibility of using an investment case approach to assess the costs and relative priority of scaling up HBV/HCV services.",2018-01-04648,29529282,Prim. Health Care Res. Dev.,Robert Hecht,2018,33 / 4,528-538,No,29529282,"Robert Hecht; Emily I. McIntosh; K. Brent Smale; Lori Ann Vallis; Malin Kark; Finn Rasmussen; Sahar Ansari; Maryam Moshaverinia; Nima Roohpour; Winston W. L. Chee; Scott R. Schricker; Alireza Moshaverinia; Charu C Garg; Sarmila Mazumder; Sunita Taneja; Medha Shekhar; Sanjana Brahmawar Mohan; Anuradha Bose; Sharad D Iyengar; Rajiv Bahl; Jose Martines; Nita Bhandari; The investment case for hepatitis B and C in South Africa: adaptation and innovation in policy analysis for disease program scale-up, Prim. Health Care Res. Dev., 2018 May 1; 33(4):1463-4236; 528-538",DALY,South Africa,Not Stated,Pharmaceutical,Hepatitis C Virus treatment vs. Standard/Usual Care,Not Stated,Not Stated,19 Years,"Female, Male",Full,,3.00,Not Stated,2849,United States,2016,3072.21
31154,The investment case for hepatitis B and C in South Africa: adaptation and innovation in policy analysis for disease program scale-up,"Even though WHO has approved global goals for hepatitis elimination, most countries have yet to establish programs for hepatitis B and C, which account for 320 million infections and over a million deaths annually. One reason for this slow response is the paucity of robust, compelling analyses showing that national HBV/HCV programs could have a significant impact on these epidemics and save lives in a cost-effective, affordable manner. In this context, our team used an investment case approach to develop a national hepatitis action plan for South Africa, grounded in a process of intensive engagement of local stakeholders. Costs were estimated for each activity using an ingredients-based, bottom-up costing tool designed by the authors. The health impact and cost-effectiveness of the Action Plan were assessed by simulating its four priority interventions (HBV birth dose vaccination, PMTCT, HBV treatment and HCV treatment) using previously developed models calibrated to South Africa''s demographic and epidemic profile. The Action Plan is estimated to require ZAR3.8 billion (US$294 million) over 2017-2021, about 0.5% of projected government health spending. Treatment scale-up over the initial 5-year period would avert 13 000 HBV-related and 7000 HCV-related deaths. If scale up continues beyond 2021 in line with WHO goals, more than 670 000 new infections, 200 000 HBV-related deaths, and 30 000 HCV-related deaths could be averted. The incremental cost-effectiveness of the Action Plan is estimated at $3310 per DALY averted, less than the benchmark of half of per capita GDP. Our analysis suggests that the proposed scale-up can be accommodated within South Africa''s fiscal space and represents good use of scarce resources. Discussions are ongoing in South Africa on the allocation of budget to hepatitis. Our work illustrates the value and feasibility of using an investment case approach to assess the costs and relative priority of scaling up HBV/HCV services.",2018-01-04648,29529282,Prim. Health Care Res. Dev.,Robert Hecht,2018,33 / 4,528-538,No,29529282,"Robert Hecht; Emily I. McIntosh; K. Brent Smale; Lori Ann Vallis; Malin Kark; Finn Rasmussen; Sahar Ansari; Maryam Moshaverinia; Nima Roohpour; Winston W. L. Chee; Scott R. Schricker; Alireza Moshaverinia; Charu C Garg; Sarmila Mazumder; Sunita Taneja; Medha Shekhar; Sanjana Brahmawar Mohan; Anuradha Bose; Sharad D Iyengar; Rajiv Bahl; Jose Martines; Nita Bhandari; The investment case for hepatitis B and C in South Africa: adaptation and innovation in policy analysis for disease program scale-up, Prim. Health Care Res. Dev., 2018 May 1; 33(4):1463-4236; 528-538",DALY,South Africa,Not Stated,Pharmaceutical,Hepatitis B Virus treatment vs. Standard/Usual Care,Not Stated,Not Stated,19 Years,"Female, Male",Full,,3.00,Not Stated,5021,United States,2016,5414.38
31155,The investment case for hepatitis B and C in South Africa: adaptation and innovation in policy analysis for disease program scale-up,"Even though WHO has approved global goals for hepatitis elimination, most countries have yet to establish programs for hepatitis B and C, which account for 320 million infections and over a million deaths annually. One reason for this slow response is the paucity of robust, compelling analyses showing that national HBV/HCV programs could have a significant impact on these epidemics and save lives in a cost-effective, affordable manner. In this context, our team used an investment case approach to develop a national hepatitis action plan for South Africa, grounded in a process of intensive engagement of local stakeholders. Costs were estimated for each activity using an ingredients-based, bottom-up costing tool designed by the authors. The health impact and cost-effectiveness of the Action Plan were assessed by simulating its four priority interventions (HBV birth dose vaccination, PMTCT, HBV treatment and HCV treatment) using previously developed models calibrated to South Africa''s demographic and epidemic profile. The Action Plan is estimated to require ZAR3.8 billion (US$294 million) over 2017-2021, about 0.5% of projected government health spending. Treatment scale-up over the initial 5-year period would avert 13 000 HBV-related and 7000 HCV-related deaths. If scale up continues beyond 2021 in line with WHO goals, more than 670 000 new infections, 200 000 HBV-related deaths, and 30 000 HCV-related deaths could be averted. The incremental cost-effectiveness of the Action Plan is estimated at $3310 per DALY averted, less than the benchmark of half of per capita GDP. Our analysis suggests that the proposed scale-up can be accommodated within South Africa''s fiscal space and represents good use of scarce resources. Discussions are ongoing in South Africa on the allocation of budget to hepatitis. Our work illustrates the value and feasibility of using an investment case approach to assess the costs and relative priority of scaling up HBV/HCV services.",2018-01-04648,29529282,Prim. Health Care Res. Dev.,Robert Hecht,2018,33 / 4,528-538,No,29529282,"Robert Hecht; Emily I. McIntosh; K. Brent Smale; Lori Ann Vallis; Malin Kark; Finn Rasmussen; Sahar Ansari; Maryam Moshaverinia; Nima Roohpour; Winston W. L. Chee; Scott R. Schricker; Alireza Moshaverinia; Charu C Garg; Sarmila Mazumder; Sunita Taneja; Medha Shekhar; Sanjana Brahmawar Mohan; Anuradha Bose; Sharad D Iyengar; Rajiv Bahl; Jose Martines; Nita Bhandari; The investment case for hepatitis B and C in South Africa: adaptation and innovation in policy analysis for disease program scale-up, Prim. Health Care Res. Dev., 2018 May 1; 33(4):1463-4236; 528-538",DALY,South Africa,Not Stated,"Maternal / Neonatal / Reproductive Care, Pharmaceutical, Screening",Hepatitis B Virus prevention of mother to child transmission vs. Standard/Usual Care,Pregnant women,Not Stated,19 Years,"Female, Male",Full,,3.00,Not Stated,26241,United States,2016,28296.92
31156,The investment case for hepatitis B and C in South Africa: adaptation and innovation in policy analysis for disease program scale-up,"Even though WHO has approved global goals for hepatitis elimination, most countries have yet to establish programs for hepatitis B and C, which account for 320 million infections and over a million deaths annually. One reason for this slow response is the paucity of robust, compelling analyses showing that national HBV/HCV programs could have a significant impact on these epidemics and save lives in a cost-effective, affordable manner. In this context, our team used an investment case approach to develop a national hepatitis action plan for South Africa, grounded in a process of intensive engagement of local stakeholders. Costs were estimated for each activity using an ingredients-based, bottom-up costing tool designed by the authors. The health impact and cost-effectiveness of the Action Plan were assessed by simulating its four priority interventions (HBV birth dose vaccination, PMTCT, HBV treatment and HCV treatment) using previously developed models calibrated to South Africa''s demographic and epidemic profile. The Action Plan is estimated to require ZAR3.8 billion (US$294 million) over 2017-2021, about 0.5% of projected government health spending. Treatment scale-up over the initial 5-year period would avert 13 000 HBV-related and 7000 HCV-related deaths. If scale up continues beyond 2021 in line with WHO goals, more than 670 000 new infections, 200 000 HBV-related deaths, and 30 000 HCV-related deaths could be averted. The incremental cost-effectiveness of the Action Plan is estimated at $3310 per DALY averted, less than the benchmark of half of per capita GDP. Our analysis suggests that the proposed scale-up can be accommodated within South Africa''s fiscal space and represents good use of scarce resources. Discussions are ongoing in South Africa on the allocation of budget to hepatitis. Our work illustrates the value and feasibility of using an investment case approach to assess the costs and relative priority of scaling up HBV/HCV services.",2018-01-04648,29529282,Prim. Health Care Res. Dev.,Robert Hecht,2018,33 / 4,528-538,No,29529282,"Robert Hecht; Emily I. McIntosh; K. Brent Smale; Lori Ann Vallis; Malin Kark; Finn Rasmussen; Sahar Ansari; Maryam Moshaverinia; Nima Roohpour; Winston W. L. Chee; Scott R. Schricker; Alireza Moshaverinia; Charu C Garg; Sarmila Mazumder; Sunita Taneja; Medha Shekhar; Sanjana Brahmawar Mohan; Anuradha Bose; Sharad D Iyengar; Rajiv Bahl; Jose Martines; Nita Bhandari; The investment case for hepatitis B and C in South Africa: adaptation and innovation in policy analysis for disease program scale-up, Prim. Health Care Res. Dev., 2018 May 1; 33(4):1463-4236; 528-538",DALY,South Africa,Not Stated,"Immunization, Legislation / Regulation, Maternal / Neonatal / Reproductive Care, Pharmaceutical, Screening",Full national action plan program vs. Standard/Usual Care,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,Not Stated,3310,United States,2016,3569.33
31157,"Effect and cost-effectiveness of educating mothers about childhood DPT vaccination on immunisation uptake, knowledge, and perceptions in Uttar Pradesh, India: A randomised controlled trial","BACKGROUND: To assess the effect of health information on immunisation uptake in rural India, we conducted an individually randomised controlled trial of health information messages targeting the mothers of unvaccinated or incompletely vaccinated children through home visits in rural Uttar Pradesh, India. METHODS AND FINDINGS: The study tested a brief intervention that provided mothers face-to-face with information on the benefits of the tetanus vaccine. Participants were 722 mothers of children aged 0-36 months who had not received 3 doses of diphtheria-pertussis-tetanus (DPT) vaccine (DPT3). Mothers were randomly assigned in a ratio of 1:1:1 to 1 of 3 study arms: mothers in the first treatment group received information framed as a gain (e.g., the child is less likely to get tetanus and more likely to be healthy if vaccinated), mothers in the second treatment group received information framed in terms of a loss (e.g., the child is more likely to get tetanus and suffer ill health if not vaccinated), and the third arm acted as a control group, with no information given to the mother. Surveys were conducted at baseline (September 2015) and after the intervention (April 2016). The primary outcome was the proportion of children who had received DPT3 measured after 7 months of follow-up. The analysis was by intention to treat. A total of 16 (2.2%) participants were lost to follow-up. The coverage of DPT3 was 28% in the control group and 43% in the pooled information groups, giving a risk difference of 15 percentage points (95% CI: 7% to 22%, p < 0.001) and a relative risk of 1.52 (95% CI: 1.2 to 1.9, p < 0.001). The information intervention increased the rate of measles vaccination by 22 percentage points (risk difference: 22%, 95% CI: 14% to 30%, p < 0.001; relative risk: 1.53, 95% CI: 1.29 to 1.80) and the rate of full immunisation by 14 percentage points (risk difference: 14%, 95% CI: 8% to 21%, p < 0.001; relative risk: 1.72, 95% CI: 1.29 to 2.29). It had a large positive effect on knowledge of the causes, symptoms, and prevention of tetanus but no effect on perceptions of vaccine efficacy. There was no difference in the proportion of children with DPT3 between the group that received information framed as a loss and the group that received information framed as a gain (risk difference: 4%, 95% CI: -5% to 13%; p = 0.352; relative risk: 1.11, 95% CI: 0.90 to 1.36). The cost per disability-adjusted life year averted of providing information was US$186, making the intervention highly cost-effective with respect to the WHO-recommended threshold of once the gross domestic product per capita (US$793 in the case of Uttar Pradesh). Key study limitations include the modest sample size for this trial, limiting power to detect small differences in the framing of information, and the potential for contamination among households. CONCLUSIONS: Providing mothers of unvaccinated/incompletely vaccinated children with information on tetanus and the benefits of DPT vaccination substantially increased immunisation coverage and was highly cost-effective. The framing of the health information message did not appear to matter. TRIAL REGISTRATION: The trial is registered with ISRCTN, number ISRCTN84560580.",2018-99-25857,29509769,PLoS Med,Timothy Powell-Jackson,2018,15 / 3,e1002519,No,29509769,"Timothy Powell-Jackson; Camilla Fabbri; Varun Dutt; Sarah Tougher; Kultar Singh; Effect and cost-effectiveness of educating mothers about childhood DPT vaccination on immunisation uptake, knowledge, and perceptions in Uttar Pradesh, India: A randomised controlled trial, PLoS Med, 2018 Mar; 15(3):1549-1676; e1002519",DALY,India,Not Stated,Health Education or Behavior,Health education information on tetanus and the benefits of diphtheria-pertussis-tetanus vaccination vs. None,Mothers of children aged 0-36 months who had not received 3 doses of diphtheria-pertussis-tetanus (DPT) vaccine,Not Stated,19 Years,Female,Full,,Not Stated,3.00,185.57,United States,2015,202.63
31158,"Cost-effectiveness of prenatal food and micronutrient interventions on under-five mortality and stunting: Analysis of data from the MINIMat randomized trial, Bangladesh","INTRODUCTION: Nutrition interventions may have favourable as well as unfavourable effects. The Maternal and Infant Nutrition Interventions in Matlab (MINIMat), with early prenatal food and micronutrient supplementation, reduced infant mortality and were reported to be very cost-effective. However, the multiple micronutrients (MMS) supplement was associated with an increased risk of stunted growth in infancy and early childhood. This unfavourable outcome was not included in the previous cost-effectiveness analysis. The aim of this study is to evaluate whether the MINIMat interventions remain cost-effective in view of both favourable (decreased under-five-years mortality) and unfavourable (increased stunting) outcomes. METHOD: Pregnant women in rural Bangladesh, where food insecurity still is prevalent, were randomized to early (E) or usual (U) invitation to be given food supplementation and daily doses of 30 mg, or 60 mg iron with 400 mug of folic acid, or MMS with 15 micronutrients including 30 mg iron and 400 mug of folic acid. E reduced stunting at 4.5 years compared with U, MMS increased stunting at 4.5 years compared with Fe60, while the combination EMMS reduced infant mortality compared with UFe60. The outcome measure used was disability adjusted life years (DALYs), a measure of overall disease burden that combines years of life lost due to premature mortality (under five-year mortality) and years lived with disability (stunting). Incremental cost effectiveness ratios were calculated using cost data from already published studies. RESULTS: By incrementing UFe60 (standard practice) to EMMS, one DALY could be averted at a cost of US$24. CONCLUSION: When both favourable and unfavourable outcomes were included in the analysis, early prenatal food and multiple micronutrient interventions remained highly cost effective and seem to be meaningful from a public health perspective.",2018-99-25933,29447176,PLoS One,Pernilla Svefors,2018,13 / 2,e0191260,No,29447176,"Pernilla Svefors; Katarina Ekholm Selling; Rubina Shaheen; Ashraful Islam Khan; Lars-Ake Persson; Lars Lindholm; Cost-effectiveness of prenatal food and micronutrient interventions on under-five mortality and stunting: Analysis of data from the MINIMat randomized trial, Bangladesh, PLoS One , 2018; 13(2):1932-6203; e0191260",DALY,Bangladesh,Not Stated,"Maternal / Neonatal / Reproductive Care, Other",Usual timing with 60 mg iron and 400 µg folic acid given from 14 weeks of gestation vs. 30 mg iron and 400 µg folic acid from 14 weeks of gestation,Pregnant women,Not Stated,19 Years,Female,Full,", Lifetime",5.00,3.00,11.5,United States,2015,12.56
31159,"Cost-effectiveness of prenatal food and micronutrient interventions on under-five mortality and stunting: Analysis of data from the MINIMat randomized trial, Bangladesh","INTRODUCTION: Nutrition interventions may have favourable as well as unfavourable effects. The Maternal and Infant Nutrition Interventions in Matlab (MINIMat), with early prenatal food and micronutrient supplementation, reduced infant mortality and were reported to be very cost-effective. However, the multiple micronutrients (MMS) supplement was associated with an increased risk of stunted growth in infancy and early childhood. This unfavourable outcome was not included in the previous cost-effectiveness analysis. The aim of this study is to evaluate whether the MINIMat interventions remain cost-effective in view of both favourable (decreased under-five-years mortality) and unfavourable (increased stunting) outcomes. METHOD: Pregnant women in rural Bangladesh, where food insecurity still is prevalent, were randomized to early (E) or usual (U) invitation to be given food supplementation and daily doses of 30 mg, or 60 mg iron with 400 mug of folic acid, or MMS with 15 micronutrients including 30 mg iron and 400 mug of folic acid. E reduced stunting at 4.5 years compared with U, MMS increased stunting at 4.5 years compared with Fe60, while the combination EMMS reduced infant mortality compared with UFe60. The outcome measure used was disability adjusted life years (DALYs), a measure of overall disease burden that combines years of life lost due to premature mortality (under five-year mortality) and years lived with disability (stunting). Incremental cost effectiveness ratios were calculated using cost data from already published studies. RESULTS: By incrementing UFe60 (standard practice) to EMMS, one DALY could be averted at a cost of US$24. CONCLUSION: When both favourable and unfavourable outcomes were included in the analysis, early prenatal food and multiple micronutrient interventions remained highly cost effective and seem to be meaningful from a public health perspective.",2018-99-25933,29447176,PLoS One,Pernilla Svefors,2018,13 / 2,e0191260,No,29447176,"Pernilla Svefors; Katarina Ekholm Selling; Rubina Shaheen; Ashraful Islam Khan; Lars-Ake Persson; Lars Lindholm; Cost-effectiveness of prenatal food and micronutrient interventions on under-five mortality and stunting: Analysis of data from the MINIMat randomized trial, Bangladesh, PLoS One , 2018; 13(2):1932-6203; e0191260",DALY,Bangladesh,Not Stated,"Maternal / Neonatal / Reproductive Care, Other","Supplementation with 30 mg iron and 400 µg folic acid from 14 weeks of gestation vs. Multiple micronutrients with 15 micronutrients, including 30 mg iron and 400 µg folic acid from 14 weeks of gestation",Pregnant women,Not Stated,19 Years,Female,Full,", Lifetime",5.00,3.00,342.9,United States,2015,374.43
31160,"Cost-effectiveness of prenatal food and micronutrient interventions on under-five mortality and stunting: Analysis of data from the MINIMat randomized trial, Bangladesh","INTRODUCTION: Nutrition interventions may have favourable as well as unfavourable effects. The Maternal and Infant Nutrition Interventions in Matlab (MINIMat), with early prenatal food and micronutrient supplementation, reduced infant mortality and were reported to be very cost-effective. However, the multiple micronutrients (MMS) supplement was associated with an increased risk of stunted growth in infancy and early childhood. This unfavourable outcome was not included in the previous cost-effectiveness analysis. The aim of this study is to evaluate whether the MINIMat interventions remain cost-effective in view of both favourable (decreased under-five-years mortality) and unfavourable (increased stunting) outcomes. METHOD: Pregnant women in rural Bangladesh, where food insecurity still is prevalent, were randomized to early (E) or usual (U) invitation to be given food supplementation and daily doses of 30 mg, or 60 mg iron with 400 mug of folic acid, or MMS with 15 micronutrients including 30 mg iron and 400 mug of folic acid. E reduced stunting at 4.5 years compared with U, MMS increased stunting at 4.5 years compared with Fe60, while the combination EMMS reduced infant mortality compared with UFe60. The outcome measure used was disability adjusted life years (DALYs), a measure of overall disease burden that combines years of life lost due to premature mortality (under five-year mortality) and years lived with disability (stunting). Incremental cost effectiveness ratios were calculated using cost data from already published studies. RESULTS: By incrementing UFe60 (standard practice) to EMMS, one DALY could be averted at a cost of US$24. CONCLUSION: When both favourable and unfavourable outcomes were included in the analysis, early prenatal food and multiple micronutrient interventions remained highly cost effective and seem to be meaningful from a public health perspective.",2018-99-25933,29447176,PLoS One,Pernilla Svefors,2018,13 / 2,e0191260,No,29447176,"Pernilla Svefors; Katarina Ekholm Selling; Rubina Shaheen; Ashraful Islam Khan; Lars-Ake Persson; Lars Lindholm; Cost-effectiveness of prenatal food and micronutrient interventions on under-five mortality and stunting: Analysis of data from the MINIMat randomized trial, Bangladesh, PLoS One , 2018; 13(2):1932-6203; e0191260",DALY,Bangladesh,Not Stated,"Maternal / Neonatal / Reproductive Care, Other","Multiple micronutrients with 15 micronutrients, including 30 mg iron and 400 µg folic acid from 14 weeks of gestation vs. Multiple micronutrients with 15 micronutrients, including 60 mg iron and 400 µg folic acid from 14 weeks of gestation",Pregnant women,Not Stated,19 Years,Female,Full,", Lifetime",5.00,3.00,186.9,United States,2015,204.09
