index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
25953,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Older antidepressants: tricyclic antidepressants (TCAs, e.g. imipramine, amitriptyline) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,700,United States,2000,1052.08
25954,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Newer antidepressants: selective serotonin reuptake inhibitors (SSRIs, e.g. fluoxetine) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,1078,United States,2000,1620.2
25955,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical",Brief psychotherapy: brief cognitive therapy or problem-solving treatment vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,911,United States,2000,1369.2
25956,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Older antidepressants (tricyclic antidepressants (TCAs, e.g. imipramine, amitriptyline)) plus brief psychotherapy (brief cognitive therapy or problem-solving treatment) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,950,United States,2000,1427.82
25957,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Newer antidepressants (selective serotonin reuptake inhibitors (SSRIs, e.g. fluoxetine)) plus brief psychotherapy ((brief cognitive therapy or problem-solving treatment)) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,1338,United States,2000,2010.97
25958,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Proactive collaborative care with older antidepressants (tricyclic antidepressants (TCAs, e.g. imipramine, amitriptyline)) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,1172,United States,2000,1761.48
25959,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Proactive collaborative care with newer antidepressants (selective serotonin reuptake inhibitors (SSRIs, e.g. fluoxetine)) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,1702,United States,2000,2558.05
25960,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Older antidepressants: tricyclic antidepressants (TCAs, e.g. imipramine, amitriptyline) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,6828,United States,2000,10262.26
25961,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Newer antidepressants: selective serotonin reuptake inhibitors (SSRIs, e.g. fluoxetine) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,6936,United States,2000,10424.58
25962,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical",Brief psychotherapy: brief cognitive therapy or problem-solving treatment vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,9661,United States,2000,14520.17
25963,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Older antidepressants (tricyclic antidepressants (TCAs, e.g. imipramine, amitriptyline)) plus brief psychotherapy (brief cognitive therapy or problem-solving treatment) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,9204,United States,2000,13833.31
25964,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Newer antidepressants (selective serotonin reuptake inhibitors (SSRIs, e.g. fluoxetine)) plus brief psychotherapy ((brief cognitive therapy or problem-solving treatment)) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,9687,United States,2000,14559.25
25965,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Proactive collaborative care with older antidepressants (tricyclic antidepressants (TCAs, e.g. imipramine, amitriptyline)) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,10653,United States,2000,16011.11
25966,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Proactive collaborative care with newer antidepressants (selective serotonin reuptake inhibitors (SSRIs, e.g. fluoxetine)) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,11264,United States,2000,16929.43
25967,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Older antidepressants: tricyclic antidepressants (TCAs, e.g. imipramine, amitriptyline) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,1189,United States,2000,1787.03
25968,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical","Newer antidepressants: selective serotonin reuptake inhibitors (SSRIs, e.g. fluoxetine) vs. None",Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,1561,United States,2000,2346.13
25969,Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions,"BACKGROUND: International evidence on the cost and effects of interventions for reducing the global burden of depression remain scarce. Aims To estimate the population-level cost-effectiveness of evidence-based depression interventions and their contribution towards reducing current burden. METHOD: Primary-care-based depression interventions were modelled at the level of whole populations in 14 epidemiological subregions of the world. Total population-level costs (in international dollars or I$) and effectiveness (disability adjusted life years (DALYs) averted) were combined to form average and incremental cost-effectiveness ratios. RESULTS: Evaluated interventions have the potential to reduce the current burden of depression by 10-30%. Pharmacotherapy with older antidepressant drugs, with or without proactive collaborative care, are currently more cost-effective strategies than those using newer antidepressants, particularly in lower-income subregions. CONCLUSIONS: Even in resource-poor regions, each DALYaverted by efficient depression treatments in primary care costs less than 1 year of average per capita income, making such interventions a cost-effective use of health resources. However, current levels of burden can only be reduced significantly if there is a substantial increase substantial increase in treatment coverage.",2004-99-00329,15123502,Br J Psychiatry,Dan Chisholm,2004,184 /,393-403,No,15123502,"Dan Chisholm; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Kristy Sanderson; Jose Luis Ayuso-Mateos; Shekhar Saxena; Reducing the global burden of depression: population-level analysis of intervention cost-effectiveness in 14 world regions, Br J Psychiatry, 2004-May; 184():0007-1250; 393-403",DALY,Not Stated,Not Stated,"Health Education or Behavior, Pharmaceutical",Brief psychotherapy: brief cognitive therapy or problem-solving treatment vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3,3,1441,United States,2000,2165.78
