index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
27048,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Côte d'Ivoire,Not Stated,Legislation / Regulation,Vegetable oil fortification (consists of vitamin A) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,48,United States,2007,59.92
27049,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Egypt,Not Stated,Legislation / Regulation,Vegetable oil fortification (consists of vitamin A) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,667,United States,2007,832.57
27050,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Ethiopia,Not Stated,Legislation / Regulation,Vegetable oil fortification (consists of vitamin A) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,43,United States,2007,53.67
27051,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Ghana,Not Stated,Legislation / Regulation,Vegetable oil fortification (consists of vitamin A) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,251,United States,2007,313.31
27052,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Guatemala,Not Stated,Legislation / Regulation,Vegetable oil fortification (consists of vitamin A) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,913,United States,2007,1139.64
27053,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Guinea-Bissau,Not Stated,Legislation / Regulation,Vegetable oil fortification (consists of vitamin A) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,134,United States,2007,167.26
27054,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,India,Not Stated,Legislation / Regulation,Vegetable oil fortification (consists of vitamin A) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,218,United States,2007,272.11
27055,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Indonesia,Not Stated,Legislation / Regulation,Vegetable oil fortification (consists of vitamin A) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,427,United States,2007,533
27056,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Kenya,Not Stated,Legislation / Regulation,Vegetable oil fortification (consists of vitamin A) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,161,United States,2007,200.97
27057,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Madagascar,Not Stated,Legislation / Regulation,Vegetable oil fortification (consists of vitamin A) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,98,United States,2007,122.33
27058,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Malawi,Not Stated,Legislation / Regulation,Vegetable oil fortification (consists of vitamin A) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,105,United States,2007,131.06
27059,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Mali,Not Stated,Legislation / Regulation,Vegetable oil fortification (consists of vitamin A) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,2696,United States,2007,3365.23
27060,"A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries","Food fortification is a promising strategy for combating micronutrient deficiencies, which plague one-third of the world's population. Which foods to fortify, with which micronutrients, and in which countries remain essential questions that to date have not been addressed at the global level.To provide a tool for international agencies to identify and organize the next phase of the unfinished global fortification agenda by prioritizing roughly 250 potential interventions in 48 priority countries. By explicitly defining the structure and operations of the fortification interventions in a detailed and transparent manner, and incorporating a substantial amount of country-specific data, the study also provides a potentially useful starting point for policy discussions in each of the 48 countries, which--it is hoped--will help to catalyze the development of public-private partnerships and accelerate the introduction of fortification and reduction of micronutrient deficiencies.Forty-eight high-priority countries were identified, and the feasibility of fortifying vegetable oil and sugar with vitamin A and fortifying wheat flour and maize flour with two alternative multiple micronutrient formulations was assessed. One hundred twenty-two country-, food-, and fortification formulation-specific interventions were assessed to be feasible, and the costs of each intervention were estimated. Assuming a 30% reduction in the micronutrient deficiencies of the persons consuming the food, the number of disability-adjusted life years (DALYs) saved by each of the programs was estimated.The cost per DALY saved was calculated for each of the 122 interventions, and the interventions were rank-ordered by cost-effectiveness. It is estimated that the 60 most cost-effective interventions would carry a 10-year price tag of US$1 billion and have costs per DALY saved ranging from US$1 to US$134. The single ""best bet"" intervention--i.e., the most cost-effective intervention--in each of the 48 countries was identified.This study provides a detailed, transparent, evidence-based approach to defining and estimating the costs and cost-effectiveness of the unfinished global fortification agenda in the 48 priority countries. Other considerations in designing a strategic approach to the unfinished global fortification agenda are also discussed.",2009-99-13584,20496620,Food Nutr Bull,John L Fiedler,2009,30 / 4,283-316,No,20496620,"John L Fiedler; Barbara Macdonald; A strategic approach to the unfinished fortification agenda: feasibility, costs, and cost-effectiveness analysis of fortification programs in 48 countries, Food Nutr Bull, ; 30(4):0379-5721; 283-316",DALY,Mexico,Not Stated,Legislation / Regulation,Vegetable oil fortification (consists of vitamin A) vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,4251,United States,2007,5306.24
