index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
31254,What Is the Value of Different Zika Vaccination Strategies to Prevent and Mitigate Zika Outbreaks?,"BACKGROUND: While the 2015-2016 Zika epidemics prompted accelerated vaccine development, decision makers need to know the potential economic value of vaccination strategies. METHODS: We developed models of Honduras, Brazil, and Puerto Rico, simulated targeting different populations for Zika vaccination (women of childbearing age, school-aged children, young adults, and everyone) and then introduced various Zika outbreaks. Sensitivity analyses varied vaccine characteristics. RESULTS: With a 2% attack rate ($5 vaccination), compared to no vaccination, vaccinating women of childbearing age cost $314-$1664 per case averted ($790-$4221/disability-adjusted life-year [DALY] averted) in Honduras, and saved $847-$1644/case averted in Brazil, and $3648-$4177/case averted in Puerto Rico, varying with vaccination coverage and efficacy (societal perspective). Vaccinating school-aged children cost $718-$1849/case averted (</=$5002/DALY averted) in Honduras, saved $819-$1609/case averted in Brazil, and saved $3823-$4360/case averted in Puerto Rico. Vaccinating young adults cost $310-$1666/case averted ($731-$4017/DALY averted) in Honduras, saved $953-$1703/case averted in Brazil, and saved $3857-$4372/case averted in Puerto Rico. Vaccinating everyone averted more cases but cost more, decreasing cost savings per case averted. Vaccination resulted in more cost savings and better outcomes at higher attack rates. CONCLUSIONS: When considering transmission, while vaccinating everyone naturally averted the most cases, specifically targeting women of childbearing age or young adults was the most cost-effective.",2019-99-32510,30544164,J Infect Dis,Sarah M Bartsch,2019,220 / 6,920-931,No,30544164,"Sarah M Bartsch; Tom C Russ; I-Min Lee; Howard D Sesso; G Muniz-Terrera; G David Batty; Anne-Sylvia Sacri; Blandine de Lauzon-Guillain; Marie-Noelle Dufourg; Corinne Bois; Marie-Aline Charles; Martin Chalumeau; Conor Teljeur; Patricia Harrington; Ronan W Glynn; Mairin Ryan; Masuma Pervin Mishu; Emily J Peckham; Paul N Heron; Garry A Tew; Brendon Stubbs; Simon Gilbody; What Is the Value of Different Zika Vaccination Strategies to Prevent and Mitigate Zika Outbreaks?, J Infect Dis, 2019 Aug 9; 220(6):0022-1899; 920-931",DALY,Brazil,Not Stated,Immunization,"$5 Zika vaccine, 25% efficacy vs. None",Childbearing age,18 Years,6 Years,Female,Full,,3.00,3.00,-3447.64,United States,2017,-3640.2
31255,What Is the Value of Different Zika Vaccination Strategies to Prevent and Mitigate Zika Outbreaks?,"BACKGROUND: While the 2015-2016 Zika epidemics prompted accelerated vaccine development, decision makers need to know the potential economic value of vaccination strategies. METHODS: We developed models of Honduras, Brazil, and Puerto Rico, simulated targeting different populations for Zika vaccination (women of childbearing age, school-aged children, young adults, and everyone) and then introduced various Zika outbreaks. Sensitivity analyses varied vaccine characteristics. RESULTS: With a 2% attack rate ($5 vaccination), compared to no vaccination, vaccinating women of childbearing age cost $314-$1664 per case averted ($790-$4221/disability-adjusted life-year [DALY] averted) in Honduras, and saved $847-$1644/case averted in Brazil, and $3648-$4177/case averted in Puerto Rico, varying with vaccination coverage and efficacy (societal perspective). Vaccinating school-aged children cost $718-$1849/case averted (</=$5002/DALY averted) in Honduras, saved $819-$1609/case averted in Brazil, and saved $3823-$4360/case averted in Puerto Rico. Vaccinating young adults cost $310-$1666/case averted ($731-$4017/DALY averted) in Honduras, saved $953-$1703/case averted in Brazil, and saved $3857-$4372/case averted in Puerto Rico. Vaccinating everyone averted more cases but cost more, decreasing cost savings per case averted. Vaccination resulted in more cost savings and better outcomes at higher attack rates. CONCLUSIONS: When considering transmission, while vaccinating everyone naturally averted the most cases, specifically targeting women of childbearing age or young adults was the most cost-effective.",2019-99-32510,30544164,J Infect Dis,Sarah M Bartsch,2019,220 / 6,920-931,No,30544164,"Sarah M Bartsch; Tom C Russ; I-Min Lee; Howard D Sesso; G Muniz-Terrera; G David Batty; Anne-Sylvia Sacri; Blandine de Lauzon-Guillain; Marie-Noelle Dufourg; Corinne Bois; Marie-Aline Charles; Martin Chalumeau; Conor Teljeur; Patricia Harrington; Ronan W Glynn; Mairin Ryan; Masuma Pervin Mishu; Emily J Peckham; Paul N Heron; Garry A Tew; Brendon Stubbs; Simon Gilbody; What Is the Value of Different Zika Vaccination Strategies to Prevent and Mitigate Zika Outbreaks?, J Infect Dis, 2019 Aug 9; 220(6):0022-1899; 920-931",DALY,Puerto Rico,Not Stated,Immunization,"$5 Zika vaccine, 25% efficacy vs. None",Young adults,18 Years,6 Years,"Female, Male",Full,,3.00,3.00,-11666.67,United States,2017,-12318.3
31256,Delivering reproductive health services through non-state providers in Pakistan: understanding the value for money of different approaches,"Background: Delivering Reproductive Health Results(DRHR) programme used social franchising (SF) and social marketing (SM) approaches to increase the supply of high quality family planning services in underserved areas of Pakistan. We assessed the costs, cost-efficiency and cost-effectiveness of DRHR to understand the value for money of these approaches. Methods: Financial and economic programme costs were calculated. Costs to individual users were captured in a pre-post survey. The cost per couple years of protection (CYP) and cost per new user were estimated as indicators of cost efficiency. For the cost-effectiveness analysis we estimated the cost per clinical outcome averted and the cost per disability-adjusted life year (DALY) averted. Results: Approximately pound20 million were spent through the DRHR programme between July 2012 and September 2015 on commodities and services representing nearly four million CYPs. Based on programme data, the cumulative cost-efficiency of the entire DRHR programme was pound4.8 per CYP. DRHR activities would avert one DALY at the cost of pound20. Financial access indicators generally improved in programme areas, but the magnitude of progress varies across indicators. Conclusions: The SF and SM approaches adopted in DRHR appear to be cost effective relative to comparable reproductive health programmes. This paper adds to the limited evidence on the cost-effectiveness of different models of reproductive health care provision in low- and middle-income settings. Further studies are needed to nuance the understanding of the determinants of impact and value for money of SF and SM.",2018-99-28276,30534600,Glob Health Res Policy,Adrian Gheorghe,2018,3 /,33,No,30534600,"Adrian Gheorghe; Rashid Uz Zaman; Molly Scott; Sophie Witter; Delivering reproductive health services through non-state providers in Pakistan: understanding the value for money of different approaches, Glob Health Res Policy, 2018; 3():2397-0642; 33",DALY,Pakistan,Not Stated,"Care Delivery, Health Education or Behavior, Maternal / Neonatal / Reproductive Care, Other","Delivering Reproductive Health Results programme, social franchising vs. Delivering Reproductive Health Results through Non-State Providers programme to support non-state service providers, social marketing (implementation of marketing approaches such as branding and community mobilization through a standardized protocol)",Not Stated,Not Stated,19 Years,Female,Full,,Not Stated,Not Stated,24,United Kingdom,2015,40.06
31257,Cost-effectiveness of a combined intervention of long lasting insecticidal nets and indoor residual spraying compared with each intervention alone for malaria prevention in Ethiopia,"Background: The effectiveness of long lasting insecticidal nets (LLINs) and indoor residual spraying (IRS), for malaria prevention, have been established in several studies. However, the available evidence about the additional resources required for a combined implementation (LLIN + IRS) with respect to the added protection afforded is limited. Therefore, the aim of this study was to compare the cost-effectiveness of combined implementation of LLINs and IRS, compared with LLINs alone, IRS alone, and routine practice in Ethiopia. Methods: The study was performed alongside a cluster randomized controlled trial of malaria prevention conducted in Adami Tullu district, in Ethiopia, from 2014 to 2016. In addition, literature-based cost-effectiveness analysis-using effectiveness information from a systematic review of published articles was conducted. Costing of the interventions were done from the providers'' perspective. The health-effect was measured using disability adjusted life years (DALYs) averted, and combined with cost information using a Markov life-cycle model. In the base-case analysis, health-effects were based on the current trial, and in addition, a scenario analysis was performed based on a literature survey. Results: The current trial-based analysis showed that routine practice is not less effective and therefore dominates both the combined intervention and singleton intervention due to lower costs. The literature-based analysis had shown that combined intervention had an incremental cost-effectiveness ratio of USD 1403 per DALY averted, and USD 207 per DALY averted was estimated for LLIN alone. In order for the ICER for the combined intervention to be within a range of 1 GDP per capita per DALY averted, the annual malaria incidence in the area should be at least 13%, and the protective-effectiveness of combined implementation should be at least 53%. Conclusions: Based on the current trial-based analysis, LLINs and IRS are not cost-effective compared to routine practice. However, based on the literature-based analysis, LLIN alone is likely to be cost-effective compared to 3 times GDP per capita per DALY averted. The annual malaria probability and protective-effectiveness of combined intervention are key determinants of the cost-effectiveness of the interventions.Trial registration PACTR201411000882128 (Registered 8 September 2014). http://www.pactr.org/ATMWeb/appmanager/atm/atmregistry?dar=true&tNo=PACTR20141100 0882128.",2018-99-28363,30498400,Cost Eff Resour Alloc,Alemayehu Hailu,2018,16 /,61,Yes,30498400,"Alemayehu Hailu; Bernt Lindtjorn; Wakgari Deressa; Taye Gari; Eskindir Loha; Bjarne Robberstad; Cost-effectiveness of a combined intervention of long lasting insecticidal nets and indoor residual spraying compared with each intervention alone for malaria prevention in Ethiopia, Cost Eff Resour Alloc, 2018; 16():1478-7547; 61",DALY,Ethiopia,Not Stated,Environmental,Long lasting insecticidal nets vs. Standard/Usual Care,Not Stated,Not Stated,19 Years,"Female, Male",Full,,3.00,3.00,-4340,United States,2014,-4744.69
31258,Cost-effectiveness of a combined intervention of long lasting insecticidal nets and indoor residual spraying compared with each intervention alone for malaria prevention in Ethiopia,"Background: The effectiveness of long lasting insecticidal nets (LLINs) and indoor residual spraying (IRS), for malaria prevention, have been established in several studies. However, the available evidence about the additional resources required for a combined implementation (LLIN + IRS) with respect to the added protection afforded is limited. Therefore, the aim of this study was to compare the cost-effectiveness of combined implementation of LLINs and IRS, compared with LLINs alone, IRS alone, and routine practice in Ethiopia. Methods: The study was performed alongside a cluster randomized controlled trial of malaria prevention conducted in Adami Tullu district, in Ethiopia, from 2014 to 2016. In addition, literature-based cost-effectiveness analysis-using effectiveness information from a systematic review of published articles was conducted. Costing of the interventions were done from the providers'' perspective. The health-effect was measured using disability adjusted life years (DALYs) averted, and combined with cost information using a Markov life-cycle model. In the base-case analysis, health-effects were based on the current trial, and in addition, a scenario analysis was performed based on a literature survey. Results: The current trial-based analysis showed that routine practice is not less effective and therefore dominates both the combined intervention and singleton intervention due to lower costs. The literature-based analysis had shown that combined intervention had an incremental cost-effectiveness ratio of USD 1403 per DALY averted, and USD 207 per DALY averted was estimated for LLIN alone. In order for the ICER for the combined intervention to be within a range of 1 GDP per capita per DALY averted, the annual malaria incidence in the area should be at least 13%, and the protective-effectiveness of combined implementation should be at least 53%. Conclusions: Based on the current trial-based analysis, LLINs and IRS are not cost-effective compared to routine practice. However, based on the literature-based analysis, LLIN alone is likely to be cost-effective compared to 3 times GDP per capita per DALY averted. The annual malaria probability and protective-effectiveness of combined intervention are key determinants of the cost-effectiveness of the interventions.Trial registration PACTR201411000882128 (Registered 8 September 2014). http://www.pactr.org/ATMWeb/appmanager/atm/atmregistry?dar=true&tNo=PACTR20141100 0882128.",2018-99-28363,30498400,Cost Eff Resour Alloc,Alemayehu Hailu,2018,16 /,61,Yes,30498400,"Alemayehu Hailu; Bernt Lindtjorn; Wakgari Deressa; Taye Gari; Eskindir Loha; Bjarne Robberstad; Cost-effectiveness of a combined intervention of long lasting insecticidal nets and indoor residual spraying compared with each intervention alone for malaria prevention in Ethiopia, Cost Eff Resour Alloc, 2018; 16():1478-7547; 61",DALY,Ethiopia,Not Stated,Environmental,Indoor residual spraying for malaria prevention vs. Standard/Usual Care,Not Stated,Not Stated,19 Years,"Female, Male",Full,,3.00,3.00,-8971.43,United States,2014,-9807.99
31259,Cost-effectiveness of a combined intervention of long lasting insecticidal nets and indoor residual spraying compared with each intervention alone for malaria prevention in Ethiopia,"Background: The effectiveness of long lasting insecticidal nets (LLINs) and indoor residual spraying (IRS), for malaria prevention, have been established in several studies. However, the available evidence about the additional resources required for a combined implementation (LLIN + IRS) with respect to the added protection afforded is limited. Therefore, the aim of this study was to compare the cost-effectiveness of combined implementation of LLINs and IRS, compared with LLINs alone, IRS alone, and routine practice in Ethiopia. Methods: The study was performed alongside a cluster randomized controlled trial of malaria prevention conducted in Adami Tullu district, in Ethiopia, from 2014 to 2016. In addition, literature-based cost-effectiveness analysis-using effectiveness information from a systematic review of published articles was conducted. Costing of the interventions were done from the providers'' perspective. The health-effect was measured using disability adjusted life years (DALYs) averted, and combined with cost information using a Markov life-cycle model. In the base-case analysis, health-effects were based on the current trial, and in addition, a scenario analysis was performed based on a literature survey. Results: The current trial-based analysis showed that routine practice is not less effective and therefore dominates both the combined intervention and singleton intervention due to lower costs. The literature-based analysis had shown that combined intervention had an incremental cost-effectiveness ratio of USD 1403 per DALY averted, and USD 207 per DALY averted was estimated for LLIN alone. In order for the ICER for the combined intervention to be within a range of 1 GDP per capita per DALY averted, the annual malaria incidence in the area should be at least 13%, and the protective-effectiveness of combined implementation should be at least 53%. Conclusions: Based on the current trial-based analysis, LLINs and IRS are not cost-effective compared to routine practice. However, based on the literature-based analysis, LLIN alone is likely to be cost-effective compared to 3 times GDP per capita per DALY averted. The annual malaria probability and protective-effectiveness of combined intervention are key determinants of the cost-effectiveness of the interventions.Trial registration PACTR201411000882128 (Registered 8 September 2014). http://www.pactr.org/ATMWeb/appmanager/atm/atmregistry?dar=true&tNo=PACTR20141100 0882128.",2018-99-28363,30498400,Cost Eff Resour Alloc,Alemayehu Hailu,2018,16 /,61,Yes,30498400,"Alemayehu Hailu; Bernt Lindtjorn; Wakgari Deressa; Taye Gari; Eskindir Loha; Bjarne Robberstad; Cost-effectiveness of a combined intervention of long lasting insecticidal nets and indoor residual spraying compared with each intervention alone for malaria prevention in Ethiopia, Cost Eff Resour Alloc, 2018; 16():1478-7547; 61",DALY,Ethiopia,Not Stated,Environmental,Long lasting insecticidal nets and indoor residual spraying for malaria prevention vs. Standard/Usual Care,Not Stated,Not Stated,19 Years,"Female, Male",Full,,3.00,3.00,-13766.67,United States,2014,-15050.37
31260,"Cost and cost-effectiveness of voluntary medical male circumcision in street-connected youth: findings from an education-based pilot intervention in Eldoret, Kenya","BACKGROUND: Voluntary medical male circumcision (VMMC) is a critical component of HIV prevention. VMMC policies have achieved initial targets in adult men yet continue to fall short in reaching younger men and adolescents. SETTING: We present the cost and scale-up implications of an education-based, VMMC intervention for adolescent street-connected males, for whom the street has become their home and/or source of livelihood. The intervention was piloted as part of the Engaging Street Youth in HIV Interventions Project in Eldoret, Kenya. METHODS: We used a micro-costing approach to estimate the average cost of a VMMC intervention in 116 street-connected youth. Average cost was estimated per individual and per cohort by dividing total cost per intervention by number of clients accessing the intervention over a 30-day period. Total average costs included direct and support procedure costs, educational costs, and direct research costs. Cost-effectiveness was measured in cost per DALYs averted over a 5 and 10-year period. RESULTS: The total cost of the intervention was $12,526 over the 30-day period, with an average cost per individual of $108. The direct VMMC procedure cost was approximately $9 per individual. Personnel costs contributed the greatest percentage to the total intervention cost (38.2%), with mentors and social workers representing the highest wage earners. Retreat-related and education costs contributed 51% and 13% respectively to the total average cost, with surgical equipment costs contributing less than 1%. At a cost of $108 per individual, the intervention averted 60166 DALYs in 5 years resulting in a cost per DALY averted of $267. CONCLUSION: The VMMC intervention was highly cost-effective in Kenya, despite the additional costs incurred to reach SCY. Further scale-up may be warranted to effectively apply this intervention in comparable populations.",2018-01-04760,30497481,Hum. Ecol.,O Galarraga,2018,15 / 1,24,No,30497481,"O Galarraga; A. Forster; J. Dickerson; J. Young; A. Patel; L. Kalra; J. Nixon; D. Smithard; M. Knapp; I. Holloway; S. Anwar; A. Farrin; Domenico Inzitari; Giovanni Pracucci; Anna Poggesi; Giovanna Carlucci; Frederik Barkhof; Hugues Chabriat; Timo Erkinjuntti; Franz Fazekas; Jose M. Ferro; Michael Hennerici; Peter Langhorne; John O''Brien; Philip Scheltens; Marieke C. Visser; Lars-Olof Wahlund; Gunhild Waldemar; Anders Wallin; Leonardo Pantoni; Michael H. Fox; Amanda Reichard; Jaims Lim; Alan R Tang; Campbell Liles; Alexander A Hysong; Andrew T Hale; Christopher M Bonfield; Robert P Naftel; John C Wellons; Chevis N Shannon; Cost and cost-effectiveness of voluntary medical male circumcision in street-connected youth: findings from an education-based pilot intervention in Eldoret, Kenya, Hum. Ecol., 2018 Nov 29; 15(1):0300-7839; 24",DALY,Kenya,Not Stated,"Health Education or Behavior, Maternal / Neonatal / Reproductive Care, Surgical",Voluntary medical male circumcision vs. None,"""street-connected youth"":had lived on the street for more than 3 months and spent more than 75% of their days and nights on the street or with other street-connected youth in a shared shelter were approached",40 Years,12 Years,Male,Full,", 10 years",3.00,3.00,267,United States,2017,281.91
31261,Cost Effectiveness of New Diagnostic Tools for Cutaneous Leishmaniasis in Afghanistan,"BACKGROUND AND OBJECTIVES: Cutaneous leishmaniasis is responsible for chronic and disfiguring skin lesions resulting in morbidity and social stigma. The gold standard to diagnose cutaneous leishmaniasis is microscopy but has a variable sensitivity and requires trained personnel. Using four scenarios, the objective of this study is to compare the cost effectiveness of microscopy with two new tools: Loopamp Leishmania Detection Kit (LAMP) and CL Detect Rapid Test (RDT). METHODS: Data related to the cost and accuracy of these tools were collected at the clinic of the National Malaria and Leishmaniasis Control Program in Kabul, Afghanistan. The effectiveness estimates were measured based on the tools'' performance but also indirectly, using the disability-adjusted life years. A decision tree was designed in TreeAge Healthcare Pro 2016, combined with a Markov model representing the natural history of cutaneous leishmaniasis. In addition to a deterministic analysis, univariate sensitivity and probabilistic analyses were performed to test the robustness of the results. RESULTS: If the tools are compared at the National Malaria and Leishmaniasis Control Program level in a period of low incidence, microscopy remains the preferred option. LAMP becomes more appropriate during cutaneous leishmaniasis seasons or outbreaks when its capacity to process several tests (e.g. up to 48) at a time can be maximised. RDT has a cost similar to microscopy when used at the reference clinic but as it is relatively easy to use, it could be implemented at the peripheral level, which would become cheaper than employing microscopy at the reference clinic. Moreover, combining RDT with microscopy or LAMP at the reference clinic for the negative suspects is economically more interesting than directly performing LAMP or microscopy respectively on all cutaneous leishmaniasis suspects at the reference clinic. CONCLUSIONS: When taking advantage of their respective strengths, LAMP and RDT can prove to be cost-effective alternatives to using microscopy alone at the reference clinic.",2018-99-28450,30465319,Appl Health Econ Health Policy,Celine Aerts,2018,/,,Yes,30465319,"Celine Aerts; Martijn Vink; Sayed Jalal Pashtoon; Sami Nahzat; Albert Picado; Israel Cruz; Elisa Sicuri; Cost Effectiveness of New Diagnostic Tools for Cutaneous Leishmaniasis in Afghanistan, Appl Health Econ Health Policy, 2018 Feb 22; ():1179-1896",DALY,Afghanistan,Not Stated,Diagnostic,Cutaneous leishmaniasis Detect Rapid Test vs. Standard/Usual Care- Microscopy,Not Stated,Not Stated,19 Years,"Female, Male",Full,,3.00,3.00,-300,United States,2016,-323.5
31262,Cost Effectiveness of New Diagnostic Tools for Cutaneous Leishmaniasis in Afghanistan,"BACKGROUND AND OBJECTIVES: Cutaneous leishmaniasis is responsible for chronic and disfiguring skin lesions resulting in morbidity and social stigma. The gold standard to diagnose cutaneous leishmaniasis is microscopy but has a variable sensitivity and requires trained personnel. Using four scenarios, the objective of this study is to compare the cost effectiveness of microscopy with two new tools: Loopamp Leishmania Detection Kit (LAMP) and CL Detect Rapid Test (RDT). METHODS: Data related to the cost and accuracy of these tools were collected at the clinic of the National Malaria and Leishmaniasis Control Program in Kabul, Afghanistan. The effectiveness estimates were measured based on the tools'' performance but also indirectly, using the disability-adjusted life years. A decision tree was designed in TreeAge Healthcare Pro 2016, combined with a Markov model representing the natural history of cutaneous leishmaniasis. In addition to a deterministic analysis, univariate sensitivity and probabilistic analyses were performed to test the robustness of the results. RESULTS: If the tools are compared at the National Malaria and Leishmaniasis Control Program level in a period of low incidence, microscopy remains the preferred option. LAMP becomes more appropriate during cutaneous leishmaniasis seasons or outbreaks when its capacity to process several tests (e.g. up to 48) at a time can be maximised. RDT has a cost similar to microscopy when used at the reference clinic but as it is relatively easy to use, it could be implemented at the peripheral level, which would become cheaper than employing microscopy at the reference clinic. Moreover, combining RDT with microscopy or LAMP at the reference clinic for the negative suspects is economically more interesting than directly performing LAMP or microscopy respectively on all cutaneous leishmaniasis suspects at the reference clinic. CONCLUSIONS: When taking advantage of their respective strengths, LAMP and RDT can prove to be cost-effective alternatives to using microscopy alone at the reference clinic.",2018-99-28450,30465319,Appl Health Econ Health Policy,Celine Aerts,2018,/,,Yes,30465319,"Celine Aerts; Martijn Vink; Sayed Jalal Pashtoon; Sami Nahzat; Albert Picado; Israel Cruz; Elisa Sicuri; Cost Effectiveness of New Diagnostic Tools for Cutaneous Leishmaniasis in Afghanistan, Appl Health Econ Health Policy, 2018 Feb 22; ():1179-1896",DALY,Afghanistan,Not Stated,Diagnostic,Loopamp Leishmania Detection Kit vs. Standard/Usual Care- Microscopy,Not Stated,Not Stated,6 Years,"Female, Male",Full,,3.00,3.00,15975,United States,2016,17226.6
31263,"Re-evaluating the cost and cost-effectiveness of rotavirus vaccination in Bangladesh, Ghana, and Malawi: A comparison of three rotavirus vaccines","INTRODUCTION: Diarrhea is a leading cause of mortality worldwide and rotavirus accounts for many of these deaths. As of August 2018, 96 countries have introduced rotavirus vaccines into their immunization programs. Two rotavirus vaccines, Rotarix(R) and RotaTeq(R), have been WHO-prequalified since 2009, with Rotarix(R) being the preferred product of most Gavi-supported countries. ROTAVAC(R) and ROTASIIL(R) have both been prequalified recently. MATERIALS AND METHODS: We reevaluated the costs and cost-effectiveness of rotavirus vaccination in Bangladesh, Ghana, and Malawi and compared Rotarix(R), ROTAVAC(R), and ROTASIIL(R) in each country. For consistency with previously published analyses in these countries, we used the same Excel-based cohort model and much of the same data as the original analyses. We varied the expected price (with and without Gavi subsidy), wastage, and incremental health system costs associated with each vaccine. We assumed the same efficacy and waning assumptions following administration of two or three doses for the respective product. RESULTS: The discounted cost per DALY averted compared to no vaccination ranged from 0.3 to 1.3 times GNI per capita for each vaccine. With the Gavi subsidy, the average cost-effectiveness ratios were below 0.3 times GNI per capita in all three countries. Though critical empirical cost data are not yet available, Rotarix(R) is the least costly and most cost-effective product in the countries examined in this modelling study. However, small decreases in the incremental health system cost for other products could result in cost and cost-effectiveness outcomes that match or surpass those of Rotarix(R). CONCLUSION: Countries may wish to consider new rotavirus vaccines entering the market. Countries should carefully examine multiple product attributes including price and the incremental health system costs associated with each vaccine. These costs will vary by country and may be a defining factor in determining the least costly and most cost-effective product for the population.",2018-01-04780,30420039,Ann. Behav. Med.,Clint Pecenka,2018,36 / 49,7472-7478,No,30420039,"Clint Pecenka; Arthur F. Fonville; Neshika Samarasekera; Aidan Hutchison; David Perry; Yvo B. Roos; Rustam Al-Shahi Salman; Almut Gertrud Winterstein; Tobias Gerhard; Jonathan Shuster; Arwa Saidi; N. E. Pettit; D. M. Warfe; M. J. Kennard; B. J. Pusey; P. M. Davies; M. M. Douglas; Irina Odnoletkova; Gerhard Kindle; Isabella Quinti; Bodo Grimbacher; Viviane Knerr; Benjamin Gathmann; Stephan Ehl; Nizar Mahlaoui; Philippe van Wilder; Kris Bogaerts; Esther de Vries; Plasma Protein Therapeutics Association (PPTA) Taskforce; Re-evaluating the cost and cost-effectiveness of rotavirus vaccination in Bangladesh, Ghana, and Malawi: A comparison of three rotavirus vaccines, Ann. Behav. Med., 2018 Nov 26; 36(49):0883-6612; 7472-7478",DALY,Bangladesh,Not Stated,Immunization,Rotarix rotavirus vaccination program with Gavi subsidy vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,0.00,0.00,61,United States,2016,65.78
31264,"Re-evaluating the cost and cost-effectiveness of rotavirus vaccination in Bangladesh, Ghana, and Malawi: A comparison of three rotavirus vaccines","INTRODUCTION: Diarrhea is a leading cause of mortality worldwide and rotavirus accounts for many of these deaths. As of August 2018, 96 countries have introduced rotavirus vaccines into their immunization programs. Two rotavirus vaccines, Rotarix(R) and RotaTeq(R), have been WHO-prequalified since 2009, with Rotarix(R) being the preferred product of most Gavi-supported countries. ROTAVAC(R) and ROTASIIL(R) have both been prequalified recently. MATERIALS AND METHODS: We reevaluated the costs and cost-effectiveness of rotavirus vaccination in Bangladesh, Ghana, and Malawi and compared Rotarix(R), ROTAVAC(R), and ROTASIIL(R) in each country. For consistency with previously published analyses in these countries, we used the same Excel-based cohort model and much of the same data as the original analyses. We varied the expected price (with and without Gavi subsidy), wastage, and incremental health system costs associated with each vaccine. We assumed the same efficacy and waning assumptions following administration of two or three doses for the respective product. RESULTS: The discounted cost per DALY averted compared to no vaccination ranged from 0.3 to 1.3 times GNI per capita for each vaccine. With the Gavi subsidy, the average cost-effectiveness ratios were below 0.3 times GNI per capita in all three countries. Though critical empirical cost data are not yet available, Rotarix(R) is the least costly and most cost-effective product in the countries examined in this modelling study. However, small decreases in the incremental health system cost for other products could result in cost and cost-effectiveness outcomes that match or surpass those of Rotarix(R). CONCLUSION: Countries may wish to consider new rotavirus vaccines entering the market. Countries should carefully examine multiple product attributes including price and the incremental health system costs associated with each vaccine. These costs will vary by country and may be a defining factor in determining the least costly and most cost-effective product for the population.",2018-01-04780,30420039,Ann. Behav. Med.,Clint Pecenka,2018,36 / 49,7472-7478,No,30420039,"Clint Pecenka; Arthur F. Fonville; Neshika Samarasekera; Aidan Hutchison; David Perry; Yvo B. Roos; Rustam Al-Shahi Salman; Almut Gertrud Winterstein; Tobias Gerhard; Jonathan Shuster; Arwa Saidi; N. E. Pettit; D. M. Warfe; M. J. Kennard; B. J. Pusey; P. M. Davies; M. M. Douglas; Irina Odnoletkova; Gerhard Kindle; Isabella Quinti; Bodo Grimbacher; Viviane Knerr; Benjamin Gathmann; Stephan Ehl; Nizar Mahlaoui; Philippe van Wilder; Kris Bogaerts; Esther de Vries; Plasma Protein Therapeutics Association (PPTA) Taskforce; Re-evaluating the cost and cost-effectiveness of rotavirus vaccination in Bangladesh, Ghana, and Malawi: A comparison of three rotavirus vaccines, Ann. Behav. Med., 2018 Nov 26; 36(49):0883-6612; 7472-7478",DALY,Bangladesh,Not Stated,Immunization,Rotarix rotavirus vaccination program without Gavi subsidy vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,0.00,0.00,789,United States,2016,850.82
