index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
28655,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening","Stage I to IV treatment with most efficient triennial mixed screening strategy (mixed, 40-69) + fine needle aspiration vs. None",Not Stated,Not Stated,41 Years,Female,Full,,3,3,4349,United States,2012,4902.43
28656,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening","Stage I to IV treatment with most efficient triennial mixed screening strategy (mixed, 40-69)+ fine needle aspiration + basic palliative care vs. None",Not Stated,Not Stated,19 Years,Female,Full,,3,3,4450,United States,2012,5016.29
28657,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening","Stage I to IV treatment with most efficient triennial fixed/mobile screening strategy (fixed/mobile, 45-69) + basic palliative care vs. None",Not Stated,Not Stated,41 Years,Female,Full,,3,3,4209,United States,2012,4744.62
28658,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening",Stage I to IV treatment with most efficient triennial fixed/mobile screening strategy + extended palliative care vs. None,Not Stated,Not Stated,19 Years,Female,Full,,3,3,4330,United States,2012,4881.01
28659,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening",Stage I to IV treatment with most efficient triennial fixed/mobile screening strategy + extended palliative care + Trastuzumab stage I & II vs. None,Not Stated,Not Stated,19 Years,Female,Full,,3,3,4641,United States,2012,5231.59
28660,Cost-effectiveness analysis of breast cancer control interventions in Peru,"OBJECTIVES: In Peru, a country with constrained health resources, breast cancer control is characterized by late stage treatment and poor survival. To support breast cancer control in Peru, this study aims to determine the cost-effectiveness of different breast cancer control interventions relevant for the Peruvian context. METHODS: We performed a cost-effectiveness analysis (CEA) according to WHO-CHOICE guidelines, from a healthcare perspective. Different screening, early detection, palliative, and treatment interventions were evaluated using mathematical modeling. Effectiveness estimates were based on observational studies, modeling, and on information from Instituto Nacional de Enfermedades Neoplasicas (INEN). Resource utilizations and unit costs were based on estimates from INEN and observational studies. Cost-effectiveness estimates are in 2012 United States dollars (US$) per disability adjusted life year (DALY) averted. RESULTS: The current breast cancer program in Peru ($8,426 per DALY averted) could be improved through implementing triennial or biennial screening strategies. These strategies seem the most cost-effective in Peru, particularly when mobile mammography is applied (from $4,125 per DALY averted), or when both CBE screening and mammography screening are combined (from $4,239 per DALY averted). Triennially, these interventions costs between $63 million and $72 million per year. Late stage treatment, trastuzumab therapy and annual screening strategies are the least cost-effective. CONCLUSIONS: Our analysis suggests that breast cancer control in Peru should be oriented towards early detection through combining fixed and mobile mammography screening (age 45-69) triennially. However, a phased introduction of triennial CBE screening (age 40-69) with upfront FNA in non-urban settings, and both CBE (age 40-49) and fixed mammography screening (age 50-69) in urban settings, seems a more feasible option and is also cost-effective. The implementation of this intervention is only meaningful if awareness raising, diagnostic, referral, treatment and basic palliative services are simultaneously improved, and if financial and organizational barriers to these services are reduced.",2013-99-14900,24349314,PLoS One,Sten G Zelle,2013,8 / 12,e82575,No,24349314,"Sten G Zelle; Tatiana Vidaurre; Julio E Abugattas; Javier E Manrique; Gustavo Sarria; Jose Jeronimo; Janice N Seinfeld; Jeremy A Lauer; Cecilia R Sepulveda; Diego Venegas; Rob Baltussen; Cost-effectiveness analysis of breast cancer control interventions in Peru, PLoS One , ; 8(12):1932-6203; e82575",DALY,Peru,Not Stated,"Care Delivery, Pharmaceutical, Screening","Stage I to IV treatment with most expensive screening strategy (annual, fixed 60%/mobile 50%) + extended palliative care + trastuzumab (all stages) vs. None",Not Stated,Not Stated,19 Years,Female,Full,,3,3,6595,United States,2012,7434.25
28661,Model-based impact and cost-effectiveness of cervical cancer prevention in the Extended Middle East and North Africa (EMENA),"To date, no studies have evaluated the cost-effectiveness of human papillomavirus (HPV) vaccination in countries in the Extended Middle East and North Africa (EMENA) region. We synthesized population and epidemiologic data for 20 EMENA countries using a model-based approach to estimate averted cervical cancer cases and deaths, disability-adjusted life years (DALYs) and cost-effectiveness ratios (I$ [international dollars] per DALY averted) associated with HPV vaccination of pre-adolescent girls. We utilized additional epidemiologic data from Algeria, Lebanon, and Turkey to evaluate select cervical cancer screening strategies either alone or in combination with vaccination. Results showed that pre-adolescent vaccination of five consecutive birth cohorts at 70% coverage has the potential to prevent over 180,000 cervical cancer cases. Cases averted varied by country, largely due to differences in cancer burden and population size; 69% of cases averted occurred in the three GAVI-eligible countries in EMENA. Despite the low cervical cancer incidence in EMENA, we found that HPV vaccination was cost-effective using a threshold of each country''s gross domestic product per capita (a common metric for evaluating cost-effectiveness) in all but five countries at a cost per vaccinated girl of I$25 ($5 per dose). However, cost-effectiveness diminished with increasing vaccine cost; at a cost of I$200 per vaccinated girl, HPV vaccination was cost-effective in only five countries. When the cost per vaccinated girl exceeded I$50 in Lebanon and Turkey and I$150 in Algeria, screening alone was most attractive. We identified opportunities to improve upon current national screening guidelines, involving less frequent screening every 3-5 years. While pre-adolescent HPV vaccination promises to be a cost-effective strategy in most EMENA countries at low costs, decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Extended Middle East and North Africa Region"" Vaccine Volume 31, Supplement 6, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14864,24331822,Vaccine,Jane J Kim,2013,31 Suppl 6 /,G65-77,Yes,24331822,"Jane J Kim; Monisha Sharma; Meredith O'Shea; Steven Sweet; Mireia Diaz; Helene Sancho-Garnier; Muhieddine Seoud; Model-based impact and cost-effectiveness of cervical cancer prevention in the Extended Middle East and North Africa (EMENA), Vaccine, ; 31 Suppl 6():1873-2518; G65-77",DALY,Afghanistan,Not Stated,Immunization,Human papillomavirus (HPV) 16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3,3,300,United States,2005,397.56
28662,Model-based impact and cost-effectiveness of cervical cancer prevention in the Extended Middle East and North Africa (EMENA),"To date, no studies have evaluated the cost-effectiveness of human papillomavirus (HPV) vaccination in countries in the Extended Middle East and North Africa (EMENA) region. We synthesized population and epidemiologic data for 20 EMENA countries using a model-based approach to estimate averted cervical cancer cases and deaths, disability-adjusted life years (DALYs) and cost-effectiveness ratios (I$ [international dollars] per DALY averted) associated with HPV vaccination of pre-adolescent girls. We utilized additional epidemiologic data from Algeria, Lebanon, and Turkey to evaluate select cervical cancer screening strategies either alone or in combination with vaccination. Results showed that pre-adolescent vaccination of five consecutive birth cohorts at 70% coverage has the potential to prevent over 180,000 cervical cancer cases. Cases averted varied by country, largely due to differences in cancer burden and population size; 69% of cases averted occurred in the three GAVI-eligible countries in EMENA. Despite the low cervical cancer incidence in EMENA, we found that HPV vaccination was cost-effective using a threshold of each country''s gross domestic product per capita (a common metric for evaluating cost-effectiveness) in all but five countries at a cost per vaccinated girl of I$25 ($5 per dose). However, cost-effectiveness diminished with increasing vaccine cost; at a cost of I$200 per vaccinated girl, HPV vaccination was cost-effective in only five countries. When the cost per vaccinated girl exceeded I$50 in Lebanon and Turkey and I$150 in Algeria, screening alone was most attractive. We identified opportunities to improve upon current national screening guidelines, involving less frequent screening every 3-5 years. While pre-adolescent HPV vaccination promises to be a cost-effective strategy in most EMENA countries at low costs, decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Extended Middle East and North Africa Region"" Vaccine Volume 31, Supplement 6, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14864,24331822,Vaccine,Jane J Kim,2013,31 Suppl 6 /,G65-77,Yes,24331822,"Jane J Kim; Monisha Sharma; Meredith O'Shea; Steven Sweet; Mireia Diaz; Helene Sancho-Garnier; Muhieddine Seoud; Model-based impact and cost-effectiveness of cervical cancer prevention in the Extended Middle East and North Africa (EMENA), Vaccine, ; 31 Suppl 6():1873-2518; G65-77",DALY,Algeria,Not Stated,Immunization,Human papillomavirus (HPV) 16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3,3,Not Stated,United States,2005,Not Stated
28663,Model-based impact and cost-effectiveness of cervical cancer prevention in the Extended Middle East and North Africa (EMENA),"To date, no studies have evaluated the cost-effectiveness of human papillomavirus (HPV) vaccination in countries in the Extended Middle East and North Africa (EMENA) region. We synthesized population and epidemiologic data for 20 EMENA countries using a model-based approach to estimate averted cervical cancer cases and deaths, disability-adjusted life years (DALYs) and cost-effectiveness ratios (I$ [international dollars] per DALY averted) associated with HPV vaccination of pre-adolescent girls. We utilized additional epidemiologic data from Algeria, Lebanon, and Turkey to evaluate select cervical cancer screening strategies either alone or in combination with vaccination. Results showed that pre-adolescent vaccination of five consecutive birth cohorts at 70% coverage has the potential to prevent over 180,000 cervical cancer cases. Cases averted varied by country, largely due to differences in cancer burden and population size; 69% of cases averted occurred in the three GAVI-eligible countries in EMENA. Despite the low cervical cancer incidence in EMENA, we found that HPV vaccination was cost-effective using a threshold of each country''s gross domestic product per capita (a common metric for evaluating cost-effectiveness) in all but five countries at a cost per vaccinated girl of I$25 ($5 per dose). However, cost-effectiveness diminished with increasing vaccine cost; at a cost of I$200 per vaccinated girl, HPV vaccination was cost-effective in only five countries. When the cost per vaccinated girl exceeded I$50 in Lebanon and Turkey and I$150 in Algeria, screening alone was most attractive. We identified opportunities to improve upon current national screening guidelines, involving less frequent screening every 3-5 years. While pre-adolescent HPV vaccination promises to be a cost-effective strategy in most EMENA countries at low costs, decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Extended Middle East and North Africa Region"" Vaccine Volume 31, Supplement 6, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14864,24331822,Vaccine,Jane J Kim,2013,31 Suppl 6 /,G65-77,Yes,24331822,"Jane J Kim; Monisha Sharma; Meredith O'Shea; Steven Sweet; Mireia Diaz; Helene Sancho-Garnier; Muhieddine Seoud; Model-based impact and cost-effectiveness of cervical cancer prevention in the Extended Middle East and North Africa (EMENA), Vaccine, ; 31 Suppl 6():1873-2518; G65-77",DALY,Bahrain,Not Stated,Immunization,Human papillomavirus (HPV) 16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3,3,Not Stated,United States,2005,Not Stated
28664,Model-based impact and cost-effectiveness of cervical cancer prevention in the Extended Middle East and North Africa (EMENA),"To date, no studies have evaluated the cost-effectiveness of human papillomavirus (HPV) vaccination in countries in the Extended Middle East and North Africa (EMENA) region. We synthesized population and epidemiologic data for 20 EMENA countries using a model-based approach to estimate averted cervical cancer cases and deaths, disability-adjusted life years (DALYs) and cost-effectiveness ratios (I$ [international dollars] per DALY averted) associated with HPV vaccination of pre-adolescent girls. We utilized additional epidemiologic data from Algeria, Lebanon, and Turkey to evaluate select cervical cancer screening strategies either alone or in combination with vaccination. Results showed that pre-adolescent vaccination of five consecutive birth cohorts at 70% coverage has the potential to prevent over 180,000 cervical cancer cases. Cases averted varied by country, largely due to differences in cancer burden and population size; 69% of cases averted occurred in the three GAVI-eligible countries in EMENA. Despite the low cervical cancer incidence in EMENA, we found that HPV vaccination was cost-effective using a threshold of each country''s gross domestic product per capita (a common metric for evaluating cost-effectiveness) in all but five countries at a cost per vaccinated girl of I$25 ($5 per dose). However, cost-effectiveness diminished with increasing vaccine cost; at a cost of I$200 per vaccinated girl, HPV vaccination was cost-effective in only five countries. When the cost per vaccinated girl exceeded I$50 in Lebanon and Turkey and I$150 in Algeria, screening alone was most attractive. We identified opportunities to improve upon current national screening guidelines, involving less frequent screening every 3-5 years. While pre-adolescent HPV vaccination promises to be a cost-effective strategy in most EMENA countries at low costs, decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Extended Middle East and North Africa Region"" Vaccine Volume 31, Supplement 6, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14864,24331822,Vaccine,Jane J Kim,2013,31 Suppl 6 /,G65-77,Yes,24331822,"Jane J Kim; Monisha Sharma; Meredith O'Shea; Steven Sweet; Mireia Diaz; Helene Sancho-Garnier; Muhieddine Seoud; Model-based impact and cost-effectiveness of cervical cancer prevention in the Extended Middle East and North Africa (EMENA), Vaccine, ; 31 Suppl 6():1873-2518; G65-77",DALY,Egypt,Not Stated,Immunization,Human papillomavirus (HPV) 16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3,3,1400,United States,2005,1855.28
28665,Model-based impact and cost-effectiveness of cervical cancer prevention in the Extended Middle East and North Africa (EMENA),"To date, no studies have evaluated the cost-effectiveness of human papillomavirus (HPV) vaccination in countries in the Extended Middle East and North Africa (EMENA) region. We synthesized population and epidemiologic data for 20 EMENA countries using a model-based approach to estimate averted cervical cancer cases and deaths, disability-adjusted life years (DALYs) and cost-effectiveness ratios (I$ [international dollars] per DALY averted) associated with HPV vaccination of pre-adolescent girls. We utilized additional epidemiologic data from Algeria, Lebanon, and Turkey to evaluate select cervical cancer screening strategies either alone or in combination with vaccination. Results showed that pre-adolescent vaccination of five consecutive birth cohorts at 70% coverage has the potential to prevent over 180,000 cervical cancer cases. Cases averted varied by country, largely due to differences in cancer burden and population size; 69% of cases averted occurred in the three GAVI-eligible countries in EMENA. Despite the low cervical cancer incidence in EMENA, we found that HPV vaccination was cost-effective using a threshold of each country''s gross domestic product per capita (a common metric for evaluating cost-effectiveness) in all but five countries at a cost per vaccinated girl of I$25 ($5 per dose). However, cost-effectiveness diminished with increasing vaccine cost; at a cost of I$200 per vaccinated girl, HPV vaccination was cost-effective in only five countries. When the cost per vaccinated girl exceeded I$50 in Lebanon and Turkey and I$150 in Algeria, screening alone was most attractive. We identified opportunities to improve upon current national screening guidelines, involving less frequent screening every 3-5 years. While pre-adolescent HPV vaccination promises to be a cost-effective strategy in most EMENA countries at low costs, decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Extended Middle East and North Africa Region"" Vaccine Volume 31, Supplement 6, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14864,24331822,Vaccine,Jane J Kim,2013,31 Suppl 6 /,G65-77,Yes,24331822,"Jane J Kim; Monisha Sharma; Meredith O'Shea; Steven Sweet; Mireia Diaz; Helene Sancho-Garnier; Muhieddine Seoud; Model-based impact and cost-effectiveness of cervical cancer prevention in the Extended Middle East and North Africa (EMENA), Vaccine, ; 31 Suppl 6():1873-2518; G65-77",DALY,Iran,Not Stated,Immunization,Human papillomavirus (HPV) 16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3,3,800,United States,2005,1060.16
28666,Model-based impact and cost-effectiveness of cervical cancer prevention in the Extended Middle East and North Africa (EMENA),"To date, no studies have evaluated the cost-effectiveness of human papillomavirus (HPV) vaccination in countries in the Extended Middle East and North Africa (EMENA) region. We synthesized population and epidemiologic data for 20 EMENA countries using a model-based approach to estimate averted cervical cancer cases and deaths, disability-adjusted life years (DALYs) and cost-effectiveness ratios (I$ [international dollars] per DALY averted) associated with HPV vaccination of pre-adolescent girls. We utilized additional epidemiologic data from Algeria, Lebanon, and Turkey to evaluate select cervical cancer screening strategies either alone or in combination with vaccination. Results showed that pre-adolescent vaccination of five consecutive birth cohorts at 70% coverage has the potential to prevent over 180,000 cervical cancer cases. Cases averted varied by country, largely due to differences in cancer burden and population size; 69% of cases averted occurred in the three GAVI-eligible countries in EMENA. Despite the low cervical cancer incidence in EMENA, we found that HPV vaccination was cost-effective using a threshold of each country''s gross domestic product per capita (a common metric for evaluating cost-effectiveness) in all but five countries at a cost per vaccinated girl of I$25 ($5 per dose). However, cost-effectiveness diminished with increasing vaccine cost; at a cost of I$200 per vaccinated girl, HPV vaccination was cost-effective in only five countries. When the cost per vaccinated girl exceeded I$50 in Lebanon and Turkey and I$150 in Algeria, screening alone was most attractive. We identified opportunities to improve upon current national screening guidelines, involving less frequent screening every 3-5 years. While pre-adolescent HPV vaccination promises to be a cost-effective strategy in most EMENA countries at low costs, decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Extended Middle East and North Africa Region"" Vaccine Volume 31, Supplement 6, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14864,24331822,Vaccine,Jane J Kim,2013,31 Suppl 6 /,G65-77,Yes,24331822,"Jane J Kim; Monisha Sharma; Meredith O'Shea; Steven Sweet; Mireia Diaz; Helene Sancho-Garnier; Muhieddine Seoud; Model-based impact and cost-effectiveness of cervical cancer prevention in the Extended Middle East and North Africa (EMENA), Vaccine, ; 31 Suppl 6():1873-2518; G65-77",DALY,Iraq,Not Stated,Immunization,Human papillomavirus (HPV) 16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3,3,700,United States,2005,927.64
