index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
15856,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F2 fibrosis and frality phenotype frail,75 Years,75 Years,"Female, Male",Full,Lifetime,3,3,105757,Euro,2015,128153.15
15857,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F3 fibrosis and frality phenotype robust,75 Years,75 Years,"Female, Male",Full,Lifetime,3,3,25680,Euro,2015,31118.25
15858,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F3 fibrosis and frality phenotype pre-frail,75 Years,75 Years,"Female, Male",Full,Lifetime,3,3,36847,Euro,2015,44650.09
15859,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F3 fibrosis and frality phenotype frail,75 Years,75 Years,"Female, Male",Full,Lifetime,3,3,54565,Euro,2015,66120.23
15860,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F4 fibrosis and frality phenotype robust,75 Years,75 Years,"Female, Male",Full,Lifetime,3,3,19179,Euro,2015,23240.54
15861,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F4 fibrosis and frality phenotype pre-frail,75 Years,75 Years,"Female, Male",Full,Lifetime,3,3,25242,Euro,2015,30587.5
15862,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F4 fibrosis and frality phenotype frail,75 Years,75 Years,"Female, Male",Full,Lifetime,3,3,35119,Euro,2015,42556.15
15863,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F1 fibrosis and frality phenotype robust,80 Years,80 Years,"Female, Male",Full,Lifetime,3,3,132052,Euro,2015,160016.64
15864,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F1 fibrosis and frality phenotype pre-frail,80 Years,80 Years,"Female, Male",Full,Lifetime,3,3,218139,Euro,2015,264334.28
15865,Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis,"BACKGROUND: Chronic hepatitis C (CHC) has been undertreated among elderly patients. Interferon-free treatment represents an opportunity for these patients. The aim of this study was to assess the cost-effectiveness of directly acting antivirals (DAAs) in CHC elderly patients. METHODS: A Markov model of CHC natural history was built. This study focuses on CHC patients older than 65 years, stratified according to genotype (1/4, 2 and 3), liver fibrosis (METAVIR F1 to F4), age and frailty phenotype (robust, pre-frail and frail). DAAs combination vs no treatment was simulated for each theoretical population, assessing life years, quality-adjusted life years (QALYs), costs, incremental cost-effectiveness ratios (ICERs) in a lifetime time horizon and by the Healthcare System perspective. RESULTS: Incremental cost-effectiveness ratio increased with age and frailty status in all fibrosis stages. For robust F3 and F4 patients ICERs remained below the willingness-to-pay threshold (WTP) of 40 000euro/QALY up to age 75 and 86 years, respectively, depending on drug price and sustained virological response probability (sensitivity analysis). Notably, in F4 and frail subjects older than 75 years, ICER was more sensitive to non-liver-related mortality rate. In elderly F1 and F2 patients, ICERs were below WTP only up to 77 years old, with wide variability among frailty phenotypes. CONCLUSIONS: Cost-effectiveness of DAAs treatment of elderly CHC patients is solid in those with advanced fibrosis, but it depends strongly on frailty status and age, particularly in patients with milder fibrosis stages. Accurate assessment of clinical variables, including frailty, is necessary to allocate limited resources to this special population.",2016-01-21491,27943549,Liver Int,Antonio Ciaccio,2016,/,,No,27943549,"Antonio Ciaccio; Paolo Angelo Cortesi; Giuseppe Bellelli; Matteo Rota; Sara Conti; Stefano Okolicsanyi; Monica Rota; Giancarlo Cesana; Lorenzo Mantovani Giovanni; Giorgio Annoni; Mario Strazzabosco; Direct-acting antivirals combination for elderly patients with chronic hepatitis C: A cost-effectiveness analysis, Liver Int, 2016 Dec 10; ():1478-3223",QALY,Not Stated,Not Stated,Not Stated,Sofosbuvir and ledipasvir vs. None,Genotype 2 with F1 fibrosis and frality phenotype frail,80 Years,80 Years,"Female, Male",Full,Lifetime,3,3,349509,Euro,2015,423524.49
15866,Cost Utility Analysis of Topical Steroids Compared With Dietary Elimination for Treatment of Eosinophilic Esophagitis,"BACKGROUND & AIMS: Topical corticosteroids or dietary elimination are recommended as first-line therapies for eosinophilic esophagitis, but data to directly compare these therapies are scant. We performed a cost utility comparison of topical corticosteroids and the 6-food elimination diet (SFED) in treatment of eosinophilic esophagitis, from the payer perspective. METHODS: We used a modified Markov model based on current clinical guidelines, in which transition between states depended on histologic response simulated at the individual cohort-member level. Simulation parameters were defined by systematic review and meta-analysis to determine the base-case estimates and bounds of uncertainty for sensitivity analysis. Meta-regression models included adjustment for differences in study and cohort characteristics. RESULTS: In the base-case scenario, topical fluticasone was about as effective as SFED but more expensive at a 5-year time horizon ($9261.58 vs $5719.72 per person). SFED was more effective and less expensive than topical fluticasone and topical budesonide in the base-case scenario. Probabilistic sensitivity analysis revealed little uncertainty in relative treatment effectiveness. There was somewhat greater uncertainty in the relative cost of treatments; most simulations found SFED to be less expensive. CONCLUSIONS: In a cost utility analysis comparing topical corticosteroids and SFED for first-line treatment of eosinophilic esophagitis, the therapies were similar in effectiveness. SFED was on average less expensive, and more cost effective in most simulations, than topical budesonide and topical fluticasone, from a payer perspective and not accounting for patient-level costs or quality of life.",2016-01-21496,27940272,Clin Gastroenterol Hepatol,Cary C Cotton,2017,15 / 6,,No,27940272,"Cary C Cotton; Daniel Erim; Swathi Eluri; Sarah H Palmer; Daniel J Green; W Asher Wolf; Thomas M Runge; Stephanie Wheeler; Nicholas J Shaheen; Evan S Dellon; Cost Utility Analysis of Topical Steroids Compared With Dietary Elimination for Treatment of Eosinophilic Esophagitis, Clin Gastroenterol Hepatol, 2017 Jun; 15(6):1542-3565",QALY,United States of America,Not Stated,Not Stated,Six food elimination diet with rescue treatment of budesonide vs. Standard/Usual Care- Six food elimination diet with rescue treatment of fluticasone,Not Stated,65 Years,Not Stated,"Female, Male",Full,5 Years,3,3,-51866.67,United States,2015,-56635.87
15867,Cost Utility Analysis of Topical Steroids Compared With Dietary Elimination for Treatment of Eosinophilic Esophagitis,"BACKGROUND & AIMS: Topical corticosteroids or dietary elimination are recommended as first-line therapies for eosinophilic esophagitis, but data to directly compare these therapies are scant. We performed a cost utility comparison of topical corticosteroids and the 6-food elimination diet (SFED) in treatment of eosinophilic esophagitis, from the payer perspective. METHODS: We used a modified Markov model based on current clinical guidelines, in which transition between states depended on histologic response simulated at the individual cohort-member level. Simulation parameters were defined by systematic review and meta-analysis to determine the base-case estimates and bounds of uncertainty for sensitivity analysis. Meta-regression models included adjustment for differences in study and cohort characteristics. RESULTS: In the base-case scenario, topical fluticasone was about as effective as SFED but more expensive at a 5-year time horizon ($9261.58 vs $5719.72 per person). SFED was more effective and less expensive than topical fluticasone and topical budesonide in the base-case scenario. Probabilistic sensitivity analysis revealed little uncertainty in relative treatment effectiveness. There was somewhat greater uncertainty in the relative cost of treatments; most simulations found SFED to be less expensive. CONCLUSIONS: In a cost utility analysis comparing topical corticosteroids and SFED for first-line treatment of eosinophilic esophagitis, the therapies were similar in effectiveness. SFED was on average less expensive, and more cost effective in most simulations, than topical budesonide and topical fluticasone, from a payer perspective and not accounting for patient-level costs or quality of life.",2016-01-21496,27940272,Clin Gastroenterol Hepatol,Cary C Cotton,2017,15 / 6,,No,27940272,"Cary C Cotton; Daniel Erim; Swathi Eluri; Sarah H Palmer; Daniel J Green; W Asher Wolf; Thomas M Runge; Stephanie Wheeler; Nicholas J Shaheen; Evan S Dellon; Cost Utility Analysis of Topical Steroids Compared With Dietary Elimination for Treatment of Eosinophilic Esophagitis, Clin Gastroenterol Hepatol, 2017 Jun; 15(6):1542-3565",QALY,United States of America,Not Stated,Not Stated,Fluticasone with six food elimination diet as rescue treatment vs. Standard/Usual Care- Six food elimination diet with rescue treatment of fluticasone,Not Stated,65 Years,Not Stated,"Female, Male",Full,5 Years,3,3,-70840,United States,2015,-77353.82
15868,Cost Utility Analysis of Topical Steroids Compared With Dietary Elimination for Treatment of Eosinophilic Esophagitis,"BACKGROUND & AIMS: Topical corticosteroids or dietary elimination are recommended as first-line therapies for eosinophilic esophagitis, but data to directly compare these therapies are scant. We performed a cost utility comparison of topical corticosteroids and the 6-food elimination diet (SFED) in treatment of eosinophilic esophagitis, from the payer perspective. METHODS: We used a modified Markov model based on current clinical guidelines, in which transition between states depended on histologic response simulated at the individual cohort-member level. Simulation parameters were defined by systematic review and meta-analysis to determine the base-case estimates and bounds of uncertainty for sensitivity analysis. Meta-regression models included adjustment for differences in study and cohort characteristics. RESULTS: In the base-case scenario, topical fluticasone was about as effective as SFED but more expensive at a 5-year time horizon ($9261.58 vs $5719.72 per person). SFED was more effective and less expensive than topical fluticasone and topical budesonide in the base-case scenario. Probabilistic sensitivity analysis revealed little uncertainty in relative treatment effectiveness. There was somewhat greater uncertainty in the relative cost of treatments; most simulations found SFED to be less expensive. CONCLUSIONS: In a cost utility analysis comparing topical corticosteroids and SFED for first-line treatment of eosinophilic esophagitis, the therapies were similar in effectiveness. SFED was on average less expensive, and more cost effective in most simulations, than topical budesonide and topical fluticasone, from a payer perspective and not accounting for patient-level costs or quality of life.",2016-01-21496,27940272,Clin Gastroenterol Hepatol,Cary C Cotton,2017,15 / 6,,No,27940272,"Cary C Cotton; Daniel Erim; Swathi Eluri; Sarah H Palmer; Daniel J Green; W Asher Wolf; Thomas M Runge; Stephanie Wheeler; Nicholas J Shaheen; Evan S Dellon; Cost Utility Analysis of Topical Steroids Compared With Dietary Elimination for Treatment of Eosinophilic Esophagitis, Clin Gastroenterol Hepatol, 2017 Jun; 15(6):1542-3565",QALY,United States of America,Not Stated,Not Stated,Budesonide with six food elimination diet as rescue treatment vs. Standard/Usual Care- Six food elimination diet with rescue treatment of fluticasone,Not Stated,65 Years,Not Stated,"Female, Male",Full,5 Years,3,3,-132408.34,United States,2015,-144583.45
