index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
30546,Cost-effectiveness of rotavirus vaccination in Ghana: Examining impacts from 2012 to 2031,"BACKGROUND: Diarrhea causes about 10% of all deaths in children under five years globally, with rotavirus causing about 40% of all diarrhea deaths. Ghana introduced rotavirus vaccination as part of routine immunization in 2012 and it has been shown to be effective in reducing disease burden in children under five years. Ghana's transition from low to lower-middle income status in 2010 implies fewer resources from Gavi as well as other major global financing mechanisms. Ghana will soon bear the full cost of vaccines. The aim of this study was to estimate the health impact, costs and cost-effectiveness of rotavirus vaccination in Ghana from introduction and beyond the Gavi transition. METHODS: The TRIVAC model is used to estimate costs and effects of rotavirus vaccination from 2012 through 2031. Model inputs include demographics, disease burden, health system structure, health care utilization and costs as well as vaccine cost, coverage, and efficacy. Model inputs came from local data, the international literature and expert consultation. Costs were examined from the health system and societal perspectives. RESULTS: The results show that continued rotavirus vaccination could avert more than 2.2million cases and 8900 deaths while saving US$6 to US$9million in costs over a 20-year period. The net cost of vaccination program is approximately US$60 million over the same period. The societal cost per DALY averted is US$238 to US$332 with cost per case averted ranging from US$27 to US$38. The cost per death averted is approximately US$7000. CONCLUSION: The analysis shows that continued rotavirus vaccination will be highly cost-effective, even for the period during which Ghana will assume responsibility for purchasing vaccines after transition from Gavi support.",2017-01-03700,29223486,J. Gerontol. Ser. A-Biol. Sci. Med. Sci.,Justice Nonvignon,2017,/,,No,29223486,"Justice Nonvignon; Mohd Faizal Mohd Zulkifly; Shazli Ezzat Ghazali; Normah Che Din; Asmawati Desa; Azman Ali Raymond; Ritva Markkula; Eija Kalso; Antti Huunan-Seppala; Markku Koskenvuo; Karoliina Koskenvuo; Paivi Leino-Arjas; Jaakko Kaprio; Melissa O''Donnell; Miriam J. Maclean; Scott Sims; Vera A. Morgan; Helen Leonard; Fiona J. Stanley; Deborah Atherly; Clint Pecenka; Moses Aikins; Lauren Gazley; Devin Groman; Clement T Narh; George Armah; Cost-effectiveness of rotavirus vaccination in Ghana: Examining impacts from 2012 to 2031, J. Gerontol. Ser. A-Biol. Sci. Med. Sci., 2017 Dec 6; ():1079-5006",DALY,Ghana,Not Stated,Immunization,Rotavirus vaccination vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,238,United States,2015,259.88
30547,Cost-effectiveness of rotavirus vaccination in Ghana: Examining impacts from 2012 to 2031,"BACKGROUND: Diarrhea causes about 10% of all deaths in children under five years globally, with rotavirus causing about 40% of all diarrhea deaths. Ghana introduced rotavirus vaccination as part of routine immunization in 2012 and it has been shown to be effective in reducing disease burden in children under five years. Ghana's transition from low to lower-middle income status in 2010 implies fewer resources from Gavi as well as other major global financing mechanisms. Ghana will soon bear the full cost of vaccines. The aim of this study was to estimate the health impact, costs and cost-effectiveness of rotavirus vaccination in Ghana from introduction and beyond the Gavi transition. METHODS: The TRIVAC model is used to estimate costs and effects of rotavirus vaccination from 2012 through 2031. Model inputs include demographics, disease burden, health system structure, health care utilization and costs as well as vaccine cost, coverage, and efficacy. Model inputs came from local data, the international literature and expert consultation. Costs were examined from the health system and societal perspectives. RESULTS: The results show that continued rotavirus vaccination could avert more than 2.2million cases and 8900 deaths while saving US$6 to US$9million in costs over a 20-year period. The net cost of vaccination program is approximately US$60 million over the same period. The societal cost per DALY averted is US$238 to US$332 with cost per case averted ranging from US$27 to US$38. The cost per death averted is approximately US$7000. CONCLUSION: The analysis shows that continued rotavirus vaccination will be highly cost-effective, even for the period during which Ghana will assume responsibility for purchasing vaccines after transition from Gavi support.",2017-01-03700,29223486,J. Gerontol. Ser. A-Biol. Sci. Med. Sci.,Justice Nonvignon,2017,/,,No,29223486,"Justice Nonvignon; Mohd Faizal Mohd Zulkifly; Shazli Ezzat Ghazali; Normah Che Din; Asmawati Desa; Azman Ali Raymond; Ritva Markkula; Eija Kalso; Antti Huunan-Seppala; Markku Koskenvuo; Karoliina Koskenvuo; Paivi Leino-Arjas; Jaakko Kaprio; Melissa O''Donnell; Miriam J. Maclean; Scott Sims; Vera A. Morgan; Helen Leonard; Fiona J. Stanley; Deborah Atherly; Clint Pecenka; Moses Aikins; Lauren Gazley; Devin Groman; Clement T Narh; George Armah; Cost-effectiveness of rotavirus vaccination in Ghana: Examining impacts from 2012 to 2031, J. Gerontol. Ser. A-Biol. Sci. Med. Sci., 2017 Dec 6; ():1079-5006",DALY,Ghana,Not Stated,Immunization,Rotavirus vaccination vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,344,United States,2015,375.63
30548,Cost-effectiveness of rotavirus vaccination in Ghana: Examining impacts from 2012 to 2031,"BACKGROUND: Diarrhea causes about 10% of all deaths in children under five years globally, with rotavirus causing about 40% of all diarrhea deaths. Ghana introduced rotavirus vaccination as part of routine immunization in 2012 and it has been shown to be effective in reducing disease burden in children under five years. Ghana's transition from low to lower-middle income status in 2010 implies fewer resources from Gavi as well as other major global financing mechanisms. Ghana will soon bear the full cost of vaccines. The aim of this study was to estimate the health impact, costs and cost-effectiveness of rotavirus vaccination in Ghana from introduction and beyond the Gavi transition. METHODS: The TRIVAC model is used to estimate costs and effects of rotavirus vaccination from 2012 through 2031. Model inputs include demographics, disease burden, health system structure, health care utilization and costs as well as vaccine cost, coverage, and efficacy. Model inputs came from local data, the international literature and expert consultation. Costs were examined from the health system and societal perspectives. RESULTS: The results show that continued rotavirus vaccination could avert more than 2.2million cases and 8900 deaths while saving US$6 to US$9million in costs over a 20-year period. The net cost of vaccination program is approximately US$60 million over the same period. The societal cost per DALY averted is US$238 to US$332 with cost per case averted ranging from US$27 to US$38. The cost per death averted is approximately US$7000. CONCLUSION: The analysis shows that continued rotavirus vaccination will be highly cost-effective, even for the period during which Ghana will assume responsibility for purchasing vaccines after transition from Gavi support.",2017-01-03700,29223486,J. Gerontol. Ser. A-Biol. Sci. Med. Sci.,Justice Nonvignon,2017,/,,No,29223486,"Justice Nonvignon; Mohd Faizal Mohd Zulkifly; Shazli Ezzat Ghazali; Normah Che Din; Asmawati Desa; Azman Ali Raymond; Ritva Markkula; Eija Kalso; Antti Huunan-Seppala; Markku Koskenvuo; Karoliina Koskenvuo; Paivi Leino-Arjas; Jaakko Kaprio; Melissa O''Donnell; Miriam J. Maclean; Scott Sims; Vera A. Morgan; Helen Leonard; Fiona J. Stanley; Deborah Atherly; Clint Pecenka; Moses Aikins; Lauren Gazley; Devin Groman; Clement T Narh; George Armah; Cost-effectiveness of rotavirus vaccination in Ghana: Examining impacts from 2012 to 2031, J. Gerontol. Ser. A-Biol. Sci. Med. Sci., 2017 Dec 6; ():1079-5006",DALY,Ghana,Not Stated,Immunization,Rotavirus vaccination vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,332,United States,2015,362.53
30549,Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage,"BACKGROUND: World Health Organisation recommends routine Human Papilloma Virus (HPV) vaccination for girls when its cost-effectiveness in the country or region has been duly considered. We therefore aimed to evaluate cost-effectiveness of HPV vaccination in Nigeria using pragmatic parameter estimates for cost and programme coverage, i.e. realistically achievable in the studied context. METHODS: A microsimulation frame-work was used. The natural history for cervical cancer disease was remodelled from a previous Nigerian model-based study. Costing was based on health providers'' perspective. Disability adjusted life years attributable to cervical cancer mortality served as benefit estimate. Suitable policy option was obtained by calculating the incremental costs-effectiveness ratio. Probabilistic sensitivity analysis was used to assess parameter uncertainty. One-way sensitivity analysis was used to explore the robustness of the policy recommendation to key parameters alteration. Expected value of perfect information (EVPI) was calculated to determine the expected opportunity cost associated with choosing the optimal scenario or strategy at the maximum cost-effectiveness threshold. RESULTS: Combination of the current scenario of opportunistic screening and national HPV vaccination programme (CS + NV) was the only cost-effective and robust policy option. However, CS + NV scenario was only cost-effective so far the unit cost of HPV vaccine did not exceed $5. EVPI analysis showed that it may be worthwhile to conduct additional research to inform the decision to adopt CS + NV. CONCLUSIONS: National HPV vaccination combined with opportunist cervical cancer screening is cost-effective in Nigeria. However, adoption of this strategy should depend on its relative efficiency when compared to other competing new vaccines and health interventions.",2017-XX-25786,29216880,BMC Health Serv Res,Obinna I Ekwunife,2017,17 / 1,815,Yes,29216880,"Obinna I Ekwunife; Stefan K Lhachimi; Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage, BMC Health Serv Res, 2017 May 15; 17(1):1472-6963; 815",DALY,Nigeria,Not Stated,Immunization,Gavi vaccine price ($4.5/dose): National cervical cancer screening alone vs. Standard/Usual Care- Gavi vaccine price ($4.5/dose): Current scenario of opportunistic screening,Not Stated,Not Stated,6 Years,Female,Full,,3.00,3.00,25222.2,United States,2015,27541.41
30550,Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage,"BACKGROUND: World Health Organisation recommends routine Human Papilloma Virus (HPV) vaccination for girls when its cost-effectiveness in the country or region has been duly considered. We therefore aimed to evaluate cost-effectiveness of HPV vaccination in Nigeria using pragmatic parameter estimates for cost and programme coverage, i.e. realistically achievable in the studied context. METHODS: A microsimulation frame-work was used. The natural history for cervical cancer disease was remodelled from a previous Nigerian model-based study. Costing was based on health providers'' perspective. Disability adjusted life years attributable to cervical cancer mortality served as benefit estimate. Suitable policy option was obtained by calculating the incremental costs-effectiveness ratio. Probabilistic sensitivity analysis was used to assess parameter uncertainty. One-way sensitivity analysis was used to explore the robustness of the policy recommendation to key parameters alteration. Expected value of perfect information (EVPI) was calculated to determine the expected opportunity cost associated with choosing the optimal scenario or strategy at the maximum cost-effectiveness threshold. RESULTS: Combination of the current scenario of opportunistic screening and national HPV vaccination programme (CS + NV) was the only cost-effective and robust policy option. However, CS + NV scenario was only cost-effective so far the unit cost of HPV vaccine did not exceed $5. EVPI analysis showed that it may be worthwhile to conduct additional research to inform the decision to adopt CS + NV. CONCLUSIONS: National HPV vaccination combined with opportunist cervical cancer screening is cost-effective in Nigeria. However, adoption of this strategy should depend on its relative efficiency when compared to other competing new vaccines and health interventions.",2017-XX-25786,29216880,BMC Health Serv Res,Obinna I Ekwunife,2017,17 / 1,815,Yes,29216880,"Obinna I Ekwunife; Stefan K Lhachimi; Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage, BMC Health Serv Res, 2017 May 15; 17(1):1472-6963; 815",DALY,Nigeria,Not Stated,Immunization,Gavi vaccine price ($4.5/dose): National cervical cancer screening plus National HPV vaccination vs. Gavi vaccine price ($4.5/dose): National cervical cancer screening alone,Not Stated,Not Stated,6 Years,Female,Full,,3.00,3.00,7930,United States,2015,8659.17
30551,Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage,"BACKGROUND: World Health Organisation recommends routine Human Papilloma Virus (HPV) vaccination for girls when its cost-effectiveness in the country or region has been duly considered. We therefore aimed to evaluate cost-effectiveness of HPV vaccination in Nigeria using pragmatic parameter estimates for cost and programme coverage, i.e. realistically achievable in the studied context. METHODS: A microsimulation frame-work was used. The natural history for cervical cancer disease was remodelled from a previous Nigerian model-based study. Costing was based on health providers'' perspective. Disability adjusted life years attributable to cervical cancer mortality served as benefit estimate. Suitable policy option was obtained by calculating the incremental costs-effectiveness ratio. Probabilistic sensitivity analysis was used to assess parameter uncertainty. One-way sensitivity analysis was used to explore the robustness of the policy recommendation to key parameters alteration. Expected value of perfect information (EVPI) was calculated to determine the expected opportunity cost associated with choosing the optimal scenario or strategy at the maximum cost-effectiveness threshold. RESULTS: Combination of the current scenario of opportunistic screening and national HPV vaccination programme (CS + NV) was the only cost-effective and robust policy option. However, CS + NV scenario was only cost-effective so far the unit cost of HPV vaccine did not exceed $5. EVPI analysis showed that it may be worthwhile to conduct additional research to inform the decision to adopt CS + NV. CONCLUSIONS: National HPV vaccination combined with opportunist cervical cancer screening is cost-effective in Nigeria. However, adoption of this strategy should depend on its relative efficiency when compared to other competing new vaccines and health interventions.",2017-XX-25786,29216880,BMC Health Serv Res,Obinna I Ekwunife,2017,17 / 1,815,Yes,29216880,"Obinna I Ekwunife; Stefan K Lhachimi; Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage, BMC Health Serv Res, 2017 May 15; 17(1):1472-6963; 815",DALY,Nigeria,Not Stated,Immunization,Gavi vaccine price ($4.5/dose): Current scenario of opportunistic screening plus National HPV vaccination vs. Gavi vaccine price ($4.5/dose): Current scenario of opportunistic screening plus National HPV vaccination,Not Stated,Not Stated,6 Years,Female,Full,,3.00,3.00,32167,United States,2015,35124.79
30552,Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage,"BACKGROUND: World Health Organisation recommends routine Human Papilloma Virus (HPV) vaccination for girls when its cost-effectiveness in the country or region has been duly considered. We therefore aimed to evaluate cost-effectiveness of HPV vaccination in Nigeria using pragmatic parameter estimates for cost and programme coverage, i.e. realistically achievable in the studied context. METHODS: A microsimulation frame-work was used. The natural history for cervical cancer disease was remodelled from a previous Nigerian model-based study. Costing was based on health providers'' perspective. Disability adjusted life years attributable to cervical cancer mortality served as benefit estimate. Suitable policy option was obtained by calculating the incremental costs-effectiveness ratio. Probabilistic sensitivity analysis was used to assess parameter uncertainty. One-way sensitivity analysis was used to explore the robustness of the policy recommendation to key parameters alteration. Expected value of perfect information (EVPI) was calculated to determine the expected opportunity cost associated with choosing the optimal scenario or strategy at the maximum cost-effectiveness threshold. RESULTS: Combination of the current scenario of opportunistic screening and national HPV vaccination programme (CS + NV) was the only cost-effective and robust policy option. However, CS + NV scenario was only cost-effective so far the unit cost of HPV vaccine did not exceed $5. EVPI analysis showed that it may be worthwhile to conduct additional research to inform the decision to adopt CS + NV. CONCLUSIONS: National HPV vaccination combined with opportunist cervical cancer screening is cost-effective in Nigeria. However, adoption of this strategy should depend on its relative efficiency when compared to other competing new vaccines and health interventions.",2017-XX-25786,29216880,BMC Health Serv Res,Obinna I Ekwunife,2017,17 / 1,815,Yes,29216880,"Obinna I Ekwunife; Stefan K Lhachimi; Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage, BMC Health Serv Res, 2017 May 15; 17(1):1472-6963; 815",DALY,Nigeria,Not Stated,Immunization,Lowest vaccine price offered to public sector ($13/dose): National cervical cancer screening alone vs. Lowest vaccine price offered to public sector ($13/dose): Current scenario of opportunistic screening,Not Stated,Not Stated,6 Years,Female,Full,,3.00,3.00,22600,United States,2015,24678.1
30553,Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage,"BACKGROUND: World Health Organisation recommends routine Human Papilloma Virus (HPV) vaccination for girls when its cost-effectiveness in the country or region has been duly considered. We therefore aimed to evaluate cost-effectiveness of HPV vaccination in Nigeria using pragmatic parameter estimates for cost and programme coverage, i.e. realistically achievable in the studied context. METHODS: A microsimulation frame-work was used. The natural history for cervical cancer disease was remodelled from a previous Nigerian model-based study. Costing was based on health providers'' perspective. Disability adjusted life years attributable to cervical cancer mortality served as benefit estimate. Suitable policy option was obtained by calculating the incremental costs-effectiveness ratio. Probabilistic sensitivity analysis was used to assess parameter uncertainty. One-way sensitivity analysis was used to explore the robustness of the policy recommendation to key parameters alteration. Expected value of perfect information (EVPI) was calculated to determine the expected opportunity cost associated with choosing the optimal scenario or strategy at the maximum cost-effectiveness threshold. RESULTS: Combination of the current scenario of opportunistic screening and national HPV vaccination programme (CS + NV) was the only cost-effective and robust policy option. However, CS + NV scenario was only cost-effective so far the unit cost of HPV vaccine did not exceed $5. EVPI analysis showed that it may be worthwhile to conduct additional research to inform the decision to adopt CS + NV. CONCLUSIONS: National HPV vaccination combined with opportunist cervical cancer screening is cost-effective in Nigeria. However, adoption of this strategy should depend on its relative efficiency when compared to other competing new vaccines and health interventions.",2017-XX-25786,29216880,BMC Health Serv Res,Obinna I Ekwunife,2017,17 / 1,815,Yes,29216880,"Obinna I Ekwunife; Stefan K Lhachimi; Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage, BMC Health Serv Res, 2017 May 15; 17(1):1472-6963; 815",DALY,Nigeria,Not Stated,Immunization,Lowest vaccine price offered to public sector ($13/dose): Current scenario of opportunistic screening plus National HPV vaccination vs. Lowest vaccine price offered to public sector ($13/dose): National cervical cancer screening alone,Not Stated,Not Stated,6 Years,Female,Full,,3.00,3.00,17230,United States,2015,18814.32
30554,Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage,"BACKGROUND: World Health Organisation recommends routine Human Papilloma Virus (HPV) vaccination for girls when its cost-effectiveness in the country or region has been duly considered. We therefore aimed to evaluate cost-effectiveness of HPV vaccination in Nigeria using pragmatic parameter estimates for cost and programme coverage, i.e. realistically achievable in the studied context. METHODS: A microsimulation frame-work was used. The natural history for cervical cancer disease was remodelled from a previous Nigerian model-based study. Costing was based on health providers'' perspective. Disability adjusted life years attributable to cervical cancer mortality served as benefit estimate. Suitable policy option was obtained by calculating the incremental costs-effectiveness ratio. Probabilistic sensitivity analysis was used to assess parameter uncertainty. One-way sensitivity analysis was used to explore the robustness of the policy recommendation to key parameters alteration. Expected value of perfect information (EVPI) was calculated to determine the expected opportunity cost associated with choosing the optimal scenario or strategy at the maximum cost-effectiveness threshold. RESULTS: Combination of the current scenario of opportunistic screening and national HPV vaccination programme (CS + NV) was the only cost-effective and robust policy option. However, CS + NV scenario was only cost-effective so far the unit cost of HPV vaccine did not exceed $5. EVPI analysis showed that it may be worthwhile to conduct additional research to inform the decision to adopt CS + NV. CONCLUSIONS: National HPV vaccination combined with opportunist cervical cancer screening is cost-effective in Nigeria. However, adoption of this strategy should depend on its relative efficiency when compared to other competing new vaccines and health interventions.",2017-XX-25786,29216880,BMC Health Serv Res,Obinna I Ekwunife,2017,17 / 1,815,Yes,29216880,"Obinna I Ekwunife; Stefan K Lhachimi; Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage, BMC Health Serv Res, 2017 May 15; 17(1):1472-6963; 815",DALY,Nigeria,Not Stated,Immunization,Lowest vaccine price offered to public sector ($13/dose): National cervical cancer screening plus National HPV vaccination vs. Lowest vaccine price offered to public sector ($13/dose): Current scenario of opportunistic screening plus National Human papillomavirus vaccination,Not Stated,Not Stated,6 Years,Female,Full,,3.00,3.00,32500,United States,2015,35488.41
30555,Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage,"BACKGROUND: World Health Organisation recommends routine Human Papilloma Virus (HPV) vaccination for girls when its cost-effectiveness in the country or region has been duly considered. We therefore aimed to evaluate cost-effectiveness of HPV vaccination in Nigeria using pragmatic parameter estimates for cost and programme coverage, i.e. realistically achievable in the studied context. METHODS: A microsimulation frame-work was used. The natural history for cervical cancer disease was remodelled from a previous Nigerian model-based study. Costing was based on health providers'' perspective. Disability adjusted life years attributable to cervical cancer mortality served as benefit estimate. Suitable policy option was obtained by calculating the incremental costs-effectiveness ratio. Probabilistic sensitivity analysis was used to assess parameter uncertainty. One-way sensitivity analysis was used to explore the robustness of the policy recommendation to key parameters alteration. Expected value of perfect information (EVPI) was calculated to determine the expected opportunity cost associated with choosing the optimal scenario or strategy at the maximum cost-effectiveness threshold. RESULTS: Combination of the current scenario of opportunistic screening and national HPV vaccination programme (CS + NV) was the only cost-effective and robust policy option. However, CS + NV scenario was only cost-effective so far the unit cost of HPV vaccine did not exceed $5. EVPI analysis showed that it may be worthwhile to conduct additional research to inform the decision to adopt CS + NV. CONCLUSIONS: National HPV vaccination combined with opportunist cervical cancer screening is cost-effective in Nigeria. However, adoption of this strategy should depend on its relative efficiency when compared to other competing new vaccines and health interventions.",2017-XX-25786,29216880,BMC Health Serv Res,Obinna I Ekwunife,2017,17 / 1,815,Yes,29216880,"Obinna I Ekwunife; Stefan K Lhachimi; Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage, BMC Health Serv Res, 2017 May 15; 17(1):1472-6963; 815",DALY,Nigeria,Not Stated,Immunization,Non Gavi vaccine price (current scenario of opportunistic screening + national HPV vaccination programme): $11/dose vs. Standard/Usual Care- Current scenario of opportunistic screening,Not Stated,Not Stated,6 Years,Female,Full,,3.00,3.00,14845,United States,2015,16210.02
30556,Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage,"BACKGROUND: World Health Organisation recommends routine Human Papilloma Virus (HPV) vaccination for girls when its cost-effectiveness in the country or region has been duly considered. We therefore aimed to evaluate cost-effectiveness of HPV vaccination in Nigeria using pragmatic parameter estimates for cost and programme coverage, i.e. realistically achievable in the studied context. METHODS: A microsimulation frame-work was used. The natural history for cervical cancer disease was remodelled from a previous Nigerian model-based study. Costing was based on health providers'' perspective. Disability adjusted life years attributable to cervical cancer mortality served as benefit estimate. Suitable policy option was obtained by calculating the incremental costs-effectiveness ratio. Probabilistic sensitivity analysis was used to assess parameter uncertainty. One-way sensitivity analysis was used to explore the robustness of the policy recommendation to key parameters alteration. Expected value of perfect information (EVPI) was calculated to determine the expected opportunity cost associated with choosing the optimal scenario or strategy at the maximum cost-effectiveness threshold. RESULTS: Combination of the current scenario of opportunistic screening and national HPV vaccination programme (CS + NV) was the only cost-effective and robust policy option. However, CS + NV scenario was only cost-effective so far the unit cost of HPV vaccine did not exceed $5. EVPI analysis showed that it may be worthwhile to conduct additional research to inform the decision to adopt CS + NV. CONCLUSIONS: National HPV vaccination combined with opportunist cervical cancer screening is cost-effective in Nigeria. However, adoption of this strategy should depend on its relative efficiency when compared to other competing new vaccines and health interventions.",2017-XX-25786,29216880,BMC Health Serv Res,Obinna I Ekwunife,2017,17 / 1,815,Yes,29216880,"Obinna I Ekwunife; Stefan K Lhachimi; Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage, BMC Health Serv Res, 2017 May 15; 17(1):1472-6963; 815",DALY,Nigeria,Not Stated,Immunization,Non Gavi vaccine price (current scenario of opportunistic screening + national HPV vaccination programme): $9/dose vs. Standard/Usual Care- Current scenario of opportunistic screening,Not Stated,Not Stated,6 Years,Female,Full,,3.00,3.00,12202,United States,2015,13323.99
30557,Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage,"BACKGROUND: World Health Organisation recommends routine Human Papilloma Virus (HPV) vaccination for girls when its cost-effectiveness in the country or region has been duly considered. We therefore aimed to evaluate cost-effectiveness of HPV vaccination in Nigeria using pragmatic parameter estimates for cost and programme coverage, i.e. realistically achievable in the studied context. METHODS: A microsimulation frame-work was used. The natural history for cervical cancer disease was remodelled from a previous Nigerian model-based study. Costing was based on health providers'' perspective. Disability adjusted life years attributable to cervical cancer mortality served as benefit estimate. Suitable policy option was obtained by calculating the incremental costs-effectiveness ratio. Probabilistic sensitivity analysis was used to assess parameter uncertainty. One-way sensitivity analysis was used to explore the robustness of the policy recommendation to key parameters alteration. Expected value of perfect information (EVPI) was calculated to determine the expected opportunity cost associated with choosing the optimal scenario or strategy at the maximum cost-effectiveness threshold. RESULTS: Combination of the current scenario of opportunistic screening and national HPV vaccination programme (CS + NV) was the only cost-effective and robust policy option. However, CS + NV scenario was only cost-effective so far the unit cost of HPV vaccine did not exceed $5. EVPI analysis showed that it may be worthwhile to conduct additional research to inform the decision to adopt CS + NV. CONCLUSIONS: National HPV vaccination combined with opportunist cervical cancer screening is cost-effective in Nigeria. However, adoption of this strategy should depend on its relative efficiency when compared to other competing new vaccines and health interventions.",2017-XX-25786,29216880,BMC Health Serv Res,Obinna I Ekwunife,2017,17 / 1,815,Yes,29216880,"Obinna I Ekwunife; Stefan K Lhachimi; Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage, BMC Health Serv Res, 2017 May 15; 17(1):1472-6963; 815",DALY,Nigeria,Not Stated,Immunization,Non Gavi vaccine price (current scenario of opportunistic screening + national HPV vaccination programme): $7/dose vs. Standard/Usual Care- Current scenario of opportunistic screening,Not Stated,Not Stated,6 Years,Female,Full,,3.00,3.00,9900,United States,2015,10810.32
30558,Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage,"BACKGROUND: World Health Organisation recommends routine Human Papilloma Virus (HPV) vaccination for girls when its cost-effectiveness in the country or region has been duly considered. We therefore aimed to evaluate cost-effectiveness of HPV vaccination in Nigeria using pragmatic parameter estimates for cost and programme coverage, i.e. realistically achievable in the studied context. METHODS: A microsimulation frame-work was used. The natural history for cervical cancer disease was remodelled from a previous Nigerian model-based study. Costing was based on health providers'' perspective. Disability adjusted life years attributable to cervical cancer mortality served as benefit estimate. Suitable policy option was obtained by calculating the incremental costs-effectiveness ratio. Probabilistic sensitivity analysis was used to assess parameter uncertainty. One-way sensitivity analysis was used to explore the robustness of the policy recommendation to key parameters alteration. Expected value of perfect information (EVPI) was calculated to determine the expected opportunity cost associated with choosing the optimal scenario or strategy at the maximum cost-effectiveness threshold. RESULTS: Combination of the current scenario of opportunistic screening and national HPV vaccination programme (CS + NV) was the only cost-effective and robust policy option. However, CS + NV scenario was only cost-effective so far the unit cost of HPV vaccine did not exceed $5. EVPI analysis showed that it may be worthwhile to conduct additional research to inform the decision to adopt CS + NV. CONCLUSIONS: National HPV vaccination combined with opportunist cervical cancer screening is cost-effective in Nigeria. However, adoption of this strategy should depend on its relative efficiency when compared to other competing new vaccines and health interventions.",2017-XX-25786,29216880,BMC Health Serv Res,Obinna I Ekwunife,2017,17 / 1,815,Yes,29216880,"Obinna I Ekwunife; Stefan K Lhachimi; Cost-effectiveness of Human Papilloma Virus (HPV) vaccination in Nigeria: a decision analysis using pragmatic parameter estimates for cost and programme coverage, BMC Health Serv Res, 2017 May 15; 17(1):1472-6963; 815",DALY,Nigeria,Not Stated,Immunization,Non Gavi vaccine price (current scenario of opportunistic screening + national HPV vaccination programme): $5/dose vs. Standard/Usual Care- Current scenario of opportunistic screening,Not Stated,Not Stated,6 Years,Female,Full,,3.00,3.00,8650.79,United States,2015,9446.24
