index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
32624,Ocrelizumab for treating relapsing–remitting multiple sclerosis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41596,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Ocrelizumab for treating relapsing–remitting multiple sclerosis, NotApplicable, ; NotApplicable():",QALY,England,Demyelinating diseases of the central nervous system,Pharmaceutical,ocrelizumab vs. dimethyl fumarate,Not Stated,Not Stated,18 Years,"Male, Female",Full,Not Stated / None,Not Stated,Not Stated,Not Stated,United Kingdom,2016,Not Stated
32625,Ocrelizumab for treating relapsing–remitting multiple sclerosis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41596,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Ocrelizumab for treating relapsing–remitting multiple sclerosis, NotApplicable, ; NotApplicable():",QALY,England,Demyelinating diseases of the central nervous system,Pharmaceutical,ocrelizumab vs. fingolimod,Not Stated,Not Stated,18 Years,"Male, Female",Full,Not Stated / None,Not Stated,Not Stated,Not Stated,United Kingdom,2016,Not Stated
32626,Ocrelizumab for treating relapsing–remitting multiple sclerosis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41596,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Ocrelizumab for treating relapsing–remitting multiple sclerosis, NotApplicable, ; NotApplicable():",QALY,England,Demyelinating diseases of the central nervous system,Pharmaceutical,ocrelizumab vs. glatiramer acetate,Not Stated,Not Stated,18 Years,"Male, Female",Full,Not Stated / None,Not Stated,Not Stated,Not Stated,United Kingdom,2016,Not Stated
32627,Ocrelizumab for treating relapsing–remitting multiple sclerosis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41596,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Ocrelizumab for treating relapsing–remitting multiple sclerosis, NotApplicable, ; NotApplicable():",QALY,England,Demyelinating diseases of the central nervous system,Pharmaceutical,ocrelizumab vs. teriflunomide,Not Stated,Not Stated,18 Years,"Male, Female",Full,Not Stated / None,Not Stated,Not Stated,Not Stated,United Kingdom,2016,Not Stated
32628,Pembrolizumab for untreated PD-L1-positive metastatic non-small-cell lung cancer,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41601,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Pembrolizumab for untreated PD-L1-positive metastatic non-small-cell lung cancer, NotApplicable, ; NotApplicable():",QALY,"Wales, England",Malignant neoplasms of respiratory and intrathoracic organs,Pharmaceutical,Pembrolizumab vs. platinum-based therapy +/- pemetrexed,untreated PD-L1 positive,Not Stated,18 Years,"Male, Female",Full,20 Years,3.50,3.50,30244,United Kingdom,2016,46285.15
32629,Liraglutide for managing overweight and obesity,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2020-01-41590,,NotApplicable,NotApplicable,2020,NotApplicable /,,No,Not Stated,"NotApplicable; Liraglutide for managing overweight and obesity, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Obesity and other hyperalimentation,Health Education or Behavior,liraglutide vs. reduced-calorie diet,"body mass index of 30 kg per m2, or with a body mass index from 27 kg per m2 to less than 30 kg per m2 + at least 1 weight-related comorbidity",Not Stated,18 Years,"Male, Female",Full,40 Years,3.50,3.50,13059,United Kingdom,2018,18830.45
32630,Volanesorsen for treating familial chylomicronaemia syndrome,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2020-01-41591,,NotApplicable,NotApplicable,2020,NotApplicable /,,No,Not Stated,"NotApplicable; Volanesorsen for treating familial chylomicronaemia syndrome, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Metabolic disorders,Pharmaceutical,volanesorsen vs. best supportive care (strict dietary control),Not Stated,41 Years,41 Years,"Male, Female",Full,59 Years,3.50,3.50,98013,United Kingdom,2018,141330.03
32631,Entrectinib for treating NTRK fusion-positive solid tumours,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2020-01-41594,,NotApplicable,NotApplicable,2020,NotApplicable /,,No,Not Stated,"NotApplicable; Entrectinib for treating NTRK fusion-positive solid tumours, NotApplicable, ; NotApplicable():",QALY,"England, Wales",,Pharmaceutical,entrectinib vs. best supportive care,Not Stated,Not Stated,12 Years,"Male, Female",Full,30 Years,3.50,3.50,49358,United Kingdom,2018,71171.86
32632,Venetoclax with obinutuzumab for untreated chronic lymphocytic leukaemia,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2020-01-41599,,NotApplicable,NotApplicable,2020,NotApplicable /,,No,Not Stated,"NotApplicable; Venetoclax with obinutuzumab for untreated chronic lymphocytic leukaemia, NotApplicable, ; NotApplicable():",QALY,"England, Wales","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",Pharmaceutical,venetoclax vs. obinutuzumab,unsuitable for fludarabine plus cyclophosphamide and rituximab or bendamustine plus rituximab,Not Stated,18 Years,"Male, Female",Full,30 Years,Not Stated,3.50,Not Stated,United Kingdom,2018,Not Stated
32633,Venetoclax with obinutuzumab for untreated chronic lymphocytic leukaemia,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2020-01-41599,,NotApplicable,NotApplicable,2020,NotApplicable /,,No,Not Stated,"NotApplicable; Venetoclax with obinutuzumab for untreated chronic lymphocytic leukaemia, NotApplicable, ; NotApplicable():",QALY,"England, Wales","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",Pharmaceutical,venetoclax vs. ibrutinib,17p deletion or TP53 mutation,Not Stated,18 Years,"Male, Female",Full,30 Years,Not Stated,3.50,549699,United Kingdom,2018,792639.49
32634,Venetoclax with obinutuzumab for untreated chronic lymphocytic leukaemia,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2020-01-41599,,NotApplicable,NotApplicable,2020,NotApplicable /,,No,Not Stated,"NotApplicable; Venetoclax with obinutuzumab for untreated chronic lymphocytic leukaemia, NotApplicable, ; NotApplicable():",QALY,"England, Wales","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",Pharmaceutical,venetoclax vs. fludarabine,fludarabine plus cyclophosphamide and rituximab or bendamustine plus rituximab are suitable,Not Stated,18 Years,"Male, Female",Full,30 Years,Not Stated,3.50,32669,United Kingdom,2018,47107.13
32635,Venetoclax with obinutuzumab for untreated chronic lymphocytic leukaemia,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2020-01-41599,,NotApplicable,NotApplicable,2020,NotApplicable /,,No,Not Stated,"NotApplicable; Venetoclax with obinutuzumab for untreated chronic lymphocytic leukaemia, NotApplicable, ; NotApplicable():",QALY,"England, Wales","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",Pharmaceutical,venetoclax vs. bendamustine,fludarabine plus cyclophosphamide and rituximab or bendamustine plus rituximab are suitable,Not Stated,18 Years,"Male, Female",Full,30 Years,Not Stated,3.50,36768,United Kingdom,2018,53017.69
32636,Venetoclax with obinutuzumab for untreated chronic lymphocytic leukaemia,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2020-01-41599,,NotApplicable,NotApplicable,2020,NotApplicable /,,No,Not Stated,"NotApplicable; Venetoclax with obinutuzumab for untreated chronic lymphocytic leukaemia, NotApplicable, ; NotApplicable():",QALY,"England, Wales","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",Pharmaceutical,venetoclax vs. fludarabine,fludarabine plus cyclophosphamide and rituximab or bendamustine plus rituximab are suitable,Not Stated,18 Years,"Male, Female",Full,30 Years,Not Stated,3.50,47494,United Kingdom,2018,68484.06
32637,Venetoclax with obinutuzumab for untreated chronic lymphocytic leukaemia,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2020-01-41599,,NotApplicable,NotApplicable,2020,NotApplicable /,,No,Not Stated,"NotApplicable; Venetoclax with obinutuzumab for untreated chronic lymphocytic leukaemia, NotApplicable, ; NotApplicable():",QALY,"England, Wales","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",Pharmaceutical,venetoclax vs. bendamustine,Not Stated,Not Stated,18 Years,"Male, Female",Full,30 Years,Not Stated,3.50,67445,United Kingdom,2018,97252.44
32638,Guidance on the use of coronary artery stents,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2020-01-41602,,NotApplicable,NotApplicable,2020,NotApplicable /,,No,Not Stated,"NotApplicable; Guidance on the use of coronary artery stents, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Ischaemic heart diseases,"Medical Device, Pharmaceutical",Percutaneous coronary intervention using drug-eluting stent vs. Percutaneous coronary intervention using bare-metal stent,single-vessel disease with diabetes and long lesions,Not Stated,18 Years,"Male, Female",Full,5 Years,Not Stated,Not Stated,Not Stated,United Kingdom,2018,Not Stated
32639,Guidance on the use of coronary artery stents,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2020-01-41602,,NotApplicable,NotApplicable,2020,NotApplicable /,,No,Not Stated,"NotApplicable; Guidance on the use of coronary artery stents, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Ischaemic heart diseases,"Medical Device, Pharmaceutical",Percutaneous coronary intervention using drug-eluting stent vs. Percutaneous coronary intervention using bare-metal stent,"single vessel disease, without diabetes and long lesions",Not Stated,18 Years,"Male, Female",Full,5 Years,Not Stated,Not Stated,15000,United Kingdom,2018,21629.28
32640,Guidance on the use of coronary artery stents,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2020-01-41602,,NotApplicable,NotApplicable,2020,NotApplicable /,,No,Not Stated,"NotApplicable; Guidance on the use of coronary artery stents, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Ischaemic heart diseases,"Medical Device, Pharmaceutical",Percutaneous coronary intervention using drug-eluting stent vs. Percutaneous coronary intervention using bare-metal stent,single-vessel disease with narrow vessels,Not Stated,18 Years,"Male, Female",Full,5 Years,Not Stated,Not Stated,16000,United Kingdom,2018,23071.23
32641,Guidance on the use of coronary artery stents,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2020-01-41602,,NotApplicable,NotApplicable,2020,NotApplicable /,,No,Not Stated,"NotApplicable; Guidance on the use of coronary artery stents, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Ischaemic heart diseases,"Medical Device, Pharmaceutical",Percutaneous coronary intervention using drug-eluting stent vs. percutaneous coronary intervention using bare-metal stent,single-vessel disease,Not Stated,18 Years,"Male, Female",Full,5 Years,Not Stated,Not Stated,94000,United Kingdom,2018,135543.47
32642,Guidance on the use of coronary artery stents,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2020-01-41602,,NotApplicable,NotApplicable,2020,NotApplicable /,,No,Not Stated,"NotApplicable; Guidance on the use of coronary artery stents, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Ischaemic heart diseases,"Medical Device, Pharmaceutical",percutaneous coronary intervention with drug-eluting stent vs. percutaneous coronary intervention with bare-metal stent,non-diabetic with two-vessel disease,Not Stated,18 Years,"Male, Female",Full,5 Years,Not Stated,Not Stated,195000,United Kingdom,2018,281180.61
32643,Entrectinib for treating ROS1-positive advanced non-small-cell lung cancer,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2020-01-41603,,NotApplicable,NotApplicable,2020,NotApplicable /,,No,Not Stated,"NotApplicable; Entrectinib for treating ROS1-positive advanced non-small-cell lung cancer, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Malignant neoplasms of respiratory and intrathoracic organs,Pharmaceutical,entrectinib vs. pemetrexed,ROS1-positive,Not Stated,18 Years,"Male, Female",Full,30 Years,3.50,3.50,37910,United Kingdom,2018,54664.39
32644,Entrectinib for treating ROS1-positive advanced non-small-cell lung cancer,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2020-01-41603,,NotApplicable,NotApplicable,2020,NotApplicable /,,No,Not Stated,"NotApplicable; Entrectinib for treating ROS1-positive advanced non-small-cell lung cancer, NotApplicable, ; NotApplicable():",QALY,"England, Wales",Malignant neoplasms of respiratory and intrathoracic organs,Pharmaceutical,entrectinib vs. pemetrexed,ROS1-positive,Not Stated,18 Years,"Male, Female",Full,30 Years,3.50,3.50,42572,United Kingdom,2018,61386.77
32645,Crisaborole for atopic dermatitis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41553,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Crisaborole for atopic dermatitis, NotApplicable, ; NotApplicable():",QALY,Canada,Dermatitis and eczema,Pharmaceutical,crisaborole ointment 2% vs. pimecrolimus ointment 1%,mild to moderate symptoms,2 Years,17 Years,"Male, Female",Full,Lifetime,1.50,1.50,Not Stated,Canada,2018,Not Stated
32646,Crisaborole for atopic dermatitis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41553,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Crisaborole for atopic dermatitis, NotApplicable, ; NotApplicable():",QALY,Canada,Dermatitis and eczema,Pharmaceutical,crisaborole ointment 2% vs. pimecrolimus ointment 1%,mild to moderate symptoms,Not Stated,18 Years,"Male, Female",Full,Lifetime,1.50,1.50,1333,Canada,2018,1110.19
