index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
28440,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis,"To inform decision making regarding intervention strategies against non-communicable diseases in Mexico, in the context of health reform.Cost effectiveness analysis based on epidemiological modelling.101 intervention strategies relating to nine major clusters of non-communicable disease: depression, heavy alcohol use, tobacco use, cataracts, breast cancer, cervical cancer, chronic obstructive pulmonary disease, cardiovascular disease, and diabetes.Mexican data sources were used for most key input parameters, including administrative registries; disease burden and population estimates; household surveys; and drug price databases. These sources were supplemented as needed with estimates for Mexico from the WHO-CHOICE unit cost database or with estimates extrapolated from the published literature.Population health outcomes, measured in disability adjusted life years (DALYs); costs in 2005 international dollars ($Int); and costs per DALY.Across 101 intervention strategies examined in this study, average yearly costs at the population level would range from around =$Int1m (such as for cataract surgeries) to >$Int1bn for certain strategies for primary prevention in cardiovascular disease. Wide variation also appeared in total population health benefits, from <1000 DALYs averted a year (for some components of cancer treatments or aspirin for acute ischaemic stroke) to >300,000 averted DALYs (for aggressive combinations of interventions to deal with alcohol use or cardiovascular risks). Interventions in this study spanned a wide range of average cost effectiveness ratios, differing by more than three orders of magnitude between the lowest and highest ratios. Overall, community and public health interventions such as non-personal interventions for alcohol use, tobacco use, and cardiovascular risks tended to have lower cost effectiveness ratios than many clinical interventions (of varying complexity). Even within the community and public health interventions, however, there was a 200-fold difference between the most and least cost effective strategies examined. Likewise, several clinical interventions appeared among the strategies with the lowest average cost effectiveness ratios-for example, cataract surgeries.Wide variations in costs and effects exist within and across intervention categories. For every major disease area examined, at least some strategies provided excellent value for money, including both population based and personal interventions.",2012-99-08799,22389335,BMJ,Joshua A Salomon,2012,344 /,e355,No,22389335,"Joshua A Salomon; Natalie Carvalho; Cristina Guti?rrez-Delgado; Ricardo Orozco; Anna Mancuso; Daniel R Hogan; Diana Lee; Yuki Murakami; Lakshmi Sridharan; Mar?a Elena Medina-Mora; Eduardo Gonz?lez-Pier; Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis, BMJ, ; 344 ():0959-8138; e355",DALY,Mexico,Not Stated,"Care Delivery, Diagnostic, Environmental, Health Education or Behavior, Immunization, Legislation / Regulation, Medical Procedure, Pharmaceutical, Screening, Surgical",Lipid control vs. None,Not Stated,Not Stated,Not Stated,Female,Full,,3.00,3.00,17311,United States,2005,22940.49
28441,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis,"To inform decision making regarding intervention strategies against non-communicable diseases in Mexico, in the context of health reform.Cost effectiveness analysis based on epidemiological modelling.101 intervention strategies relating to nine major clusters of non-communicable disease: depression, heavy alcohol use, tobacco use, cataracts, breast cancer, cervical cancer, chronic obstructive pulmonary disease, cardiovascular disease, and diabetes.Mexican data sources were used for most key input parameters, including administrative registries; disease burden and population estimates; household surveys; and drug price databases. These sources were supplemented as needed with estimates for Mexico from the WHO-CHOICE unit cost database or with estimates extrapolated from the published literature.Population health outcomes, measured in disability adjusted life years (DALYs); costs in 2005 international dollars ($Int); and costs per DALY.Across 101 intervention strategies examined in this study, average yearly costs at the population level would range from around =$Int1m (such as for cataract surgeries) to >$Int1bn for certain strategies for primary prevention in cardiovascular disease. Wide variation also appeared in total population health benefits, from <1000 DALYs averted a year (for some components of cancer treatments or aspirin for acute ischaemic stroke) to >300,000 averted DALYs (for aggressive combinations of interventions to deal with alcohol use or cardiovascular risks). Interventions in this study spanned a wide range of average cost effectiveness ratios, differing by more than three orders of magnitude between the lowest and highest ratios. Overall, community and public health interventions such as non-personal interventions for alcohol use, tobacco use, and cardiovascular risks tended to have lower cost effectiveness ratios than many clinical interventions (of varying complexity). Even within the community and public health interventions, however, there was a 200-fold difference between the most and least cost effective strategies examined. Likewise, several clinical interventions appeared among the strategies with the lowest average cost effectiveness ratios-for example, cataract surgeries.Wide variations in costs and effects exist within and across intervention categories. For every major disease area examined, at least some strategies provided excellent value for money, including both population based and personal interventions.",2012-99-08799,22389335,BMJ,Joshua A Salomon,2012,344 /,e355,No,22389335,"Joshua A Salomon; Natalie Carvalho; Cristina Guti?rrez-Delgado; Ricardo Orozco; Anna Mancuso; Daniel R Hogan; Diana Lee; Yuki Murakami; Lakshmi Sridharan; Mar?a Elena Medina-Mora; Eduardo Gonz?lez-Pier; Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis, BMJ, ; 344 ():0959-8138; e355",DALY,Mexico,Not Stated,"Care Delivery, Diagnostic, Environmental, Health Education or Behavior, Immunization, Legislation / Regulation, Medical Procedure, Pharmaceutical, Screening, Surgical",Blood pressure control vs. None,Not Stated,Not Stated,Not Stated,Female,Full,,3.00,3.00,8562,United States,2005,11346.34
28442,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis,"To inform decision making regarding intervention strategies against non-communicable diseases in Mexico, in the context of health reform.Cost effectiveness analysis based on epidemiological modelling.101 intervention strategies relating to nine major clusters of non-communicable disease: depression, heavy alcohol use, tobacco use, cataracts, breast cancer, cervical cancer, chronic obstructive pulmonary disease, cardiovascular disease, and diabetes.Mexican data sources were used for most key input parameters, including administrative registries; disease burden and population estimates; household surveys; and drug price databases. These sources were supplemented as needed with estimates for Mexico from the WHO-CHOICE unit cost database or with estimates extrapolated from the published literature.Population health outcomes, measured in disability adjusted life years (DALYs); costs in 2005 international dollars ($Int); and costs per DALY.Across 101 intervention strategies examined in this study, average yearly costs at the population level would range from around =$Int1m (such as for cataract surgeries) to >$Int1bn for certain strategies for primary prevention in cardiovascular disease. Wide variation also appeared in total population health benefits, from <1000 DALYs averted a year (for some components of cancer treatments or aspirin for acute ischaemic stroke) to >300,000 averted DALYs (for aggressive combinations of interventions to deal with alcohol use or cardiovascular risks). Interventions in this study spanned a wide range of average cost effectiveness ratios, differing by more than three orders of magnitude between the lowest and highest ratios. Overall, community and public health interventions such as non-personal interventions for alcohol use, tobacco use, and cardiovascular risks tended to have lower cost effectiveness ratios than many clinical interventions (of varying complexity). Even within the community and public health interventions, however, there was a 200-fold difference between the most and least cost effective strategies examined. Likewise, several clinical interventions appeared among the strategies with the lowest average cost effectiveness ratios-for example, cataract surgeries.Wide variations in costs and effects exist within and across intervention categories. For every major disease area examined, at least some strategies provided excellent value for money, including both population based and personal interventions.",2012-99-08799,22389335,BMJ,Joshua A Salomon,2012,344 /,e355,No,22389335,"Joshua A Salomon; Natalie Carvalho; Cristina Guti?rrez-Delgado; Ricardo Orozco; Anna Mancuso; Daniel R Hogan; Diana Lee; Yuki Murakami; Lakshmi Sridharan; Mar?a Elena Medina-Mora; Eduardo Gonz?lez-Pier; Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis, BMJ, ; 344 ():0959-8138; e355",DALY,Mexico,Not Stated,"Care Delivery, Diagnostic, Environmental, Health Education or Behavior, Immunization, Legislation / Regulation, Medical Procedure, Pharmaceutical, Screening, Surgical",Conventional glycemic control vs. None,Not Stated,Not Stated,Not Stated,Female,Full,,3.00,3.00,12496,United States,2005,16559.66
28443,Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis,"To inform decision making regarding intervention strategies against non-communicable diseases in Mexico, in the context of health reform.Cost effectiveness analysis based on epidemiological modelling.101 intervention strategies relating to nine major clusters of non-communicable disease: depression, heavy alcohol use, tobacco use, cataracts, breast cancer, cervical cancer, chronic obstructive pulmonary disease, cardiovascular disease, and diabetes.Mexican data sources were used for most key input parameters, including administrative registries; disease burden and population estimates; household surveys; and drug price databases. These sources were supplemented as needed with estimates for Mexico from the WHO-CHOICE unit cost database or with estimates extrapolated from the published literature.Population health outcomes, measured in disability adjusted life years (DALYs); costs in 2005 international dollars ($Int); and costs per DALY.Across 101 intervention strategies examined in this study, average yearly costs at the population level would range from around =$Int1m (such as for cataract surgeries) to >$Int1bn for certain strategies for primary prevention in cardiovascular disease. Wide variation also appeared in total population health benefits, from <1000 DALYs averted a year (for some components of cancer treatments or aspirin for acute ischaemic stroke) to >300,000 averted DALYs (for aggressive combinations of interventions to deal with alcohol use or cardiovascular risks). Interventions in this study spanned a wide range of average cost effectiveness ratios, differing by more than three orders of magnitude between the lowest and highest ratios. Overall, community and public health interventions such as non-personal interventions for alcohol use, tobacco use, and cardiovascular risks tended to have lower cost effectiveness ratios than many clinical interventions (of varying complexity). Even within the community and public health interventions, however, there was a 200-fold difference between the most and least cost effective strategies examined. Likewise, several clinical interventions appeared among the strategies with the lowest average cost effectiveness ratios-for example, cataract surgeries.Wide variations in costs and effects exist within and across intervention categories. For every major disease area examined, at least some strategies provided excellent value for money, including both population based and personal interventions.",2012-99-08799,22389335,BMJ,Joshua A Salomon,2012,344 /,e355,No,22389335,"Joshua A Salomon; Natalie Carvalho; Cristina Guti?rrez-Delgado; Ricardo Orozco; Anna Mancuso; Daniel R Hogan; Diana Lee; Yuki Murakami; Lakshmi Sridharan; Mar?a Elena Medina-Mora; Eduardo Gonz?lez-Pier; Intervention strategies to reduce the burden of non-communicable diseases in Mexico: cost effectiveness analysis, BMJ, ; 344 ():0959-8138; e355",DALY,Mexico,Not Stated,"Care Delivery, Diagnostic, Environmental, Health Education or Behavior, Immunization, Legislation / Regulation, Medical Procedure, Pharmaceutical, Screening, Surgical",Intensive glycemic control vs. None,Not Stated,Not Stated,Not Stated,Female,Full,,3.00,3.00,13632,United States,2005,18065.09
28444,Evaluation of current guthrie TSH cut-off point in Iran congenital hypothyroidism screening program: a cost-effectiveness analysis,"The threshold of thyroid-stimulating hormone (TSH) in current screening for congenital hypothyroidism (CH) from the heel prick test is 5 mU/l. This study uses cost-effective analysis to evaluate increasing the threshold to minimize false-positive results and recall rates.Cost of screening, diagnosis and treatment, education, and care of mentally retarded patients were gathered from the Ministry of Health State Welfare Organization and Department of Education in Tehran. Screening data were obtained from 34,007 neonates in the Central Health Laboratory of Tehran University of Medical Sciences in 2009. Sensitivity analysis and calculation of confidence interval for incremental costs and effects (gained disability adjusted life years - DALYs) and incremental cost-effectiveness ratios (ICER) were performed by Monte Carlo simulation with Ersatz software.ICER for screening programs with different TSH cut-off points versus no screening was similar, and approximately -4.5 ? 0.2 thousand US dollars per gained DALY. In the proposed cohort (10,000 neonates), gained DALYs were 316 ? 50 for a cut off point of 5 mU/l, 251 ? 40 for 10 mU/l, 146 ? 23 for 15 mU/l, and 113 ? 18 for a cut-off point of 20 mU/l. Sensitivity analysis showed that the model remained the same when the input parameters were changed.This study demonstrates that the current threshold of TSH in the national CH screening program in terms of cost-effectiveness is the most appropriate threshold. However, more studies are needed to examine new strategies and methods to reduce recall rates and related consequences such as repeated thyroid testing in neonates.",2012-99-08778,22369300,Arch Iran Med,Ahmad Reza Shamshiri,2012,15 /,136-41,No,22369300,"Ahmad Reza Shamshiri; Shahin Yarahmadi; Mohammad Hossein Forouzanfar; Ali Akbar Haghdoost; Gholamreza Hamzehloo; Kourosh Holakouie Naieni; Evaluation of current guthrie TSH cut-off point in Iran congenital hypothyroidism screening program: a cost-effectiveness analysis, Arch Iran Med , ; 15 ():1029-2977; 136-41",DALY,Iran,Not Stated,Screening,"Congenital hypothyroidism screening with thyroid-stimulating hormone (TSH), cut-off point= 10mU/l vs. None",Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,-4580.06,United States,2008,-5505.59
28445,Potential cost-effectiveness of universal access to modern contraceptives in Uganda,"Over two thirds of women who need contraception in Uganda lack access to modern effective methods. This study was conducted to estimate the potential cost-effectiveness of achieving universal access to modern contraceptives in Uganda by implementing a hypothetical new contraceptive program (NCP) from both societal and governmental (Ministry of Health (MoH)) perspectives.A Markov model was developed to compare the NCP to the status quo or current contraceptive program (CCP). The model followed a hypothetical cohort of 15-year old girls over a lifetime horizon. Data were obtained from the Uganda National Demographic and Health Survey and from published and unpublished sources. Costs, life expectancy, disability-adjusted life expectancy, pregnancies, fertility and incremental cost-effectiveness measured as cost per life-year (LY) gained, cost per disability-adjusted life-year (DALY) averted, cost per pregnancy averted and cost per unit of fertility reduction were calculated. Univariate and probabilistic sensitivity analyses were performed to examine the robustness of results. Mean discounted life expectancy and disability-adjusted life expectancy (DALE) were higher under the NCP vs. CCP (28.74 vs. 28.65 years and 27.38 vs. 27.01 respectively). Mean pregnancies and live births per woman were lower under the NCP (9.51 vs. 7.90 and 6.92 vs. 5.79 respectively). Mean lifetime societal costs per woman were lower for the NCP from the societal perspective ($1,949 vs. $1,987) and the MoH perspective ($636 vs. $685). In the incremental analysis, the NCP dominated the CCP, i.e. it was both less costly and more effective. The results were robust to univariate and probabilistic sensitivity analysis.Universal access to modern contraceptives in Uganda appears to be highly cost-effective. Increasing contraceptive coverage should be considered among Uganda's public health priorities.",2012-02-08771,22363480,PLoS One,Joseph B Babigumira,2012,7 /,e30735,No,22363480,"Joseph B Babigumira; Andy Stergachis; David L Veenstra; Jacqueline S Gardner; Joseph Ngonzi; Peter Mukasa-Kivunike; Louis P Garrison; Potential cost-effectiveness of universal access to modern contraceptives in Uganda, PLoS One , ; 7 ():1932-6203; e30735",DALY,Uganda,Not Stated,Legislation / Regulation,Universal access to modern contraceptives vs. Standard/Usual Care- current contraceptive program,Not Stated,15 Years,15 Years,Female,Full,,3.00,3.00,-105.11,United States,2010,-124.75
28446,Cost and cost-effectiveness of multidrug-resistant tuberculosis treatment in Estonia and Russia,"Evidence on the cost and cost-effectiveness of treatment of multidrug-resistant tuberculosis (MDR-TB) is limited, and no published data are available from former Soviet Union countries, where rates of MDR-TB are highest globally. We evaluated the cost and cost-effectiveness of MDR-TB treatment in Estonia and Russia (Tomsk Oblast), comparing cohorts enrolled on treatment according to World Health Organization (WHO) guidelines in 2001 and 2002 with cohorts treated in previous years. Costs were assessed from a health system perspective in 2003 US$; effects were measured as cures, deaths averted and disability-adjusted life-years (DALYs) averted. Cure rates when WHO guidelines were followed were 61% (90 out of 149) in Estonia and 76% (76 out of 100) in Tomsk Oblast, with a cost per patient treated of US$8,974 and US$10,088, respectively. Before WHO guidelines were followed, cure rates were 52% in Estonia and 15% in Tomsk Oblast; the cost per patient treated was US$4,729 and US$2,282, respectively. Drugs and hospitalisation accounted for 69-90% of total costs. The cost per DALY averted by treatment following WHO guidelines was US$579 (range US$297-US$902) in Estonia and US$429 (range US$302-US$546) in Tomsk Oblast. Treatment of patients with MDR-TB can be cost-effective, but requires substantial additional investment in tuberculosis control in priority countries.",2012-99-09236,22362862,Eur Respir J,Katherine Floyd,2012,40 / 1,133-42,No,22362862,"Katherine Floyd; Raymond Hutubessy; Kai Kliiman; Rosella Centis; Nina Khurieva; Wieslaw Jakobowiak; Manfred Danilovits; Genadi Peremitin; Salmaan Keshavjee; Giovanni Battista Migliori; Cost and cost-effectiveness of multidrug-resistant tuberculosis treatment in Estonia and Russia, Eur Respir J, ; 40(1):0903-1936; 133-42",DALY,Estonia,Not Stated,Pharmaceutical,Multidrug-resistant treatment as per WHO guidelines vs. Standard/Usual Care- (before WHO guidelines),Not Stated,Not Stated,19 Years,"Female, Male",Full,,3.00,3.00,579,United States,2003,814.41
28447,Cost and cost-effectiveness of multidrug-resistant tuberculosis treatment in Estonia and Russia,"Evidence on the cost and cost-effectiveness of treatment of multidrug-resistant tuberculosis (MDR-TB) is limited, and no published data are available from former Soviet Union countries, where rates of MDR-TB are highest globally. We evaluated the cost and cost-effectiveness of MDR-TB treatment in Estonia and Russia (Tomsk Oblast), comparing cohorts enrolled on treatment according to World Health Organization (WHO) guidelines in 2001 and 2002 with cohorts treated in previous years. Costs were assessed from a health system perspective in 2003 US$; effects were measured as cures, deaths averted and disability-adjusted life-years (DALYs) averted. Cure rates when WHO guidelines were followed were 61% (90 out of 149) in Estonia and 76% (76 out of 100) in Tomsk Oblast, with a cost per patient treated of US$8,974 and US$10,088, respectively. Before WHO guidelines were followed, cure rates were 52% in Estonia and 15% in Tomsk Oblast; the cost per patient treated was US$4,729 and US$2,282, respectively. Drugs and hospitalisation accounted for 69-90% of total costs. The cost per DALY averted by treatment following WHO guidelines was US$579 (range US$297-US$902) in Estonia and US$429 (range US$302-US$546) in Tomsk Oblast. Treatment of patients with MDR-TB can be cost-effective, but requires substantial additional investment in tuberculosis control in priority countries.",2012-99-09236,22362862,Eur Respir J,Katherine Floyd,2012,40 / 1,133-42,No,22362862,"Katherine Floyd; Raymond Hutubessy; Kai Kliiman; Rosella Centis; Nina Khurieva; Wieslaw Jakobowiak; Manfred Danilovits; Genadi Peremitin; Salmaan Keshavjee; Giovanni Battista Migliori; Cost and cost-effectiveness of multidrug-resistant tuberculosis treatment in Estonia and Russia, Eur Respir J, ; 40(1):0903-1936; 133-42",DALY,Russia,Not Stated,Pharmaceutical,Multidrug-resistant treatment as per WHO guidelines vs. Standard/Usual Care- (before WHO guidelines),Not Stated,Not Stated,19 Years,"Female, Male",Full,,3.00,3.00,429,United States,2003,603.42
28448,Expanding ART for treatment and prevention of HIV in South Africa: estimated cost and cost-effectiveness 2011-2050,"Antiretroviral Treatment (ART) significantly reduces HIV transmission. We conducted a cost-effectiveness analysis of the impact of expanded ART in South Africa.We model a best case scenario of 90% annual HIV testing coverage in adults 15-49 years old and four ART eligibility scenarios: CD4 count <200 cells/mm(3) (current practice), CD4 count <350, CD4 count <500, all CD4 levels. 2011-2050 outcomes include deaths, disability adjusted life years (DALYs), HIV infections, cost, and cost per DALY averted. Service and ART costs reflect South African data and international generic prices. ART reduces transmission by 92%. We conducted sensitivity analyses.Expanding ART to CD4 count <350 cells/mm(3) prevents an estimated 265,000 (17%) and 1.3 million (15%) new HIV infections over 5 and 40 years, respectively. Cumulative deaths decline 15%, from 12.5 to 10.6 million; DALYs by 14% from 109 to 93 million over 40 years. Costs drop $504 million over 5 years and $3.9 billion over 40 years with breakeven by 2013. Compared with the current scenario, expanding to <500 prevents an additional 585,000 and 3 million new HIV infections over 5 and 40 years, respectively. Expanding to all CD4 levels decreases HIV infections by 3.3 million (45%) and costs by $10 billion over 40 years, with breakeven by 2023. By 2050, using higher ART and monitoring costs, all CD4 levels saves $0.6 billion versus current; other ART scenarios cost $9-194 per DALY averted. If ART reduces transmission by 99%, savings from all CD4 levels reach $17.5 billion. Sensitivity analyses suggest that poor retention and predominant acute phase transmission reduce DALYs averted by 26% and savings by 7%.Increasing the provision of ART to <350 cells/mm3 may significantly reduce costs while reducing the HIV burden. Feasibility including HIV testing and ART uptake, retention, and adherence should be evaluated.",2012-99-08744,22348000,PLoS One,Reuben Granich,2012,7 /,e30216,No,22348000,"Reuben Granich; James G Kahn; Rod Bennett; Charles B Holmes; Navneet Garg; Celicia Serenata; Miriam Lewis Sabin; Carla Makhlouf-Obermeyer; Christina De Filippo Mack; Phoebe Williams; Louisa Jones; Caoimhe Smyth; Kerry A Kutch; Lo Ying-Ru; Marco Vitoria; Yves Souteyrand; Siobhan Crowley; Eline L Korenromp; Brian G Williams; Expanding ART for treatment and prevention of HIV in South Africa: estimated cost and cost-effectiveness 2011-2050, PLoS One , ; 7 ():1932-6203; e30216",DALY,South Africa,Not Stated,Pharmaceutical,Expanding antiretroviral treatment (ART) to CD4 count <350 + current prevention vs. Standard/Usual Care- Expanding antiretroviral treatment (ART) to CD4 count <200 + current prevention,Not Stated,Not Stated,Not Stated,"Female, Male",Full,", 5 yrs",3.00,3.00,-245.8,United States,2010,-291.74
28449,Expanding ART for treatment and prevention of HIV in South Africa: estimated cost and cost-effectiveness 2011-2050,"Antiretroviral Treatment (ART) significantly reduces HIV transmission. We conducted a cost-effectiveness analysis of the impact of expanded ART in South Africa.We model a best case scenario of 90% annual HIV testing coverage in adults 15-49 years old and four ART eligibility scenarios: CD4 count <200 cells/mm(3) (current practice), CD4 count <350, CD4 count <500, all CD4 levels. 2011-2050 outcomes include deaths, disability adjusted life years (DALYs), HIV infections, cost, and cost per DALY averted. Service and ART costs reflect South African data and international generic prices. ART reduces transmission by 92%. We conducted sensitivity analyses.Expanding ART to CD4 count <350 cells/mm(3) prevents an estimated 265,000 (17%) and 1.3 million (15%) new HIV infections over 5 and 40 years, respectively. Cumulative deaths decline 15%, from 12.5 to 10.6 million; DALYs by 14% from 109 to 93 million over 40 years. Costs drop $504 million over 5 years and $3.9 billion over 40 years with breakeven by 2013. Compared with the current scenario, expanding to <500 prevents an additional 585,000 and 3 million new HIV infections over 5 and 40 years, respectively. Expanding to all CD4 levels decreases HIV infections by 3.3 million (45%) and costs by $10 billion over 40 years, with breakeven by 2023. By 2050, using higher ART and monitoring costs, all CD4 levels saves $0.6 billion versus current; other ART scenarios cost $9-194 per DALY averted. If ART reduces transmission by 99%, savings from all CD4 levels reach $17.5 billion. Sensitivity analyses suggest that poor retention and predominant acute phase transmission reduce DALYs averted by 26% and savings by 7%.Increasing the provision of ART to <350 cells/mm3 may significantly reduce costs while reducing the HIV burden. Feasibility including HIV testing and ART uptake, retention, and adherence should be evaluated.",2012-99-08744,22348000,PLoS One,Reuben Granich,2012,7 /,e30216,No,22348000,"Reuben Granich; James G Kahn; Rod Bennett; Charles B Holmes; Navneet Garg; Celicia Serenata; Miriam Lewis Sabin; Carla Makhlouf-Obermeyer; Christina De Filippo Mack; Phoebe Williams; Louisa Jones; Caoimhe Smyth; Kerry A Kutch; Lo Ying-Ru; Marco Vitoria; Yves Souteyrand; Siobhan Crowley; Eline L Korenromp; Brian G Williams; Expanding ART for treatment and prevention of HIV in South Africa: estimated cost and cost-effectiveness 2011-2050, PLoS One , ; 7 ():1932-6203; e30216",DALY,South Africa,Not Stated,Pharmaceutical,Expanding antiretroviral treatment (ART) to CD4 count <500 + current prevention vs. Expanding antiretroviral treatment (ART) to CD4 count <350 + current prevention,Not Stated,Not Stated,Not Stated,"Female, Male",Full,", 5 yrs",3.00,3.00,-33.53,United States,2010,-39.8
28450,Expanding ART for treatment and prevention of HIV in South Africa: estimated cost and cost-effectiveness 2011-2050,"Antiretroviral Treatment (ART) significantly reduces HIV transmission. We conducted a cost-effectiveness analysis of the impact of expanded ART in South Africa.We model a best case scenario of 90% annual HIV testing coverage in adults 15-49 years old and four ART eligibility scenarios: CD4 count <200 cells/mm(3) (current practice), CD4 count <350, CD4 count <500, all CD4 levels. 2011-2050 outcomes include deaths, disability adjusted life years (DALYs), HIV infections, cost, and cost per DALY averted. Service and ART costs reflect South African data and international generic prices. ART reduces transmission by 92%. We conducted sensitivity analyses.Expanding ART to CD4 count <350 cells/mm(3) prevents an estimated 265,000 (17%) and 1.3 million (15%) new HIV infections over 5 and 40 years, respectively. Cumulative deaths decline 15%, from 12.5 to 10.6 million; DALYs by 14% from 109 to 93 million over 40 years. Costs drop $504 million over 5 years and $3.9 billion over 40 years with breakeven by 2013. Compared with the current scenario, expanding to <500 prevents an additional 585,000 and 3 million new HIV infections over 5 and 40 years, respectively. Expanding to all CD4 levels decreases HIV infections by 3.3 million (45%) and costs by $10 billion over 40 years, with breakeven by 2023. By 2050, using higher ART and monitoring costs, all CD4 levels saves $0.6 billion versus current; other ART scenarios cost $9-194 per DALY averted. If ART reduces transmission by 99%, savings from all CD4 levels reach $17.5 billion. Sensitivity analyses suggest that poor retention and predominant acute phase transmission reduce DALYs averted by 26% and savings by 7%.Increasing the provision of ART to <350 cells/mm3 may significantly reduce costs while reducing the HIV burden. Feasibility including HIV testing and ART uptake, retention, and adherence should be evaluated.",2012-99-08744,22348000,PLoS One,Reuben Granich,2012,7 /,e30216,No,22348000,"Reuben Granich; James G Kahn; Rod Bennett; Charles B Holmes; Navneet Garg; Celicia Serenata; Miriam Lewis Sabin; Carla Makhlouf-Obermeyer; Christina De Filippo Mack; Phoebe Williams; Louisa Jones; Caoimhe Smyth; Kerry A Kutch; Lo Ying-Ru; Marco Vitoria; Yves Souteyrand; Siobhan Crowley; Eline L Korenromp; Brian G Williams; Expanding ART for treatment and prevention of HIV in South Africa: estimated cost and cost-effectiveness 2011-2050, PLoS One , ; 7 ():1932-6203; e30216",DALY,South Africa,Not Stated,Pharmaceutical,Expanding antiretroviral treatment (ART) to all CD4 levels + current prevention vs. Expanding antiretroviral treatment (ART) to CD4 count <500 + current prevention,Not Stated,Not Stated,Not Stated,"Female, Male",Full,", 5 yrs",3.00,3.00,-468.07,United States,2010,-555.56
28451,Expanding ART for treatment and prevention of HIV in South Africa: estimated cost and cost-effectiveness 2011-2050,"Antiretroviral Treatment (ART) significantly reduces HIV transmission. We conducted a cost-effectiveness analysis of the impact of expanded ART in South Africa.We model a best case scenario of 90% annual HIV testing coverage in adults 15-49 years old and four ART eligibility scenarios: CD4 count <200 cells/mm(3) (current practice), CD4 count <350, CD4 count <500, all CD4 levels. 2011-2050 outcomes include deaths, disability adjusted life years (DALYs), HIV infections, cost, and cost per DALY averted. Service and ART costs reflect South African data and international generic prices. ART reduces transmission by 92%. We conducted sensitivity analyses.Expanding ART to CD4 count <350 cells/mm(3) prevents an estimated 265,000 (17%) and 1.3 million (15%) new HIV infections over 5 and 40 years, respectively. Cumulative deaths decline 15%, from 12.5 to 10.6 million; DALYs by 14% from 109 to 93 million over 40 years. Costs drop $504 million over 5 years and $3.9 billion over 40 years with breakeven by 2013. Compared with the current scenario, expanding to <500 prevents an additional 585,000 and 3 million new HIV infections over 5 and 40 years, respectively. Expanding to all CD4 levels decreases HIV infections by 3.3 million (45%) and costs by $10 billion over 40 years, with breakeven by 2023. By 2050, using higher ART and monitoring costs, all CD4 levels saves $0.6 billion versus current; other ART scenarios cost $9-194 per DALY averted. If ART reduces transmission by 99%, savings from all CD4 levels reach $17.5 billion. Sensitivity analyses suggest that poor retention and predominant acute phase transmission reduce DALYs averted by 26% and savings by 7%.Increasing the provision of ART to <350 cells/mm3 may significantly reduce costs while reducing the HIV burden. Feasibility including HIV testing and ART uptake, retention, and adherence should be evaluated.",2012-99-08744,22348000,PLoS One,Reuben Granich,2012,7 /,e30216,No,22348000,"Reuben Granich; James G Kahn; Rod Bennett; Charles B Holmes; Navneet Garg; Celicia Serenata; Miriam Lewis Sabin; Carla Makhlouf-Obermeyer; Christina De Filippo Mack; Phoebe Williams; Louisa Jones; Caoimhe Smyth; Kerry A Kutch; Lo Ying-Ru; Marco Vitoria; Yves Souteyrand; Siobhan Crowley; Eline L Korenromp; Brian G Williams; Expanding ART for treatment and prevention of HIV in South Africa: estimated cost and cost-effectiveness 2011-2050, PLoS One , ; 7 ():1932-6203; e30216",DALY,South Africa,Not Stated,Pharmaceutical,Expanding antiretroviral treatment (ART) to all CD4 levels + current prevention vs. Standard/Usual Care- Expanding antiretroviral treatment (ART) to CD4 count <200 + current prevention,Not Stated,Not Stated,Not Stated,"Female, Male",Full,", 5 yrs",3.00,3.00,-334.15,United States,2010,-396.61
