index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
32525,Golimumab for ulcerative colitis,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2014-01-41607,,NotApplicable,NotApplicable,2014,NotApplicable /,,No,Not Stated,"NotApplicable; Golimumab for ulcerative colitis, NotApplicable, ; NotApplicable():",QALY,Canada,Noninfective enteritis and colitis,Pharmaceutical,"infliximab vs. conventional therapy (oral corticosteroids, immunomodulators and/or oral 5-aminosalicylic acid compound)",nonresponsive to conventional therapy,Not Stated,18 Years,"Male, Female",Full,10 Years,3.00,3.00,73199,Canada,2013,82693.99
32526,"Apremilast for Psoriasis, moderate to severe plaque","NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2016-01-41608,,NotApplicable,NotApplicable,2016,NotApplicable /,,No,Not Stated,"NotApplicable; Apremilast for Psoriasis, moderate to severe plaque, NotApplicable, ; NotApplicable():",QALY,Canada,Papulosquamous disorders,Pharmaceutical,"apremilast vs. standard of care (topical agents, phototherapy and routine physician visits)",moderate-to-severe plaque psoriasis with inadequate response to prior conventional systemic therapies,Not Stated,18 Years,"Male, Female",Full,5 Years,5.00,5.00,105935,Canada,2014,109850.82
32527,"Apremilast for Psoriasis, moderate to severe plaque","NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2016-01-41608,,NotApplicable,NotApplicable,2016,NotApplicable /,,No,Not Stated,"NotApplicable; Apremilast for Psoriasis, moderate to severe plaque, NotApplicable, ; NotApplicable():",QALY,Canada,Papulosquamous disorders,Pharmaceutical,"adalimumab vs. standard of care (topical agents, phototherapy and routine physician visits)",moderate-to-severe plaque psoriasis with inadequate response to prior conventional systemic therapy,Not Stated,18 Years,"Male, Female",Full,5 Years,5.00,5.00,125136,Canada,2014,129761.57
32528,"Apremilast for Psoriasis, moderate to severe plaque","NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2016-01-41608,,NotApplicable,NotApplicable,2016,NotApplicable /,,No,Not Stated,"NotApplicable; Apremilast for Psoriasis, moderate to severe plaque, NotApplicable, ; NotApplicable():",QALY,Canada,Papulosquamous disorders,Pharmaceutical,etanercept vs. standard of care,moderate-to-severe plaque psoriasis with inadequate response to prior conventional systemic therapy,Not Stated,18 Years,"Male, Female",Full,5 Years,5.00,5.00,142518,Canada,2014,147786.08
32529,"Apremilast for Psoriasis, moderate to severe plaque","NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2016-01-41608,,NotApplicable,NotApplicable,2016,NotApplicable /,,No,Not Stated,"NotApplicable; Apremilast for Psoriasis, moderate to severe plaque, NotApplicable, ; NotApplicable():",QALY,Canada,Papulosquamous disorders,Pharmaceutical,"subsequent entry biologic infliximab vs. standard of care (topical agents, phototherapy and routine physician visits)",Not Stated,Not Stated,18 Years,"Male, Female",Full,5 Years,5.00,5.00,103762,Canada,2014,107597.49
32530,"Apremilast for Psoriasis, moderate to severe plaque","NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2016-01-41608,,NotApplicable,NotApplicable,2016,NotApplicable /,,No,Not Stated,"NotApplicable; Apremilast for Psoriasis, moderate to severe plaque, NotApplicable, ; NotApplicable():",QALY,Canada,Papulosquamous disorders,Pharmaceutical,ustekinumab vs. standard of care,moderate-to-severe plaque psoriasis with inadequate response to prior conventional systemic therapy,Not Stated,18 Years,"Male, Female",Full,5 Years,5.00,5.00,132062,Canada,2014,136943.58
32531,"Apremilast for Psoriasis, moderate to severe plaque","NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2016-01-41608,,NotApplicable,NotApplicable,2016,NotApplicable /,,No,Not Stated,"NotApplicable; Apremilast for Psoriasis, moderate to severe plaque, NotApplicable, ; NotApplicable():",QALY,Canada,Papulosquamous disorders,Pharmaceutical,secukinumab vs. standard of care,moderate-to-severe plaque psoriasis with inadequate response to prior conventional systemic therapy,Not Stated,18 Years,"Male, Female",Full,5 Years,5.00,5.00,125056,Canada,2014,129678.61
32532,"Apremilast for Psoriasis, moderate to severe plaque","NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2016-01-41608,,NotApplicable,NotApplicable,2016,NotApplicable /,,No,Not Stated,"NotApplicable; Apremilast for Psoriasis, moderate to severe plaque, NotApplicable, ; NotApplicable():",QALY,Canada,Papulosquamous disorders,Pharmaceutical,infliximab vs. standard of care,moderate-to-severe plaque psoriasis with inadequate response to prior conventional systemic therapy,Not Stated,18 Years,"Male, Female",Full,5 Years,5.00,5.00,198267,Canada,2014,205595.81
32533,"Apremilast for Psoriasis, moderate to severe plaque","NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2016-01-41608,,NotApplicable,NotApplicable,2016,NotApplicable /,,No,Not Stated,"NotApplicable; Apremilast for Psoriasis, moderate to severe plaque, NotApplicable, ; NotApplicable():",QALY,Canada,Papulosquamous disorders,Pharmaceutical,apremilast vs. standard of care,moderate-to-severe plaque psoriasis with inadequate response to prior conventional systemic therapy,Not Stated,18 Years,"Male, Female",Full,5 Years,5.00,5.00,188124,Canada,2014,195077.88
32543,Calcitonin Gene-Related Peptide (CGRP) Inhibitors as Preventive Treatments for Patients with Episodic or Chronic Migraine: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41559,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Calcitonin Gene-Related Peptide (CGRP) Inhibitors as Preventive Treatments for Patients with Episodic or Chronic Migraine: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Episodic and paroxysmal disorders,Pharmaceutical,Erenumab vs. no intervention,chronic migraine,Not Stated,18 Years,"Male, Female",Full,2 Years,3.00,3.00,77214.29,United States,2017,85357.19
32544,Calcitonin Gene-Related Peptide (CGRP) Inhibitors as Preventive Treatments for Patients with Episodic or Chronic Migraine: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41559,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Calcitonin Gene-Related Peptide (CGRP) Inhibitors as Preventive Treatments for Patients with Episodic or Chronic Migraine: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Episodic and paroxysmal disorders,Pharmaceutical,Fremanezumab vs. no intervention,chronic migraine,Not Stated,18 Years,"Male, Female",Full,2 Years,3.00,3.00,115000,United States,2017,127127.73
32545,Calcitonin Gene-Related Peptide (CGRP) Inhibitors as Preventive Treatments for Patients with Episodic or Chronic Migraine: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41559,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Calcitonin Gene-Related Peptide (CGRP) Inhibitors as Preventive Treatments for Patients with Episodic or Chronic Migraine: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Episodic and paroxysmal disorders,Pharmaceutical,Erenumab vs. no intervention,episodic migraine,Not Stated,18 Years,"Male, Female",Full,2 Years,3.00,3.00,138125,United States,2017,152691.46
32546,Calcitonin Gene-Related Peptide (CGRP) Inhibitors as Preventive Treatments for Patients with Episodic or Chronic Migraine: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41559,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Calcitonin Gene-Related Peptide (CGRP) Inhibitors as Preventive Treatments for Patients with Episodic or Chronic Migraine: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Episodic and paroxysmal disorders,Pharmaceutical,Fremanezumab vs. no intervention,episodic migraine,Not Stated,18 Years,"Male, Female",Full,2 Years,3.00,3.00,125100,United States,2017,138292.86
32547,Extended-Release Opioid Agonists and Antagonist Medications for Addiction Treatment (MAT) in Patients with Opioid Use Disorder: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41576,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Extended-Release Opioid Agonists and Antagonist Medications for Addiction Treatment (MAT) in Patients with Opioid Use Disorder: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Mental and behavioural disorders due to psychoactive substance use,Pharmaceutical,extended-release injectable naltrexone (Vivitrol) vs. Generic sublingual (Buprenorphine or Naloxone),Not Stated,Not Stated,18 Years,"Male, Female",Full,5 Years,3.00,3.00,-343333.33,United States,2018,-370491.6
32548,Extended-Release Opioid Agonists and Antagonist Medications for Addiction Treatment (MAT) in Patients with Opioid Use Disorder: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41576,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Extended-Release Opioid Agonists and Antagonist Medications for Addiction Treatment (MAT) in Patients with Opioid Use Disorder: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Mental and behavioural disorders due to psychoactive substance use,"Medical Device, Pharmaceutical, Surgical",buprenorphine subdermal implant (Probuphine) vs. Generic sublingual (Buprenorphine or Naloxone),Not Stated,Not Stated,18 Years,"Male, Female",Full,5 Years,3.00,3.00,265000,United States,2018,285961.96
32549,Antiandrogen Therapies for Nonmetastatic Castration-Resistant Prostate Cancer: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41581,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Antiandrogen Therapies for Nonmetastatic Castration-Resistant Prostate Cancer: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Malignant neoplasms of male genital organs,Pharmaceutical,Apalutamide vs. standard of care: continued androgen deprivation therapy,rapidly rising prostate specific antigen,Not Stated,18 Years,Male,Full,Lifetime,3.00,3.00,68000,United States,2016,76772.59
32550,Antiandrogen Therapies for Nonmetastatic Castration-Resistant Prostate Cancer: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41581,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Antiandrogen Therapies for Nonmetastatic Castration-Resistant Prostate Cancer: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Malignant neoplasms of male genital organs,Pharmaceutical,Enzalutamide vs. standard of care: continued androgen deprivation therapy,rapidly rising prostate specific antigen,Not Stated,18 Years,Male,Full,Lifetime,3.00,3.00,84000,United States,2016,94836.73
32551,Siponimod for the Treatment of Secondary Progressive Multiple Sclerosis: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41565,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Siponimod for the Treatment of Secondary Progressive Multiple Sclerosis: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Demyelinating diseases of the central nervous system,Pharmaceutical,Siponimod vs. best supportive care for multiple sclerosis,non-active secondary-progressive multiple sclerosis,Not Stated,18 Years,"Male, Female",Full,Lifetime,3.00,3.00,1150000,United States,2017,1271277.33
32552,Siponimod for the Treatment of Secondary Progressive Multiple Sclerosis: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41565,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Siponimod for the Treatment of Secondary Progressive Multiple Sclerosis: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Demyelinating diseases of the central nervous system,Pharmaceutical,Siponimod vs. best supportive care for multiple sclerosis,active secondary progressive multiple sclerosis,Not Stated,18 Years,"Male, Female",Full,Lifetime,3.00,3.00,433000,United States,2017,478663.55
32553,Oral Immunotherapy and Viaskin® Peanut for Peanut Allergy: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41568,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Oral Immunotherapy and Viaskin® Peanut for Peanut Allergy: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Health Education or Behavior,AR101 oral immunotherapy vs. peanut avoidance due to allergy,Not Stated,17 Years,4 Years,"Male, Female",Full,Lifetime,3.00,3.00,88000,United States,2017,97280.35
32554,Oral Immunotherapy and Viaskin® Peanut for Peanut Allergy: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41568,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Oral Immunotherapy and Viaskin® Peanut for Peanut Allergy: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,"Health Education or Behavior, Pharmaceutical",Viaskin Peanut vs. peanut avoidance due to allergy,Not Stated,17 Years,4 Years,"Male, Female",Full,Lifetime,3.00,3.00,216000,United States,2017,238779.05
32555,"Deflazacort, Eteplirsen, and Golodirsen for Duchenne Muscular Dystrophy: Effectiveness and Value","NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41571,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Deflazacort, Eteplirsen, and Golodirsen for Duchenne Muscular Dystrophy: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Diseases of myoneural junction and muscle,Other,Deflazacort vs. Prednisone (generic) administered orally,Not Stated,Not Stated,5 Years,"Male, Female",Full,Lifetime,3.00,3.00,361000,United States,2017,399070.54
32556,"Deflazacort, Eteplirsen, and Golodirsen for Duchenne Muscular Dystrophy: Effectiveness and Value","NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41571,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Deflazacort, Eteplirsen, and Golodirsen for Duchenne Muscular Dystrophy: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Diseases of myoneural junction and muscle,Other,Deflazacort vs. Prednisone (generic) administered orally,Not Stated,Not Stated,5 Years,"Male, Female",Full,Lifetime,3.00,3.00,390000,United States,2017,431128.83
