index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
29301,Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study,"BACKGROUND: Introduction of human papillomavirus (HPV) vaccination in settings with the highest burden of HPV is not universal, partly because of the absence of quantitative estimates of country-specific effects on health and economic costs. We aimed to develop and validate a simple generic model of such effects that could be used and understood in a range of settings with little external support. METHODS: We developed the Papillomavirus Rapid Interface for Modelling and Economics (PRIME) model to assess cost-effectiveness and health effects of vaccination of girls against HPV before sexual debut in terms of burden of cervical cancer and mortality. PRIME models incidence according to proposed vaccine efficacy against HPV 16/18, vaccine coverage, cervical cancer incidence and mortality, and HPV type distribution. It assumes lifelong vaccine protection and no changes to other screening programmes or vaccine uptake. We validated PRIME against existing reports of HPV vaccination cost-effectiveness, projected outcomes for 179 countries (assuming full vaccination of 12-year-old girls), and outcomes for 71 phase 2 GAVI-eligible countries (using vaccine uptake data from the GAVI Alliance). We assessed differences between countries in terms of cost-effectiveness and health effects. FINDINGS: In validation, PRIME reproduced cost-effectiveness conclusions for 24 of 26 countries from 17 published studies, and for all 72 countries in a published study of GAVI-eligible countries. Vaccination of a cohort of 58 million 12-year-old girls in 179 countries prevented 690,000 cases of cervical cancer and 420,000 deaths during their lifetime (mostly in low-income or middle-income countries), at a net cost of US$4 billion. HPV vaccination was very cost effective (with every disability-adjusted life-year averted costing less than the gross domestic product per head) in 156 (87%) of 179 countries. Introduction of the vaccine in countries without national HPV vaccination at present would prevent substantially more cases of cervical cancer than in countries with such programmes, although the disparity has narrowed since 2012. If 71 phase 2 GAVI-eligible countries adopt vaccination according to forecasts, then in 2070 GAVI Alliance-funded vaccination could prevent 200,000 cases of cervical cancer and 100,000 deaths in some of the highest-burden countries. INTERPRETATION: Large between-country disparities exist for HPV vaccination, with countries with the most to gain yet to introduce national HPV vaccination. Support from the GAVI Alliance could help to reduce such disparities, but a substantial burden will remain even after presently projected vaccine introductions. FUNDING: WHO.",2014-99-16080,25103394,Lancet Glob Health,Mark Jit,2014,2 / 7,e406-14,No,25103394,"Mark Jit; Marc Brisson; Allison Portnoy; Raymond Hutubessy; Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study, Lancet Glob Health, ; 2(7):2214-109X; e406-14",DALY,Denmark,Not Stated,Immunization,Human papillomavirus (HPV) vaccination vs. None,Not Stated,12 Years,12 Years,Female,Full,,3.00,3,30900,United States,2011,35553.02
29354,Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study,"BACKGROUND: Introduction of human papillomavirus (HPV) vaccination in settings with the highest burden of HPV is not universal, partly because of the absence of quantitative estimates of country-specific effects on health and economic costs. We aimed to develop and validate a simple generic model of such effects that could be used and understood in a range of settings with little external support. METHODS: We developed the Papillomavirus Rapid Interface for Modelling and Economics (PRIME) model to assess cost-effectiveness and health effects of vaccination of girls against HPV before sexual debut in terms of burden of cervical cancer and mortality. PRIME models incidence according to proposed vaccine efficacy against HPV 16/18, vaccine coverage, cervical cancer incidence and mortality, and HPV type distribution. It assumes lifelong vaccine protection and no changes to other screening programmes or vaccine uptake. We validated PRIME against existing reports of HPV vaccination cost-effectiveness, projected outcomes for 179 countries (assuming full vaccination of 12-year-old girls), and outcomes for 71 phase 2 GAVI-eligible countries (using vaccine uptake data from the GAVI Alliance). We assessed differences between countries in terms of cost-effectiveness and health effects. FINDINGS: In validation, PRIME reproduced cost-effectiveness conclusions for 24 of 26 countries from 17 published studies, and for all 72 countries in a published study of GAVI-eligible countries. Vaccination of a cohort of 58 million 12-year-old girls in 179 countries prevented 690,000 cases of cervical cancer and 420,000 deaths during their lifetime (mostly in low-income or middle-income countries), at a net cost of US$4 billion. HPV vaccination was very cost effective (with every disability-adjusted life-year averted costing less than the gross domestic product per head) in 156 (87%) of 179 countries. Introduction of the vaccine in countries without national HPV vaccination at present would prevent substantially more cases of cervical cancer than in countries with such programmes, although the disparity has narrowed since 2012. If 71 phase 2 GAVI-eligible countries adopt vaccination according to forecasts, then in 2070 GAVI Alliance-funded vaccination could prevent 200,000 cases of cervical cancer and 100,000 deaths in some of the highest-burden countries. INTERPRETATION: Large between-country disparities exist for HPV vaccination, with countries with the most to gain yet to introduce national HPV vaccination. Support from the GAVI Alliance could help to reduce such disparities, but a substantial burden will remain even after presently projected vaccine introductions. FUNDING: WHO.",2014-99-16080,25103394,Lancet Glob Health,Mark Jit,2014,2 / 7,e406-14,No,25103394,"Mark Jit; Marc Brisson; Allison Portnoy; Raymond Hutubessy; Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study, Lancet Glob Health, ; 2(7):2214-109X; e406-14",DALY,Madagascar,Not Stated,Immunization,Human papillomavirus (HPV) vaccination vs. None,Not Stated,12 Years,12 Years,Female,Full,,3.00,3,150,United States,2011,172.59
29355,Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study,"BACKGROUND: Introduction of human papillomavirus (HPV) vaccination in settings with the highest burden of HPV is not universal, partly because of the absence of quantitative estimates of country-specific effects on health and economic costs. We aimed to develop and validate a simple generic model of such effects that could be used and understood in a range of settings with little external support. METHODS: We developed the Papillomavirus Rapid Interface for Modelling and Economics (PRIME) model to assess cost-effectiveness and health effects of vaccination of girls against HPV before sexual debut in terms of burden of cervical cancer and mortality. PRIME models incidence according to proposed vaccine efficacy against HPV 16/18, vaccine coverage, cervical cancer incidence and mortality, and HPV type distribution. It assumes lifelong vaccine protection and no changes to other screening programmes or vaccine uptake. We validated PRIME against existing reports of HPV vaccination cost-effectiveness, projected outcomes for 179 countries (assuming full vaccination of 12-year-old girls), and outcomes for 71 phase 2 GAVI-eligible countries (using vaccine uptake data from the GAVI Alliance). We assessed differences between countries in terms of cost-effectiveness and health effects. FINDINGS: In validation, PRIME reproduced cost-effectiveness conclusions for 24 of 26 countries from 17 published studies, and for all 72 countries in a published study of GAVI-eligible countries. Vaccination of a cohort of 58 million 12-year-old girls in 179 countries prevented 690,000 cases of cervical cancer and 420,000 deaths during their lifetime (mostly in low-income or middle-income countries), at a net cost of US$4 billion. HPV vaccination was very cost effective (with every disability-adjusted life-year averted costing less than the gross domestic product per head) in 156 (87%) of 179 countries. Introduction of the vaccine in countries without national HPV vaccination at present would prevent substantially more cases of cervical cancer than in countries with such programmes, although the disparity has narrowed since 2012. If 71 phase 2 GAVI-eligible countries adopt vaccination according to forecasts, then in 2070 GAVI Alliance-funded vaccination could prevent 200,000 cases of cervical cancer and 100,000 deaths in some of the highest-burden countries. INTERPRETATION: Large between-country disparities exist for HPV vaccination, with countries with the most to gain yet to introduce national HPV vaccination. Support from the GAVI Alliance could help to reduce such disparities, but a substantial burden will remain even after presently projected vaccine introductions. FUNDING: WHO.",2014-99-16080,25103394,Lancet Glob Health,Mark Jit,2014,2 / 7,e406-14,No,25103394,"Mark Jit; Marc Brisson; Allison Portnoy; Raymond Hutubessy; Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study, Lancet Glob Health, ; 2(7):2214-109X; e406-14",DALY,Malawi,Not Stated,Immunization,Human papillomavirus (HPV) vaccination vs. None,Not Stated,12 Years,12 Years,Female,Full,,3.00,3,110,United States,2011,126.56
29356,Analysis of the Universal Immunization Programme and introduction of a rotavirus vaccine in India with IndiaSim,"BACKGROUND AND OBJECTIVES: India has the highest under-five death toll globally, approximately 20% of which is attributed to vaccine-preventable diseases. India's Universal Immunization Programme (UIP) is working both to increase immunization coverage and to introduce new vaccines. Here, we analyze the disease and financial burden alleviated across India's population (by wealth quintile, rural or urban area, and state) through increasing vaccination rates and introducing a rotavirus vaccine. METHODS: We use IndiaSim, a simulated agent-based model (ABM) of the Indian population (including socio-economic characteristics and immunization status) and the health system to model three interventions. In the first intervention, a rotavirus vaccine is introduced at the current DPT3 immunization coverage level in India. In the second intervention, coverage of three doses of rotavirus and DPT and one dose of the measles vaccine are increased to 90% randomly across the population. In the third, we evaluate an increase in immunization coverage to 90% through targeted increases in rural and urban regions (across all states) that are below that level at baseline. For each intervention, we evaluate the disease and financial burden alleviated, costs incurred, and the cost per disability-adjusted life-year (DALY) averted. RESULTS: Baseline immunization coverage is low and has a large variance across population segments and regions. Targeting specific regions can approximately equate the rural and urban immunization rates. Introducing a rotavirus vaccine at the current DPT3 level (intervention one) averts 34.7 (95% uncertainty range [UR], 31.7-37.7) deaths and $215,569 (95% UR, $207,846-$223,292) out-of-pocket (OOP) expenditure per 100,000 under-five children. Increasing all immunization rates to 90% (intervention two) averts an additional 22.1 (95% UR, 18.6-25.7) deaths and $45,914 (95% UR, $37,909-$53,920) OOP expenditure. Scaling up immunization by targeting regions with low coverage (intervention three) averts a slightly higher number of deaths and OOP expenditure. The reduced burden of rotavirus diarrhea is the primary driver of the estimated health and economic benefits in all intervention scenarios. All three interventions are cost saving. CONCLUSION: Improving immunization coverage and the introduction of a rotavirus vaccine significantly alleviates disease and financial burden in Indian households. Population subgroups or regions with low existing immunization coverage benefit the most from the intervention. Increasing coverage by targeting those subgroups alleviates the burden more than simply increasing coverage in the population at large.",2014-99-16148,25091670,Vaccine,Itamar Megiddo,2014,32 Suppl 1 /,A151-61,Yes,25091670,"Itamar Megiddo; Abigail R Colson; Arindam Nandi; Susmita Chatterjee; Shankar Prinja; Ajay Khera; Ramanan Laxminarayan; Analysis of the Universal Immunization Programme and introduction of a rotavirus vaccine in India with IndiaSim, Vaccine, ; 32 Suppl 1():1873-2518; A151-61",DALY,India,Not Stated,Immunization,"Rotavirus vaccine introduced at the current DPT3 (diphtheria, pertussis, tetanus) immunization coverage level vs. Standard/Usual Care- Baseline vaccination coverage rates from 2011",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3,70.89,United States,2013,78.76
29357,Analysis of the Universal Immunization Programme and introduction of a rotavirus vaccine in India with IndiaSim,"BACKGROUND AND OBJECTIVES: India has the highest under-five death toll globally, approximately 20% of which is attributed to vaccine-preventable diseases. India's Universal Immunization Programme (UIP) is working both to increase immunization coverage and to introduce new vaccines. Here, we analyze the disease and financial burden alleviated across India's population (by wealth quintile, rural or urban area, and state) through increasing vaccination rates and introducing a rotavirus vaccine. METHODS: We use IndiaSim, a simulated agent-based model (ABM) of the Indian population (including socio-economic characteristics and immunization status) and the health system to model three interventions. In the first intervention, a rotavirus vaccine is introduced at the current DPT3 immunization coverage level in India. In the second intervention, coverage of three doses of rotavirus and DPT and one dose of the measles vaccine are increased to 90% randomly across the population. In the third, we evaluate an increase in immunization coverage to 90% through targeted increases in rural and urban regions (across all states) that are below that level at baseline. For each intervention, we evaluate the disease and financial burden alleviated, costs incurred, and the cost per disability-adjusted life-year (DALY) averted. RESULTS: Baseline immunization coverage is low and has a large variance across population segments and regions. Targeting specific regions can approximately equate the rural and urban immunization rates. Introducing a rotavirus vaccine at the current DPT3 level (intervention one) averts 34.7 (95% uncertainty range [UR], 31.7-37.7) deaths and $215,569 (95% UR, $207,846-$223,292) out-of-pocket (OOP) expenditure per 100,000 under-five children. Increasing all immunization rates to 90% (intervention two) averts an additional 22.1 (95% UR, 18.6-25.7) deaths and $45,914 (95% UR, $37,909-$53,920) OOP expenditure. Scaling up immunization by targeting regions with low coverage (intervention three) averts a slightly higher number of deaths and OOP expenditure. The reduced burden of rotavirus diarrhea is the primary driver of the estimated health and economic benefits in all intervention scenarios. All three interventions are cost saving. CONCLUSION: Improving immunization coverage and the introduction of a rotavirus vaccine significantly alleviates disease and financial burden in Indian households. Population subgroups or regions with low existing immunization coverage benefit the most from the intervention. Increasing coverage by targeting those subgroups alleviates the burden more than simply increasing coverage in the population at large.",2014-99-16148,25091670,Vaccine,Itamar Megiddo,2014,32 Suppl 1 /,A151-61,Yes,25091670,"Itamar Megiddo; Abigail R Colson; Arindam Nandi; Susmita Chatterjee; Shankar Prinja; Ajay Khera; Ramanan Laxminarayan; Analysis of the Universal Immunization Programme and introduction of a rotavirus vaccine in India with IndiaSim, Vaccine, ; 32 Suppl 1():1873-2518; A151-61",DALY,India,Not Stated,Immunization,"Coverage of 3 doses of rotavirus with DPT (diphtheria, pertussis, tetanus) and 1 dose of the measles vaccine vs. rotavirus vaccine introduced at the current DPT3 immunization coverage level",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3,30.47,United States,2013,33.85
29358,Analysis of the Universal Immunization Programme and introduction of a rotavirus vaccine in India with IndiaSim,"BACKGROUND AND OBJECTIVES: India has the highest under-five death toll globally, approximately 20% of which is attributed to vaccine-preventable diseases. India's Universal Immunization Programme (UIP) is working both to increase immunization coverage and to introduce new vaccines. Here, we analyze the disease and financial burden alleviated across India's population (by wealth quintile, rural or urban area, and state) through increasing vaccination rates and introducing a rotavirus vaccine. METHODS: We use IndiaSim, a simulated agent-based model (ABM) of the Indian population (including socio-economic characteristics and immunization status) and the health system to model three interventions. In the first intervention, a rotavirus vaccine is introduced at the current DPT3 immunization coverage level in India. In the second intervention, coverage of three doses of rotavirus and DPT and one dose of the measles vaccine are increased to 90% randomly across the population. In the third, we evaluate an increase in immunization coverage to 90% through targeted increases in rural and urban regions (across all states) that are below that level at baseline. For each intervention, we evaluate the disease and financial burden alleviated, costs incurred, and the cost per disability-adjusted life-year (DALY) averted. RESULTS: Baseline immunization coverage is low and has a large variance across population segments and regions. Targeting specific regions can approximately equate the rural and urban immunization rates. Introducing a rotavirus vaccine at the current DPT3 level (intervention one) averts 34.7 (95% uncertainty range [UR], 31.7-37.7) deaths and $215,569 (95% UR, $207,846-$223,292) out-of-pocket (OOP) expenditure per 100,000 under-five children. Increasing all immunization rates to 90% (intervention two) averts an additional 22.1 (95% UR, 18.6-25.7) deaths and $45,914 (95% UR, $37,909-$53,920) OOP expenditure. Scaling up immunization by targeting regions with low coverage (intervention three) averts a slightly higher number of deaths and OOP expenditure. The reduced burden of rotavirus diarrhea is the primary driver of the estimated health and economic benefits in all intervention scenarios. All three interventions are cost saving. CONCLUSION: Improving immunization coverage and the introduction of a rotavirus vaccine significantly alleviates disease and financial burden in Indian households. Population subgroups or regions with low existing immunization coverage benefit the most from the intervention. Increasing coverage by targeting those subgroups alleviates the burden more than simply increasing coverage in the population at large.",2014-99-16148,25091670,Vaccine,Itamar Megiddo,2014,32 Suppl 1 /,A151-61,Yes,25091670,"Itamar Megiddo; Abigail R Colson; Arindam Nandi; Susmita Chatterjee; Shankar Prinja; Ajay Khera; Ramanan Laxminarayan; Analysis of the Universal Immunization Programme and introduction of a rotavirus vaccine in India with IndiaSim, Vaccine, ; 32 Suppl 1():1873-2518; A151-61",DALY,India,Not Stated,Immunization,"Increase in rotavirus immunization coverage to 90% through targeted increases in rural and urban regions vs. rotavirus vaccine introduced at current DPT3 (diphtheria, pertussis, tetanus) immunization coverage level",Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3,36.97,United States,2013,41.07
29359,Estimated impact and cost-effectiveness of rotavirus vaccination in India: effects of geographic and economic disparities,"India accounts for 23% of global rotavirus mortality in under-five children, with more than 100,000 deaths from rotavirus annually. Introduction of a vaccine in India is considered to be the most effective intervention for preventing rotavirus mortality. Recent research suggests that there is considerable variation in rotavirus mortality burden across regional, gender and socio-economic subpopulations within India. In addition, there is potential variability in who would likely receive rotavirus vaccine if introduced. We use available household data to estimate heterogeneity in rotavirus mortality risk, vaccination benefits, and cost-effectiveness across geographic and socio-economic groups within India. We account for heterogeneity by modeling estimated three-dose routine vaccinations as a proxy for a generalized rotavirus vaccine, and mortality for subpopulations of children aggregated by region and state, socio-economic status and sex, separately. Results are presented for six geographic regions and for Bihar, Uttar Pradesh, and Madhya Pradesh, three high mortality states accounting for 56% of national mortality estimates. Impact estimates accounting for disparities predict rotavirus vaccine introduction will prevent 35,000 deaths at an average cost of $118/DALY averted (7292 INR/DALY averted). Rotavirus vaccines are most cost-effective for the poor living in high mortality regions and states. Reductions in geographic and socio-economic disparities based on regional estimates could prevent an additional 9400 deaths annually, while reductions in socio-economic disparities in the three highest morality states alone could prevent an additional 10,600 deaths annually. Understanding the impact of heterogeneity can help improve strategies to maximize the benefits of rotavirus vaccination introduction, leading to fewer lives lost as a result of rotavirus disease.",2014-01-02196,25091669,Vaccine,Richard Rheingans,2014,32 Suppl 1 /,A140-50,Yes,25091669,"Richard Rheingans; John D 4th Anderson; Benjamin Anderson; Poulomy Chakraborty; Deborah Atherly; Deepa Pindolia; John D. Anderson; K. M. Jensen; M. M. Davis; Estimated impact and cost-effectiveness of rotavirus vaccination in India: effects of geographic and economic disparities, Vaccine, 2014 Aug 11; 32 Suppl 1():1873-2518; A140-50",DALY,India,Not Stated,Immunization,Rotavirus vaccination vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,Not Stated,3,139,United States,2013,154.43
29360,Estimated impact and cost-effectiveness of rotavirus vaccination in India: effects of geographic and economic disparities,"India accounts for 23% of global rotavirus mortality in under-five children, with more than 100,000 deaths from rotavirus annually. Introduction of a vaccine in India is considered to be the most effective intervention for preventing rotavirus mortality. Recent research suggests that there is considerable variation in rotavirus mortality burden across regional, gender and socio-economic subpopulations within India. In addition, there is potential variability in who would likely receive rotavirus vaccine if introduced. We use available household data to estimate heterogeneity in rotavirus mortality risk, vaccination benefits, and cost-effectiveness across geographic and socio-economic groups within India. We account for heterogeneity by modeling estimated three-dose routine vaccinations as a proxy for a generalized rotavirus vaccine, and mortality for subpopulations of children aggregated by region and state, socio-economic status and sex, separately. Results are presented for six geographic regions and for Bihar, Uttar Pradesh, and Madhya Pradesh, three high mortality states accounting for 56% of national mortality estimates. Impact estimates accounting for disparities predict rotavirus vaccine introduction will prevent 35,000 deaths at an average cost of $118/DALY averted (7292 INR/DALY averted). Rotavirus vaccines are most cost-effective for the poor living in high mortality regions and states. Reductions in geographic and socio-economic disparities based on regional estimates could prevent an additional 9400 deaths annually, while reductions in socio-economic disparities in the three highest morality states alone could prevent an additional 10,600 deaths annually. Understanding the impact of heterogeneity can help improve strategies to maximize the benefits of rotavirus vaccination introduction, leading to fewer lives lost as a result of rotavirus disease.",2014-01-02196,25091669,Vaccine,Richard Rheingans,2014,32 Suppl 1 /,A140-50,Yes,25091669,"Richard Rheingans; John D 4th Anderson; Benjamin Anderson; Poulomy Chakraborty; Deborah Atherly; Deepa Pindolia; John D. Anderson; K. M. Jensen; M. M. Davis; Estimated impact and cost-effectiveness of rotavirus vaccination in India: effects of geographic and economic disparities, Vaccine, 2014 Aug 11; 32 Suppl 1():1873-2518; A140-50",DALY,India,Not Stated,Immunization,Rotavirus vaccination vs. None,Central Region,5 Years,Not Stated,"Female, Male",Full,,Not Stated,3,105,United States,2013,116.65
29361,Estimated impact and cost-effectiveness of rotavirus vaccination in India: effects of geographic and economic disparities,"India accounts for 23% of global rotavirus mortality in under-five children, with more than 100,000 deaths from rotavirus annually. Introduction of a vaccine in India is considered to be the most effective intervention for preventing rotavirus mortality. Recent research suggests that there is considerable variation in rotavirus mortality burden across regional, gender and socio-economic subpopulations within India. In addition, there is potential variability in who would likely receive rotavirus vaccine if introduced. We use available household data to estimate heterogeneity in rotavirus mortality risk, vaccination benefits, and cost-effectiveness across geographic and socio-economic groups within India. We account for heterogeneity by modeling estimated three-dose routine vaccinations as a proxy for a generalized rotavirus vaccine, and mortality for subpopulations of children aggregated by region and state, socio-economic status and sex, separately. Results are presented for six geographic regions and for Bihar, Uttar Pradesh, and Madhya Pradesh, three high mortality states accounting for 56% of national mortality estimates. Impact estimates accounting for disparities predict rotavirus vaccine introduction will prevent 35,000 deaths at an average cost of $118/DALY averted (7292 INR/DALY averted). Rotavirus vaccines are most cost-effective for the poor living in high mortality regions and states. Reductions in geographic and socio-economic disparities based on regional estimates could prevent an additional 9400 deaths annually, while reductions in socio-economic disparities in the three highest morality states alone could prevent an additional 10,600 deaths annually. Understanding the impact of heterogeneity can help improve strategies to maximize the benefits of rotavirus vaccination introduction, leading to fewer lives lost as a result of rotavirus disease.",2014-01-02196,25091669,Vaccine,Richard Rheingans,2014,32 Suppl 1 /,A140-50,Yes,25091669,"Richard Rheingans; John D 4th Anderson; Benjamin Anderson; Poulomy Chakraborty; Deborah Atherly; Deepa Pindolia; John D. Anderson; K. M. Jensen; M. M. Davis; Estimated impact and cost-effectiveness of rotavirus vaccination in India: effects of geographic and economic disparities, Vaccine, 2014 Aug 11; 32 Suppl 1():1873-2518; A140-50",DALY,India,Not Stated,Immunization,Rotavirus vaccination vs. None,East Region,5 Years,Not Stated,"Female, Male",Full,,Not Stated,3,124,United States,2013,137.76
29362,Estimated impact and cost-effectiveness of rotavirus vaccination in India: effects of geographic and economic disparities,"India accounts for 23% of global rotavirus mortality in under-five children, with more than 100,000 deaths from rotavirus annually. Introduction of a vaccine in India is considered to be the most effective intervention for preventing rotavirus mortality. Recent research suggests that there is considerable variation in rotavirus mortality burden across regional, gender and socio-economic subpopulations within India. In addition, there is potential variability in who would likely receive rotavirus vaccine if introduced. We use available household data to estimate heterogeneity in rotavirus mortality risk, vaccination benefits, and cost-effectiveness across geographic and socio-economic groups within India. We account for heterogeneity by modeling estimated three-dose routine vaccinations as a proxy for a generalized rotavirus vaccine, and mortality for subpopulations of children aggregated by region and state, socio-economic status and sex, separately. Results are presented for six geographic regions and for Bihar, Uttar Pradesh, and Madhya Pradesh, three high mortality states accounting for 56% of national mortality estimates. Impact estimates accounting for disparities predict rotavirus vaccine introduction will prevent 35,000 deaths at an average cost of $118/DALY averted (7292 INR/DALY averted). Rotavirus vaccines are most cost-effective for the poor living in high mortality regions and states. Reductions in geographic and socio-economic disparities based on regional estimates could prevent an additional 9400 deaths annually, while reductions in socio-economic disparities in the three highest morality states alone could prevent an additional 10,600 deaths annually. Understanding the impact of heterogeneity can help improve strategies to maximize the benefits of rotavirus vaccination introduction, leading to fewer lives lost as a result of rotavirus disease.",2014-01-02196,25091669,Vaccine,Richard Rheingans,2014,32 Suppl 1 /,A140-50,Yes,25091669,"Richard Rheingans; John D 4th Anderson; Benjamin Anderson; Poulomy Chakraborty; Deborah Atherly; Deepa Pindolia; John D. Anderson; K. M. Jensen; M. M. Davis; Estimated impact and cost-effectiveness of rotavirus vaccination in India: effects of geographic and economic disparities, Vaccine, 2014 Aug 11; 32 Suppl 1():1873-2518; A140-50",DALY,India,Not Stated,Immunization,Rotavirus vaccination vs. None,North Region,5 Years,Not Stated,"Female, Male",Full,,Not Stated,3,147,United States,2013,163.31
29363,Estimated impact and cost-effectiveness of rotavirus vaccination in India: effects of geographic and economic disparities,"India accounts for 23% of global rotavirus mortality in under-five children, with more than 100,000 deaths from rotavirus annually. Introduction of a vaccine in India is considered to be the most effective intervention for preventing rotavirus mortality. Recent research suggests that there is considerable variation in rotavirus mortality burden across regional, gender and socio-economic subpopulations within India. In addition, there is potential variability in who would likely receive rotavirus vaccine if introduced. We use available household data to estimate heterogeneity in rotavirus mortality risk, vaccination benefits, and cost-effectiveness across geographic and socio-economic groups within India. We account for heterogeneity by modeling estimated three-dose routine vaccinations as a proxy for a generalized rotavirus vaccine, and mortality for subpopulations of children aggregated by region and state, socio-economic status and sex, separately. Results are presented for six geographic regions and for Bihar, Uttar Pradesh, and Madhya Pradesh, three high mortality states accounting for 56% of national mortality estimates. Impact estimates accounting for disparities predict rotavirus vaccine introduction will prevent 35,000 deaths at an average cost of $118/DALY averted (7292 INR/DALY averted). Rotavirus vaccines are most cost-effective for the poor living in high mortality regions and states. Reductions in geographic and socio-economic disparities based on regional estimates could prevent an additional 9400 deaths annually, while reductions in socio-economic disparities in the three highest morality states alone could prevent an additional 10,600 deaths annually. Understanding the impact of heterogeneity can help improve strategies to maximize the benefits of rotavirus vaccination introduction, leading to fewer lives lost as a result of rotavirus disease.",2014-01-02196,25091669,Vaccine,Richard Rheingans,2014,32 Suppl 1 /,A140-50,Yes,25091669,"Richard Rheingans; John D 4th Anderson; Benjamin Anderson; Poulomy Chakraborty; Deborah Atherly; Deepa Pindolia; John D. Anderson; K. M. Jensen; M. M. Davis; Estimated impact and cost-effectiveness of rotavirus vaccination in India: effects of geographic and economic disparities, Vaccine, 2014 Aug 11; 32 Suppl 1():1873-2518; A140-50",DALY,India,Not Stated,Immunization,Rotavirus vaccination vs. None,Northeast Region,5 Years,Not Stated,"Female, Male",Full,,Not Stated,3,118,United States,2013,131.1
29364,Estimated impact and cost-effectiveness of rotavirus vaccination in India: effects of geographic and economic disparities,"India accounts for 23% of global rotavirus mortality in under-five children, with more than 100,000 deaths from rotavirus annually. Introduction of a vaccine in India is considered to be the most effective intervention for preventing rotavirus mortality. Recent research suggests that there is considerable variation in rotavirus mortality burden across regional, gender and socio-economic subpopulations within India. In addition, there is potential variability in who would likely receive rotavirus vaccine if introduced. We use available household data to estimate heterogeneity in rotavirus mortality risk, vaccination benefits, and cost-effectiveness across geographic and socio-economic groups within India. We account for heterogeneity by modeling estimated three-dose routine vaccinations as a proxy for a generalized rotavirus vaccine, and mortality for subpopulations of children aggregated by region and state, socio-economic status and sex, separately. Results are presented for six geographic regions and for Bihar, Uttar Pradesh, and Madhya Pradesh, three high mortality states accounting for 56% of national mortality estimates. Impact estimates accounting for disparities predict rotavirus vaccine introduction will prevent 35,000 deaths at an average cost of $118/DALY averted (7292 INR/DALY averted). Rotavirus vaccines are most cost-effective for the poor living in high mortality regions and states. Reductions in geographic and socio-economic disparities based on regional estimates could prevent an additional 9400 deaths annually, while reductions in socio-economic disparities in the three highest morality states alone could prevent an additional 10,600 deaths annually. Understanding the impact of heterogeneity can help improve strategies to maximize the benefits of rotavirus vaccination introduction, leading to fewer lives lost as a result of rotavirus disease.",2014-01-02196,25091669,Vaccine,Richard Rheingans,2014,32 Suppl 1 /,A140-50,Yes,25091669,"Richard Rheingans; John D 4th Anderson; Benjamin Anderson; Poulomy Chakraborty; Deborah Atherly; Deepa Pindolia; John D. Anderson; K. M. Jensen; M. M. Davis; Estimated impact and cost-effectiveness of rotavirus vaccination in India: effects of geographic and economic disparities, Vaccine, 2014 Aug 11; 32 Suppl 1():1873-2518; A140-50",DALY,India,Not Stated,Immunization,Rotavirus vaccination vs. None,South Region,5 Years,Not Stated,"Female, Male",Full,,Not Stated,3,160,United States,2013,177.76
